time,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014,0.0,0.0,9.564396655037505,0.20349363387558717,0.13243638129548868,69.14702082826217,142.50363543065575,49.932423279676264,124.206281353196,3172.993167271766,16105.530643508688,0.6504329932772419,2.2473540857845085,2.43920619243624,1.555693915219792,-0.31848651569070857,8886.506638844146,0.46982732620110734,0.1370745906789789,0.08631170575372044,0.22326281025199765,0.10430942135132461,1.533807507151817,1.9243452811660549,791.3497368371102,0.20130821459147144,0.08448907947266192,161.58322247503648,6.113587986079638,-0.2206002820268371,1.2241923549898552,1.5551746655020857,0.1370745906789789,0.906010290091882,0.8929205752887949,0.004667515849545285,0.04285290358275146
2015,9.368212181389884,1.6654409688568188,9.4670808667189,0.19881221447967495,0.1382197719351275,68.83289464147411,122.12184721842294,48.41152688990721,99.62077341832762,3459.4645378645914,18097.03602009477,0.7167659269751594,3.165181344213388,3.018321173760753,2.006314749975321,0.059429555559874746,8397.175635458505,0.36697993376105575,0.1487828159814115,0.11683909428570138,0.23821931158873216,0.07289631128301545,1.5021053092167227,2.1936187736306914,828.5528661589766,0.21483285394945703,0.09106920678045813,142.458384848629,6.215821697730314,-0.17541370980119403,1.187246882488827,1.235853966021112,0.1487828159814115,0.8456019732851641,1.1632218368874379,0.0033443931044169614,0.03953521022788583
2016,13.097577594193613,2.454982005807557,11.553468025151957,0.21227319032744602,0.15275713844871402,65.45744378225572,124.82698282871429,46.71097687378267,293.30159780480096,4104.780626209729,19831.04787619366,0.7168456648443601,3.2474879951131013,3.0473932586089467,2.090024105400521,0.10790991422828573,8620.257034982324,0.42830108007655426,0.1769946420892779,0.1487233853743723,0.14786410391643987,0.0647356386323001,0.5124278614114356,1.877627505025285,936.2886982250936,0.17017517827778975,0.055512605640965815,143.92187882560737,6.66059165315975,-0.44627952104623564,1.1319609032010027,1.1754957585097305,0.1769946420892779,0.9475598386372281,0.8359515298294209,0.047764991326684964,0.05305133070184673
2017,19.824678933543343,3.879930398781033,13.823990546045854,0.2076764589056488,0.14527814332501873,65.45356789932858,116.26042172717148,54.271210035662385,63.94253843338015,4227.199094262284,20573.469805969857,0.6661819676959461,2.662542773078634,2.428204802420349,1.8217787941967731,-0.09457939893183248,6928.001561301847,0.42126350076119085,0.16689403082574059,0.12547107407305447,0.1746569876468364,0.07788232210797769,0.5972946323528509,1.7738081993402723,909.2969494157799,0.17504147028905526,0.06187278197753897,127.48943593251101,6.710525412690618,-0.34888025115390736,1.014448094326741,1.4071960058302335,0.16689403082574059,0.9444686394849271,0.736751474652332,0.003388583504542983,-0.017101332557757788
2018,15.600218348338146,2.164455099550303,18.592171183011033,0.16204487150545807,0.11059759651059874,75.91545227515876,123.11876950104156,58.479853244883905,175.91482454650298,3587.4237261182093,22159.89457565585,0.664293032000334,2.9078566883916093,2.8397241133451945,2.007745262383068,-0.06600813482129819,5261.108941907386,0.3423917073078058,0.12330533088070952,0.11404156958984858,0.2487387948170068,0.1013936558101556,3.4151644867221562,1.8866730217338832,1011.5990475221945,0.10182325619339672,0.05719171740290083,140.79996386626493,6.10101341343847,-0.2379725321031473,0.9420269460810171,0.5548479067764537,0.12330533088070952,1.2159570522620462,0.826328000441055,0.04512182194487406,0.02263728651295302
2019,12.136170123433859,2.2473862807396814,14.766093397349792,0.1523181877829069,0.10635836473542642,77.42769663044574,137.85677426833226,49.50059730786196,46.01852343794761,3603.8279124263713,23904.462398269614,0.685215288291493,3.2151792566977306,3.3656143619194294,2.4312888818090643,0.7177421367367544,5006.897219876003,0.3594372427807383,0.12562744274714258,0.13365737955843263,0.25316911775552153,0.12317653541353694,2.592150687363482,1.8201812222672573,1187.735153620775,0.09064812943794057,0.06213737958772522,165.72847071925617,6.182432523147183,-0.33862472460144327,0.8897456483636741,1.2125356363003463,0.12562744274714258,1.0587266213089077,0.7783986088517337,0.01368440980972108,0.041163256581676355
2020,28.235694744678177,2.396111438655792,16.497458145896168,0.1477591993089965,0.10760217578930886,188.99244010442135,144.19801790276313,56.108216075512004,57.15268612875911,3588.1228732331488,22884.724617229305,0.6792006239558113,3.176154031976054,3.3503524961537767,2.448930340658046,0.03305249260195331,5199.891325240552,0.36439865782497693,0.14093363617957708,0.11998130093352473,0.26206314661829905,0.10665072099232369,2.665958346624663,1.7677131719236467,1236.9132707808892,0.07490986836849471,0.04329706074773632,276.700533535552,4.533578232739955,-0.25446486769566484,0.8441819353095145,0.8360623192785291,0.14093363617957708,1.0985542618474349,0.7168293110883809,0.05085536075050383,0.027772038957798374
2021,21.664427164479086,2.601034123909749,19.184312116395,0.14429788253354295,0.10342933975295725,188.282765585278,155.71794968252973,56.02656730692525,75.68009390336049,3404.3174885278045,23399.081272515854,0.6799363957431674,3.022412883075688,3.246555781799798,2.2298928156914513,-0.07385212697270732,5076.311434767983,0.35546992695050816,0.13058682917043687,0.13023417335508183,0.2724988520855259,0.1115230167812585,2.8560729476925264,1.7663240923455759,1257.294298260153,0.08249107494625064,0.04328753308207177,288.181663480451,5.003527531020422,-0.20664143769150176,0.8371753583450015,0.8204144832053749,0.13058682917043687,1.0226472073331365,0.7075177351984262,0.019406983832530884,0.04930674056234656
2022,16.6739774007881,1.8670928632730945,12.298846549514083,0.15964124998169543,0.118219855225112,172.72122832265333,157.6917859539745,54.063047921805044,29.086748031465532,4052.7469441280705,23941.33818959007,0.6874192828329303,3.182437739585988,3.240632776262612,2.19789833734955,-0.08706945354380076,6126.833592955923,0.37619915193636805,0.14212428203979746,0.12130154971938595,0.19676588654943886,0.08480122355210949,1.855178928416704,1.6372718294083146,1367.500793041583,0.060209895918561615,0.04027341870212439,276.72879961645623,3.750822781785178,-0.31092950472038733,0.9363531081636259,0.8055645669599844,0.14212428203979746,1.1234880454622704,0.6016268478777278,0.06819310689816317,0.030257897911352184
2023,13.660403988246204,2.059550740273511,12.033462231144695,0.1747841189561942,0.12693477055206281,182.4691892330389,165.49043393400757,51.65144113203914,41.00681038206281,4864.9819359432195,27023.21893132773,0.700004981797038,3.2281088787115846,3.12582929891493,2.0076412961287904,0.031062822464408283,6463.576587680224,0.35638033201322983,0.13609331132724076,0.12639835665723306,0.22066132563560217,0.11678089821474914,1.1934416874833098,1.5800490626140287,1487.9576143960805,0.08004553931052413,0.05496280058755727,296.4172066732255,3.3126487567355554,-0.33355558760342985,0.9064720504239777,0.8148780736500926,0.13609331132724076,-0.14882539106637518,0.5441963019466467,-0.021915339501215745,0.031476233941170335
