time,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014,0.0,0.0,9.002002613091417,0.19238436969301875,0.10802556760931364,85.23757175306976,65.52016534101809,100.17700099557847,43.50896390426505,2798.5573351414246,14912.524761045137,0.571050587034927,2.648950269249148,2.593762448595833,2.3229721180121676,0.43482684269854105,3629.89909366999,0.40909608279687454,0.3505312291293756,0.4186235461987828,0.631581873669627,0.2757744233067562,2.617766632600054,0.5045284809190909,1.9676309498266324,1494.8106258597338,0.1481675810837724,0.10980794267140731,50.258796220747804,21564.30747964955,-0.07867925188214703,0.432645806493065,1.160309054862609,0.3505312291293756,1.2671296248151382,0.8650904118050166,0.22911822178471453,0.07367754279916695
2015,7.284939009447574,0.8782972213658757,7.5217207648596895,0.16066946350113823,0.0863165466952713,98.64289932291169,106.590415304275,63.922802573608365,9.891300013227186,2370.9084850626073,15665.95308068486,0.5690225732694644,2.6080999267349614,3.0991624114187246,2.7700707385707677,-0.12334274310677652,4171.3520589701375,0.42630324245214574,0.3546232261047101,0.3225912319679364,0.6160333392596159,0.3062701165892836,2.3772470149617986,0.3077413853171097,1.8533180008684578,1333.6232002583622,0.20048595863016383,0.1712426399489952,141.28507732534308,6.362112471065115,-0.24124126999140397,0.4174021436283063,1.1965874981064137,0.3546232261047101,1.1635696436415837,0.8070734220893206,-0.04318160807276025,0.03292000105206269
2016,8.00042253656887,0.9631596180557322,10.40075344392453,0.14729903980211556,0.08062269683686224,90.13754959601111,130.1265131352954,97.80073607271949,17.456290017257203,2385.348054759661,16087.523688418241,0.5426194874362245,2.24522265132742,2.5653683918233354,2.285875210936813,-0.05752296549494445,3669.8122980471135,0.3451359384556767,0.2661459733466702,0.36728615716154756,0.6634154255711631,0.3003586120495551,3.653196872071871,0.3769674582232458,1.9628052193757588,1214.7724258490093,0.12429755628352518,0.09344107303789882,122.13580460437532,6.446747836396838,-0.17003691522081657,0.40882926117406865,1.1513857503167289,0.2661459733466702,1.795291847820162,0.9113252427938437,0.0370956459308131,0.052362204778432515
2017,20.745342444895584,1.2631014445304523,7.732379139235281,0.1540596005843695,0.08261859499859445,70.60278127916915,69.95822675820656,-455.1782372080476,35.445945989107386,2350.129417131344,15077.687172440737,0.5164357332048427,2.0233502073123675,2.216119821343584,1.9858334473808754,-0.819424054567917,4624.674219337115,0.351886756294938,0.2930509446871104,0.21334646928259435,0.8248664807361057,0.3537080071956154,3.012150603131902,0.4274839773426804,2.095060954294335,516.7593070380544,0.12059688423021643,0.093650962177426,597.9648032491216,7.36227897955835,-0.35899610776290686,0.430621078537819,1.189687786196764,0.2930509446871104,0.8806739501745412,1.028354009199688,-0.11397774236749621,0.030935452216076662
2018,11.191385208656122,1.2549468802662591,8.143937339400123,0.10885994936254173,0.061305634251251906,77.12406509216835,46.68722393806601,78.25971810944513,11.705811997702519,1614.3868881448902,12712.814049633009,0.4581996860160992,1.2583171485199256,1.3781132844105188,1.1962942611743637,-0.1948890057720162,4375.71570817694,0.25028314850246824,0.20276786129711072,0.1515944941879655,1.2213408720315326,0.3719929469201735,3.2931407551354606,0.4447472741613378,2.6736325792896816,80.44468892722068,0.11587114591733642,0.09286723081800027,48.45054815139168,5.7871009968232485,-0.1700433700572519,0.5036091033583783,1.224835063584569,0.20276786129711072,0.8559078960955692,1.5671668036606088,-0.014362340173118321,0.023817342184754526
2019,12.299510282869106,1.279439574226669,8.177121860047112,0.13421104077137555,0.07050838615024219,78.56169202490278,51.05796687227989,120.71347028859141,23.76706509529585,1990.828049418703,14384.95175825909,0.4926586031650699,1.4851321211938333,1.4750883992091228,1.2889402456211208,-0.3329962055261389,4355.641927897307,0.28738916426432803,0.2263190056163731,0.16512442617905754,1.0196797084001283,0.3642120217689222,3.4423470884820984,0.6056936567172171,2.3873323936052904,765.0262066786069,0.11554200703405428,0.10647323388357925,9.097438916360597,5.691239022241726,-0.1569586330674355,0.5062442656078987,1.2941816186068695,0.2263190056163731,0.7864254966655678,1.2792350956703011,0.009731755085265371,0.024757476500285293
2020,14.782802361458822,1.3423083765044257,9.893180362249339,0.11912756229316365,0.061786376321740666,48.07050117250772,42.36046843513342,73.45794612046691,98.64819459067422,1863.3310690186772,15225.192018891872,0.5246037667815828,1.8402063485366449,1.796466267376118,1.615411049703048,0.2453710795685458,4338.397329660345,0.33338015466682563,0.28392092542701897,0.2547860232395729,0.8943044899293253,0.33609338384402376,3.5406281512688165,0.721720572254773,2.2076286547931843,1835.9311136878382,0.11412008319039234,0.10361275356239305,18.36093308486619,32.86518834066746,-0.13699029372023738,0.47412144513341653,0.8393890260566355,0.28392092542701897,1.3498830120217746,1.1041525534152115,0.045016309600718986,0.0633169789132855
2021,15.410208973938817,1.6757214131425873,7.188886405270931,0.13219721104567886,0.06561576266983506,71.70037037670717,36.11813065279963,67.49267779603572,10.642928467166273,2124.002548422868,15801.312552562087,0.5126550216664725,1.933649503167316,1.8930273863381897,1.6997413686881087,-0.07326697669442594,4842.361039392075,0.3108687631749904,0.2454213584430144,0.21838593964521802,0.915436397758304,0.3302674858197999,2.8659491308155,0.6347711171927654,2.297153044142128,2186.3324789784865,0.12020337398258443,0.0923533536959271,41.59616836888054,8.904968952437473,-0.07878859601052574,0.47561881095944264,0.7875044016447017,0.2454213584430144,0.7020173538842641,1.15828946580721,-0.010652895394534009,0.03670638678739481
2022,8.975371507801519,1.3503150274042468,6.989221242713483,0.1657213952577809,0.1012731382689681,87.17511547539583,30.075062050375475,57.510790374744296,10.427230023773088,3108.1358464012865,17750.458963001758,0.5674695470197315,2.4790589411492534,2.3216397438737557,2.1580214988593536,0.09677316684955789,6722.049200516267,0.32448069073888314,0.2790009593510415,0.21550798875323124,0.6696681174075909,0.27680716847803827,1.9607297495481697,1.052322005708533,2.0523128590819915,2928.7027709188465,0.10793864577192497,0.08760187913084588,61.93519405461864,9.123040492603112,-0.045489137419400895,0.5326679471506869,0.8421647355755727,0.2790009593510415,0.7991880469104383,0.9134504162339712,0.028257515370346785,0.02537023643752885
2023,16.132355211527543,1.8951553190111985,6.666279653333982,0.12758096229547347,0.07781255474065545,111.29191341410616,30.998369287770334,61.597978379640544,4.23266163404717,2268.044788293389,16591.040976700013,0.5384670092397279,2.009115885295752,1.6701400554461578,1.502646852661456,-0.07159016668328103,5260.617410196046,0.3268633119520529,0.2665242526063064,0.21316982628410477,0.6647068365617547,0.2632839768902836,2.0958432804708753,0.5099123169774026,2.0960535848243516,2111.751666642681,0.0913063637970986,0.08194285387009931,82.77422898260681,4.596755908395886,-0.05138994710138451,0.5048242575301451,0.8854204739175824,0.2665242526063064,0.7976596278587625,1.0014430315095775,-0.09010508630258149,-0.05080500372112834
