time,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014,0.0,0.0,11.019327324913263,0.20444602137964682,0.07710836532119714,32.04216595443809,40.241179808639195,29.803378210738067,6.88635687676649,1703.0534218579573,7320.2800794383065,0.3029774397407111,0.8629362940605801,1.3773396133685825,0.9757904202666335,0.5399697523490755,8855.974230272426,0.11711490973667339,-0.25325417619299057,-0.25064095749831466,0.866357563721469,0.29243919078164876,2.411359831038307,3.4191186806079563,3611.9460689914736,0.5144243945021679,0.2566485710057496,42.49347052944863,12.572032191879684,-0.39581450943923646,2.4066914823063423,1.3877921595781806,-0.25325417619299057,1.031214445055477,1.6556382451223455,0.04171948485684481,0.04209023899090699
2015,8.014008696501392,1.7287257319065459,6.504280605578769,0.22502427870096725,0.07724137283263027,79.83294589243913,57.86946435970443,121.51456565612031,9.098241695087692,2042.3363075259056,9543.363180860113,0.3448222749713894,0.8632091626156633,1.3977014763761801,0.9969681653719572,0.0068832427487278015,9260.955022070737,0.20254302970245863,0.07850717133065384,0.06103882948286536,0.8428738609071782,0.28544085653711987,2.0214953251090146,2.9289673994976666,3997.647017167341,0.33394873999338187,0.18860728515697223,66.8123119684984,8.728290183866719,-0.49212316721138316,1.5949683943520152,1.3131650555098862,0.07850717133065384,0.9804919954166063,1.5320168876347928,0.0865444119384418,0.02156172950344039
2016,9.074206578242885,1.7089535604028638,6.391762876513812,0.2113687624349732,0.06903288863046955,49.71532755451111,59.798863785756254,42.502041090327346,9.920761836549405,2095.1331958104643,10440.951975328571,0.3263307601495933,0.7110765411377612,1.3457172171140985,1.0551559026404318,0.0501984334458375,8595.208688440933,0.22240004437026784,0.08519096169101449,0.05520750815173156,0.8465389213574179,0.2871195548798356,2.335770583250704,3.066557252701015,4086.076238392685,0.44514448064506584,0.25504720086310556,66.12630607922766,7.919091871292053,-0.2890135384687427,1.3875576677692083,1.4839920152502097,0.08519096169101449,0.9970196405670809,1.585956224886489,0.04927787547310839,0.054216333321011195
2017,9.979915047653135,2.244332581864059,7.818269191295022,0.26761380444525423,0.10173233605900726,49.09418532134526,34.20994547367081,40.59350415648199,19.03399249721065,3027.328543705841,12289.169990046463,0.44584406474877314,1.0937114243010866,1.4039192392704274,1.3742788928303091,0.3131973782643109,7974.846662934682,0.2276711265837176,0.07569511408353247,0.10898381375357177,0.4073489988739797,0.19758440942367222,0.6625507779441774,2.286788810351298,4343.069511009319,0.2597329652479784,0.12307124836353715,41.8956103603069,8.046951794845576,-0.2362849960918322,1.5598527523314583,1.401111959453258,0.07569511408353247,2.023375929217019,0.965959747190884,-0.020941009763419397,0.07495701955558277
2018,46.19596305153941,1.8782371325142022,6.98512910324063,0.22481222678261034,0.1007117827702297,88.62730380987395,31.469943115106247,59.879403816559645,11.953772607107402,2679.327265305745,13249.748331320052,0.41791137983339166,1.066780987755374,1.3709435665571,1.2551416577033634,-0.16300784478766564,7792.238976441601,0.3510814899711502,0.12570181660332913,0.11570044570429648,0.48338919885399906,0.19350100467751377,1.3993966829356423,2.4544511100793978,3437.898396130864,0.24718220111244582,0.12902305965762328,60.22779932506719,4.422286560158452,-0.3990740515041541,0.8822071608586375,1.410574313751109,0.12570181660332913,1.2186195375435007,1.0416315010282302,0.02436769367200371,0.058358077142865436
2019,96.56630282703367,2.5643211478786196,7.701452887680076,0.22038499590815255,0.09241422662139154,77.60758920358685,29.83758106070833,55.72279820364932,9.628604202848734,3199.388965039073,15661.982518710205,0.42018461484301267,1.1853956686766818,1.3109340179998528,1.1903991536226577,-0.036389866280504335,7995.149197257369,0.35597280211522425,0.1186967801810559,0.08757646030752464,0.49288159453868347,0.19742674494869913,1.5151202461852913,2.3992544295305738,2554.901758853012,0.19465802888889996,0.10192488043943361,52.62882623695903,4.7920088954558,-0.388975510892983,0.9165693899294004,1.482344445898935,0.1186967801810559,1.088401709120131,1.0087677805374224,0.028872476487547642,0.03329976606838522
2020,15.77762851675572,2.798441585061979,11.410400921728412,0.21855869104556144,0.0866168728650391,47.899967527124296,32.0842050590337,56.975526403369976,11.569407288554077,2961.4102612980637,14160.001508742504,0.3814930822559541,0.8665149497276212,1.1644801794993982,1.1399116645923133,-0.11743533254368733,7744.128592548202,0.3766419901978755,0.13588741588861006,0.10892963381433034,0.6772344295154384,0.28784350390148644,1.8539731958118366,2.6857850961596434,2928.221834343514,0.24301522103440967,0.08320421823902623,23.01810110904878,9.196639921499695,-0.39542007609260105,0.8011919285532594,0.6970324982355506,0.13588741588861006,1.1450953772684762,1.2095252330160953,0.03870399973060361,0.04148921829455656
2021,67.52699990230715,4.391554438502147,-87.8398999039015,0.2370548851820302,0.08414053911249751,-9.054784707144613,36.99070559157184,49.326444080376056,10.695379257382518,3104.8456699336875,13650.91745683191,0.33575797130184737,1.1039196547601609,1.473306369540637,1.3307730713182293,0.13289884500962432,7783.282736221109,0.36254458725526895,0.13547635731779778,0.11858467309655997,0.9042087955864666,0.38554946440679855,-9.116241920412119,3.0527931643693154,4759.150665461538,0.239393733577198,0.05873268961638602,-21.394140933842916,7.778051427091131,-0.6812208615609088,0.7033296670878622,0.7071723446033911,0.13547635731779778,1.1717885353554431,1.5428844574126122,0.07547938900569345,0.05513424739442084
2022,15.88734297651908,3.7068888341445554,11.566529155224472,0.2553160649173423,0.09464311136154252,-274.0564984513799,33.0269089853737,69.37505893046347,10.1260184080356,3357.1480616934573,14135.843075757306,0.40265209992894063,1.0254722551064224,1.331729138886218,1.216938710998996,-0.0010829872176546145,8132.5371395603315,0.377109115076397,0.1416820511457717,0.09770516125015982,0.5106197003531212,0.20171317017124224,1.8504344177648588,2.5330486277221396,5834.2926369133365,0.23874507715617493,0.07447560053393813,-311.3305807908409,7.258015519304985,-0.21161900128532893,0.8130227767011626,0.7039033324818964,0.1416820511457717,-0.05322124622056344,1.0409219517081891,0.03509280221162302,0.07245043679628194
2023,20.00224014628657,4.708201431787975,15.754203393184763,0.2657266663624311,0.10920071536774284,74.99151189952512,1164.2690313101084,34.96181016908045,10.700828056059132,4139.882240416691,16695.880894395254,0.40924163303514854,1.0232777802430095,1.2440922453900356,1.218053789824587,-0.1111118576237663,8577.949735913644,0.3683466227373163,0.15258606729494614,0.11316234293535732,0.5140941231282645,0.20335143956039742,1.9679027566267708,2.446257878957854,6525.998614258764,0.26637504932788236,0.061030085866154826,1204.2981207656162,7.80012753275549,-0.34032818175340973,0.9023323516189864,0.6983076573606457,0.15258606729494614,1.000358761883687,1.0330234150646553,0.09985518921513886,0.05374359064462815
2024,27.011985643869526,6.457492180295814,16.697741207023057,0.26915021494566854,0.1107245172245273,145.32340135070626,577.7141343677406,29.822541171980795,20.527040240749965,4851.797638404395,19787.62473967027,0.4339851775485681,1.08882663871571,1.4044474468992811,1.2945094626300189,0.04317835606245821,8703.713848262056,0.3739880199411677,0.17025901085268771,0.1257475701708929,0.42020404856141186,0.20311678037573053,0.7047088906700405,2.3390154521021165,10961.576288227949,0.21787364079939123,0.0373151879310454,693.2155682756326,6.960336069353307,-0.13583555224527147,0.8970184344408063,0.7019921886792981,0.17025901085268771,0.9650639349202538,0.9291696079021706,-0.01725917387411165,0.0765023368815197
