time,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014,0.00000000000001,0.000000000000001,7.6610290798586895,0.2209563712098381,0.1076189960928642,22.66318494369172,125.05711646239702,37.23325296973613,7.38895444571998,631.976650850079,3873.292867146236,0.46027528131099205,0.9767623585219884,1.226103721927843,0.4770636215413091,-0.4703996993076509,10199.9830213794,0.13616567735297277,0.08863896063200047,0.05514551361506834,1.0681653281724015,0.3833767221383214,3.152647878092389,12.600634588545123,2.4634566336645967,1815.8181317657918,0.14675548328434315,0.09571502760865452,110.47548767394991,18.8006839764993,-0.14550401885859074,1.274584720803435,1.210736851113026,0.08863896063200047,0.6708355079533758,1.4541720688336635,0.07953988112053281,0.04890166035053408
2015,7.861290926204194,1.3838046319855717,5.030265051949435,0.22352273149521792,0.11294783509229647,23.453383470260356,112.22697504098383,35.58922853402963,7.844094682714505,744.8407157656948,4686.48445071449,0.49452633392113976,1.0716684159009333,1.1576938909717247,0.49089640341761026,0.1516643583990881,9026.5567708145,0.1593868507002965,0.08724685192111084,0.054540746354290376,0.8846706285649348,0.3665065826273279,1.6426172212863126,18.33152568778613,2.2516160530141125,1322.2108078112517,0.14060450217479276,0.09009866869201094,100.09372951158063,19.97919522031326,-0.33881038364649696,1.3287375545016387,1.2436410831824325,0.08724685192111084,0.8688730146490902,1.2470860004787732,0.1059163725411803,0.044535726158435304
2016,6.005597437609665,1.84864430950283,5.343595780752477,0.3773535340630044,0.1857191473095971,19.968373739273837,116.87114463573859,36.10491555269968,26.06474187838492,1994.9158844154858,6522.865340850901,0.5016419577411022,1.160210934562088,1.366410910847289,0.5522517304402825,0.4069006312500723,12338.722391190811,0.21946099466860727,0.17686345497471223,0.14393578155246245,0.8052233252300596,0.3212780521785845,1.7557204817223373,9.727273709278252,2.239374544855159,3800.3653989127565,0.17751595297052697,0.09998977114689067,100.74018262117141,22.519715718100652,-0.33800021194977536,1.3033816535334073,1.266105782308409,0.17686345497471223,0.9174924821735868,1.2133347434621307,0.163382679474954,0.10726974491293223
2017,8.484090102219954,1.835564356542408,7.849669796134335,0.2754053527893195,0.14891925693016336,20.501732324115746,107.409205451696,35.3858225736524,16.143900661764654,1969.3415296035118,8913.116351870927,0.5281732788914953,1.3030643847530545,1.5821027278021742,0.9701916065118474,0.048381205688364744,9085.53751846645,0.20393734814228928,0.17216255721224377,0.14133333232115738,0.8359166468891498,0.2935949685915788,1.9863550844334137,12.675657732640696,2.1246712898454843,9976.69390604534,0.11821201550669601,0.067315029644429,92.5603976015559,24.552731684520747,-0.5728044559432981,1.2282932322247728,1.1463009508581359,0.17216255721224377,0.9760358423331315,1.1163473702496154,0.03864501814711231,0.08137953101819231
2018,18.265402319997314,1.4043338961134908,8.346462926828542,0.19322012296315505,0.10520828553636864,18.905755322705726,100.89386388813864,49.249010927810865,19.43429871748436,1664.2457828333188,10130.001209438362,0.4879051558434374,1.0473332138364864,1.1137979257842252,0.49611345295966075,-0.21207887142048537,6077.5253625553205,0.1447284043099581,0.11652189660658684,0.08986923947463941,0.8127044622089487,0.32839509457003696,2.9354385714485467,9.314393660095334,2.2043935163978676,1304.7873490357738,0.06598113379056769,0.0588036818355511,70.57038190834452,47.244043739016156,-1.6008028232821658,1.0948274456138933,1.1545447795826085,0.11652189660658684,0.7843790383856697,1.1947871526868563,-0.14297207128260583,0.02781748114287467
2019,9.604500723271675,1.1949871713657563,6.625087692425123,0.1333549990994483,0.0672190966679297,20.730088228853077,108.55082036992042,47.756840207948585,23.999355314325886,1400.1694734396285,11086.485657955287,0.44523213616423957,0.8719370833463591,1.0876235288852734,0.42345130291750277,0.4720603382115531,4515.074387775461,0.13333428207121292,0.10713661546675676,0.07941819157318052,1.0627489349047496,0.4050792678819632,2.749385632717532,11.39850890360861,2.5330962011870413,2571.1906245799605,0.09257647568688028,0.09973850061434973,81.59163165844458,41.011177335542534,-0.7655957172139944,0.9513020847695806,1.2589329533420168,0.10713661546675676,0.7109166840415347,1.5198411130821288,0.04583582858494694,0.024602289829181737
2020,21.453597452030927,2.0813214800741977,10.362919419464419,0.22640160221146718,0.10149010370955953,8.065291219446346,109.04039780488735,38.26607165597785,12.233422192623548,2135.0146893187216,10575.82131929733,0.4339497264864972,0.7751440449048839,1.094389176357183,0.585966717534798,0.2332911376372834,6737.060285506279,0.21728804853765002,0.19301718095186832,0.15428462347610505,0.9923311306451872,0.4013594905561119,2.7655314016009505,5.922099166933593,2.396171175534597,3876.412524438543,0.19954166604724333,0.07419350034582949,78.8908552658525,28.415214226065856,-0.16672996327998735,0.9636584633576294,0.8755316261902123,0.19301718095186832,0.9101559854065308,1.3739804549975931,0.289287013305898,0.07589307872363375
2021,7.616800676604277,2.1169125263263293,6.2767924671571675,0.422597922279307,0.1974948593608948,27.7777470220147,108.02362991921792,45.771555255435864,12.003870607817108,5577.945710502614,15817.288779048098,0.48035020263182515,0.9386895882829039,1.281666297927772,0.6512318301423294,-0.030675134132916806,10561.029301359073,0.1833254345598243,0.15236942681840077,0.13347920113358477,0.6750875737803396,0.30396144169426076,1.9306645097520982,26.01704151444512,2.1913116622682582,16119.37217213094,0.21737867083642215,0.11519791949244086,90.06831138144368,13.636137472380808,-0.17139977432121806,1.263205729388193,0.8713527051830815,0.15236942681840077,0.9279876702374882,1.1655022827531267,0.033793322272830224,0.06497778444692046
2022,9.668401668086249,1.0533510637268397,11.863171649787782,0.06322448225441021,0.035484898242127486,43.97736791740473,108.61446235000705,50.51663166951468,-2.1843615786605217,898.9371059048635,14982.545935394557,0.535031371231285,1.2247633446145423,1.291595659827896,0.662627836731013,-0.7240213299398323,3398.3151550776747,0.03604754178540171,0.008759409551318624,0.09051441381082219,0.6918109232108453,0.30986320547985163,4.5631289732209135,856.8638995848282,2.0003739350536236,14639.302440648844,0.09155077798250628,0.08989406894015041,102.09146837609856,46.24949710106725,-0.23991936537457997,0.9886193106527487,0.8769356144804622,0.008759409551318624,0.27780849382853173,0.9808097115066217,-0.4157939143724647,-0.026386890989701806
2023,27.389653849721345,1.5034507064248395,12.262234003029688,0.05604311715042781,0.03298818588299026,38.28597114825843,113.82024092637717,39.65198040534526,4.607984066676541,929.0238685952801,16183.359225887014,0.5237900171115799,1.1416595703684678,1.2209845327897317,0.6763298552883734,3.841108499524911,2730.303476295836,0.1186265793928177,0.08958369187999138,0.07065042697306655,0.6898888820650896,0.30638342917540057,3.867204849267061,296.62758090126357,1.9879481429594699,9343.020175431984,0.1257864420559051,0.09619929711352604,111.65012648464837,15.634404528777521,-0.2283550133262708,0.8848391351439313,0.8731513411662188,0.08958369187999138,0.019256741087025797,0.9728459674164449,0.5537624373836321,0.022783369376387756
