,TVD_capital,TNT_capital,THT_capital,SPI_capital,SHN_capital,SQC_capital,HGM_capital,NBC_capital,MIC_capital,MDC_capital,LCM_capital,DHM_capital,KSB_capital,BMC_capital,BKC_capital,AMC_capital,HLC_capital,BMJ_capital,ACM_capital,ATG_capital,GLC_capital,BCB_capital,AAH_capital,CST_capital,KCB_capital,D17_capital,HPM_capital,LMC_capital,VBG_capital,MSR_capital,KSV_capital,KHD_capital,MTA_capital,MIM_capital,KSH_capital,MVB_capital,VIM_capital,VDB_capital,CLM_capital,MGC_capital,TMB_capital,YBM_capital,VPG_capital
2021-09-30,0.011255833516970579,0.007851499224459808,0.006045097835919745,0.003253475365738102,0.0360655360470896,0.14318741673160898,0.005903417381067223,0.012909748590099648,0.0007160510008627275,0.004886104195477886,0.0012610634558375628,0.006668550423261814,0.053413108358354305,0.005157910645850826,0.0015803571066768062,0.000937750155061658,0.005836596803577624,0.009927884388097883,0.0029048887194090198,0.0006678802971683258,0.0017087580702405997,4.081490704917547e-05,1.6273886383243808e-20,0.012690636983835652,0.001232909632394551,1.6273886383243808e-20,0.0007111688349477543,0.0003026942867283348,0.0007333664159744989,0.39354163007415505,0.14330784349084497,0.0005155567206211638,0.019350952820587543,0.0005477790156599866,0.003555844174738772,0.04008746432784447,0.0004766458582788279,0.00013025618661148344,0.003911428592212649,0.0013041241592076259,0.004310952502921284,0.0015056762420641004,0.049603326460491384
2021-12-31,0.007446277052836711,0.013634622948221415,0.0040187101359646284,0.002742121073425582,0.02935960666547046,0.14237402734061308,0.00484185300745168,0.008298687226421079,0.0008822403084143269,0.0032881813906336078,0.0041363984603598036,0.0053018843414755715,0.06169986291645964,0.0036239111156537965,0.0013664171666685051,0.0007846873250293742,0.004424596961108483,0.013666282289432456,0.0024398798959975165,0.0006630169590507667,0.001477435923181887,3.5289612336573076e-05,1.4070818316017974e-20,0.008100007271798906,0.0009703236310725993,1.4070818316017974e-20,0.0005507318288889434,0.0002532747296883235,0.0006340873565930339,0.4175993743101078,0.12779117194607523,0.0005386309251371678,0.021332444020093575,0.0004401351969250421,0.004207174676489373,0.031838744144569664,0.00031956235477508416,0.00011262282980140784,0.004035088568484474,0.0015120501362392911,0.003282018372211192,0.0015151316454504993,0.05846143593939147
2022-03-31,0.01018097291248257,0.011946179829939252,0.0043958912098418235,0.002521363492109757,0.02672174018740621,0.03386293842248543,0.006187355317202985,0.009102773025753172,0.000925734259452848,0.0036829916724031805,0.0022842072063699276,0.00550531358841277,0.0643607486541998,0.0036924453828709267,0.0020349322175972602,0.0008212525246246016,0.005917601964509088,0.023858696595898402,0.0022175543396893223,0.0013857961338475968,0.0014727590491295309,3.517790185920822e-05,1.4026276658376486e-20,0.008632668337271025,0.001679786892607168,1.4026276658376486e-20,0.0007728478438765443,0.0003787094697761651,0.0006320801313330779,0.49799117068326404,0.13459615081378076,0.0004767531436182168,0.019041133430875802,0.0005722720876617605,0.003064741449855262,0.033564178729662004,0.0003863818431082971,0.00011104603230436663,0.004458953349697884,0.0014663630669733113,0.00405008738510621,0.0017369860488200273,0.06327326337232257
2022-06-30,0.013012545813539672,0.008005813900520598,0.005767723009244612,0.0020632505073720562,0.02025736861783473,0.02228243559308984,0.014115446993844007,0.01145104031591491,0.001436906603348396,0.004897986999914074,0.0015874970949254217,0.007081593786882834,0.05318470307860197,0.00312604781417812,0.0016981623494117409,0.001483553035273723,0.006970526600479493,0.04032716900772655,0.0015943299375147703,0.0009842866056813877,0.002344602849286427,5.0911376155933856e-05,2.2329550945585022e-20,0.011908081564669146,0.0012361639403475869,2.2329550945585022e-20,0.0016715901837864946,0.0006698865283675506,0.0010062588838118435,0.45407588438866053,0.17528697492284243,0.0005968688967754876,0.021388806964247522,0.0007212444955423962,0.0016691339331824805,0.038217026443368766,0.0005497982033821944,0.0001767830548361966,0.0071894455179500084,0.0012009725680573449,0.0058916520169926085,0.0020499867541103785,0.050769538848327495
2022-09-30,0.012292898073998913,0.0076728438686798645,0.005816719322253687,0.001711552388678195,0.02548564055167997,0.014999065209032462,0.011585816547314085,0.010703599427369162,0.001407339588697187,0.004907966506360263,0.0024479179512490465,0.008295011168329498,0.05526570441125383,0.004371566366829889,0.0021621853680893143,0.0014009662831524134,0.006878478856393009,0.045027759062609495,0.001449986242900132,0.0013684837482011703,0.002487721495171795,5.4019095323730414e-05,2.3692585668302812e-20,0.013324520639168152,0.0010595324310865017,2.3692585668302812e-20,0.0022057797257189916,0.00035538878502454216,0.0010676826805563978,0.46095915594879255,0.15892986466297526,0.0006176657083726543,0.017712079501324144,0.00045916231025170843,0.0016347884111128938,0.03741533128738379,0.0006523516537910495,0.000185512945782811,0.021454110174361562,0.001130989269462103,0.007438287270563667,0.0021243009236056984,0.04348025413709863
2022-12-31,0.010476511124801215,0.005023352770096993,0.005986769663093823,0.0013968681499734955,0.031084153886772836,0.04289261460970583,0.012886108683505494,0.008472030913255,0.002356895207258393,0.004256738225885347,0.0018094047601991841,0.009589717310726924,0.0578769036805685,0.004266843773856769,0.0024694633365602856,0.0018112275963839022,0.005718460968536184,0.05338991246292927,0.0013047669532719464,0.0014582689477745279,0.0033578561297439792,7.29134473887264e-05,3.1979582188037897e-20,0.017054327425894352,0.0013329089855974195,3.1979582188037897e-20,0.004520633738101037,0.00027822236503592966,0.0014411278917217398,0.3831563284778947,0.1838825975812179,0.0008126011833980429,0.015809074475074344,0.00045666843364518115,0.0014710607806497431,0.05681492571526813,0.0008946607912925481,0.0002504001285323367,0.015829893183078758,0.0012744503093576863,0.009694610340303689,0.0022956862869504885,0.03477203930469737
2023-03-31,0.018682440912482504,0.00604027384102962,0.00843517938008681,0.0012837014614711906,0.031771611171411966,0.030745796164254182,0.017045148468097154,0.011791778528895954,0.0022588943127822662,0.008046503104252476,0.0017230635688199613,0.011646598006467664,0.08198700685264801,0.004540075109270629,0.002421267265498116,0.0020266373147308685,0.007253868392328202,0.04981029108312692,0.0009742377162950999,0.0011130506719502185,0.003342972555914559,7.259026121414471e-05,3.183783386585294e-20,0.02430984172393974,0.0013270009155287505,3.183783386585294e-20,0.002177707836424341,0.0003104188801920662,0.001434740145330797,0.36046031394905925,0.1647926280896548,0.0007564669326526658,0.016089535884613575,0.00045464426760438,0.0012814728131005809,0.053888717601342694,0.0010297628985571476,0.0002492902391696285,0.02325785601734423,0.001457918088385138,0.011070014835157066,0.002467623151606798,0.03017105958730781
2023-06-30,0.01673264157847713,0.005696693728319984,0.00672909845837787,0.0012927399101128748,0.02573565166676322,0.05060500873170349,0.013558131073401562,0.010525107079225446,0.0012969596832449637,0.005805961030246191,0.0018318779832244658,0.006313277049502852,0.07161620239978,0.003964402391012816,0.0024685672822719927,0.0013367496616610724,0.006525506815852029,0.038573690866271264,0.0010127455517013307,0.0008300541972767767,0.0026063304639372476,5.659460435978024e-05,2.4822194894640456e-20,0.018846797562043445,0.0010524610635327552,2.4822194894640456e-20,0.0014620272792943226,0.0005771160313003906,0.0011292609345367728,0.4556520956907527,0.12227413205099887,0.000655305945218508,0.01358263057976257,0.00035446094309546567,0.0009990933445092783,0.04407304814517885,0.0008109162850130089,0.00019435778602503473,0.015312315586605802,0.0011125307751777853,0.009691825996612367,0.0022823759983672948,0.03482325579525025
2023-09-30,0.013556878660899373,0.0063384353739117235,0.006797326622701713,0.0014494247980074047,0.020851570646237796,0.017263684647695336,0.013135901902481971,0.009162435330261093,0.0018980562831049346,0.005204544944736948,0.001778203589061208,0.005915966286229965,0.06196692074971451,0.004062400069318695,0.0019642783942108067,0.0010961391623154776,0.0064083416728889795,0.02840089131230725,0.0008324399177745228,0.0009923989607978625,0.002448352699336832,6.64552875534283e-05,2.331764475558888e-20,0.014770328893980217,0.0015370991422884188,2.331764475558888e-20,0.0011075881258904717,0.00044070348588062976,0.0009826055500005153,0.4690428186107823,0.17656120608931897,0.0005309427710847587,0.010320436204113145,0.0003329759671098091,0.0009385352014124523,0.04394793095309613,0.0006587001467006302,0.0001825771584362609,0.014312370350980451,0.0010929446449839618,0.012741926976691543,0.0025875124032381865,0.036319750012463285
2023-12-31,0.01584931329978012,0.006244319370778685,0.007966714772466353,0.001380206064129335,0.023698837764727657,0.04407622341698739,0.011092849705736249,0.011148980205809714,0.002317569514364638,0.00607401975157563,0.0016298516310283043,0.0062827467669574,0.0686397040973887,0.004554680011626806,0.0021394784093156914,0.0012242968422538955,0.007599772891438417,0.028661537218814818,0.0008109505676335954,0.001007062796407733,0.002782673516389788,7.552970973057996e-05,2.6501652537045602e-20,0.018454584754086924,0.00150529386410419,2.6501652537045602e-20,0.0012084753556892793,0.0007115693706196743,0.0011167796379111016,0.42239393879644765,0.15736681276497677,0.000550969356245178,0.010212411805150522,0.00037844359822901115,0.0009143070125280733,0.05442909398058425,0.0006835306222354802,0.00020750793936506702,0.016546571778029793,0.0012708072424564107,0.015908942017988474,0.00316442982118593,0.03771821195682479
2024-03-31,0.015182576976422238,0.007120527673130221,0.007554954115959852,0.0012515172664325266,0.021800623350760134,0.019338681262703064,0.014161321584931273,0.012029993447557353,0.0019693133637508744,0.006232786681260972,0.0017143479605855692,0.007960639878093376,0.07202664501407226,0.00549773656325717,0.0019399959469872862,0.001129657741507808,0.009137373701109274,0.028007745277018232,0.0008578949003771349,0.0017898042627475916,0.0025232202952268678,6.84874080133007e-05,0.029182124094425256,0.025527684064174484,0.0014937464147743056,0.005196391967998646,0.0009314287489808894,0.0004685980548278469,0.0010126524118177164,0.41734928787153613,0.13365858363858893,0.0006344096742284696,0.010053951496352541,0.00034315796015085403,0.0008290580970031137,0.05124660419605768,0.0008147358179940163,0.00018816014201548925,0.018918625160221487,0.001250940530365046,0.02486092910882815,0.0030515105330389393,0.03369157534471576
2024-06-30,0.014062288995911646,0.006197823668568466,0.007382329704626209,0.0009583189537954603,0.02089254365106873,0.027410054983053954,0.01723099144965707,0.011195268523376573,0.0017050835422732374,0.005625907646971071,0.0009151648394164723,0.006557143673811442,0.05688704323757048,0.005320356676195708,0.001973184678156491,0.0012442769645941575,0.008252356332450864,0.02864540351019039,0.0008854033812240664,0.0019602880462731152,0.00260412759183549,9.895684848974861e-05,0.01462031633701925,0.02674959862333415,0.001730132769585179,0.004738644174609979,0.0009612950996147007,0.000706834632069633,0.0010451232068566434,0.38983938857068245,0.17380691584364868,0.0006138300752183655,0.011468577914443497,0.0003541613524896266,0.0005704279486877739,0.05416585391017819,0.0007644478548870981,0.0001941935147054465,0.022534384094683103,0.0014464068681509122,0.031249531102025878,0.0037416353251643925,0.03069398388243431
2024-09-30,0.013061683311708197,0.004986993513601376,0.0071403868770671475,0.001758687851368798,0.0209672136046306,0.02808142953152857,0.023730294939946706,0.009771281122256023,0.00196282126268839,0.0052441825784457574,0.000643805374161792,0.006499436515651083,0.05361904270661298,0.00601836686799582,0.001781527953334626,0.0011522355606302878,0.007553887889740168,0.023232666218366223,0.0008493662918542487,0.0009402508642599415,0.0024981361525124967,9.492917379547486e-05,0.01093969508844544,0.025864512134470333,0.0015036400460837125,0.005359096841461332,0.0007865560114482203,0.001177692757613034,0.0010025853092083487,0.326898959385921,0.2631370080646496,0.0006281028040602849,0.011525686454506228,0.00033974651674169954,0.0005472107762646421,0.048963468589244934,0.000680444704398642,0.00018628958165878902,0.01988992212857569,0.0016701824562512122,0.024160545360728005,0.003810490344632395,0.029339538481479625
2024-12-31,0.011432432762831886,0.005541900079883655,0.007549178703588791,0.0009719454388466976,0.021189617952496326,0.036166733718492716,0.04754080950880586,0.008469307175457637,0.002033690184543362,0.005221439808379851,0.0006187851396384254,0.006966313286690351,0.05122132339628124,0.0060822051530313535,0.003119582643006403,0.0012254964228936621,0.007730789626685921,0.02878860131366577,0.0007697083444282853,0.0009176130851223479,2.5153867464976648e-20,2.5153867464976648e-20,0.010676307506834688,0.023361905946771705,0.0016702167996744495,2.5153867464976648e-20,2.5153867464976648e-20,0.0006489697805963974,2.5153867464976648e-20,0.309670268516026,0.25908483488925943,0.0008134760738173447,0.01273942771631207,2.5153867464976648e-20,2.5153867464976648e-20,0.05097431241777517,0.0006670805651711806,2.5153867464976648e-20,0.019977201540684452,0.0015484720811439626,0.024336366772364903,0.00381282323034116,0.026460862418456833
