,VSH_capital,UIC_capital,TMP_capital,TBC_capital,SMA_capital,SHP_capital,PPC_capital,ND2_capital,SJD_capital,SEB_capital,SBA_capital,REE_capital,NT2_capital,NBP_capital,KHP_capital,CHP_capital,HJS_capital,BTP_capital,DNC_capital,DRL_capital,GHC_capital,GSM_capital,BSA_capital,TTE_capital,BGE_capital,HIO_capital,DNH_capital,BHA_capital,HNA_capital,DTE_capital,AVC_capital,HTE_capital,TDB_capital,GEG_capital,PGV_capital,HPD_capital,HND_capital,PIC_capital,POW_capital,QPH_capital,QTP_capital,SBH_capital,TTA_capital,S4A_capital,SP2_capital,ISH_capital,SVH_capital,VCP_capital,NTH_capital,VPD_capital,DTK_capital,XMP_capital
2020-06-30,0.031151522235038892,0.0025732422606434785,0.01536912682271052,0.009500190584525801,0.002138536270304996,0.015359888189154576,0.04355210640703669,0.008295915846154241,0.007038141877752082,0.006479864450014293,0.005509525111327185,0.08578467198132575,0.040765545983021866,0.000933969289443401,0.002653410974684042,0.017518381793375833,0.0034783455338131025,0.005053249739788701,0.0019080606446154752,0.0030987131120805665,0.007738929941678865,0.001997863933650095,0.005486899886292218,0.003721142479969582,9.427177097902547e-21,9.427177097902547e-21,0.07506144657600355,0.006153495578884907,0.02177361156464998,9.427177097902547e-21,0.010973705500813457,0.0009331774065671772,0.0018251203405081284,0.0493828154420894,0.0871674974539316,0.0007918451675154221,0.058542769777974804,0.002024816232972998,0.20421693092159623,0.002598620221391033,0.03287728012893513,0.01961182787562156,9.427177097902547e-21,0.007701928271569597,0.0017477986339511319,0.004369496584877831,0.0008371333262937461,0.029293105105020967,0.001937511145869323,0.011295492763873264,0.0417753286306866,9.427177097902547e-21
2020-09-30,0.03557092556753444,0.0024358573222884594,0.01706675331800957,0.009557390513064475,0.00162789771189096,0.013444817657722211,0.03940196552325419,0.008291469992724362,0.0069513330264681615,0.005824454745619819,0.0056342183046594,0.10333915239314193,0.04363086621393796,0.0009769307676709418,0.002561527619046662,0.017265835147626113,0.004073119721582476,0.004869723999380337,0.002009339951472743,0.0030463362742058006,0.007266028067110602,0.0017723320033717369,0.005124310210065083,0.0027873360241721093,8.654979115578666e-21,8.654979115578666e-21,0.07275167725056651,0.006403472848452031,0.019623676488166743,8.654979115578666e-21,0.010997812722332885,0.0011736151680724672,0.0017032998899458812,0.03842236902201565,0.08761206001753721,0.000807440311650565,0.05686321278935183,0.0020376503881598005,0.19823175487776656,0.0023857623031674907,0.02839265898865581,0.016597203391031195,0.02092013177482662,0.007432636415085491,0.0016224623850063767,0.004813899384084853,0.0007685621454633856,0.026400455895831912,0.0018283470282077618,0.01080388926026923,0.03687602717833078,8.654979115578666e-21
2020-12-31,0.024888114046465612,0.0024538097745331645,0.013793863983191433,0.008043434972016822,0.0012229553199127692,0.011255730945654362,0.03360035182745988,0.007564126762436246,0.005975977518272708,0.006903843734464888,0.004915518683773954,0.1025128543959129,0.038031279755317525,0.0008743284201514768,0.002330160105163437,0.014432262176343358,0.0042921923217561315,0.004066396966698418,0.0012525770750663658,0.00263651252864124,0.006344853003521138,0.0014442439365078272,0.004572054432768003,0.002040198386203958,7.052798846094403e-21,7.052798846094403e-21,0.07230281118496598,0.004110230111526896,0.016903358360848296,0.005578199663352985,0.009099648021610226,0.0010998134520599611,0.0014041840390620112,0.038991885063753284,0.10863556539417861,0.0007621677601020376,0.04929906393419987,0.001660447485134851,0.22099678588440427,0.002091042013085453,0.025294863061517573,0.016686992597847818,0.01876301214939109,0.005979348756121142,0.0013802327341806745,0.0039037241613132513,0.0006262885375331829,0.021956561783695705,0.0016368981897877419,0.008901647746804972,0.05648758684128851,7.052798846094403e-21
2021-03-31,0.026338421464192806,0.0028370901328355455,0.014110738948236253,0.008362196086791637,0.0012221440247353593,0.010804207872767316,0.03485435610814327,0.007719046913392636,0.005935601447432666,0.007485136400865586,0.005022756944291656,0.10905368932632745,0.03546052647335291,0.0008728074022804096,0.002416553943328706,0.013426610049523184,0.003802128101085203,0.004097623411238776,0.0015126678636973138,0.0027395459579100862,0.006261540036231552,0.0015975738885429535,0.004914131695235437,0.0019840150024477165,6.982403359016406e-21,6.982403359016406e-21,0.07013595151301803,0.004718987486157647,0.019592176951585053,0.008850196257553294,0.009847828084682838,0.001451781306406691,0.0015132683503861892,0.038977968024684305,0.10629609385573432,0.0007371742170315161,0.054358010149942716,0.0021926073203949723,0.21225013373571713,0.0022286155745174204,0.032269177123694315,0.01901801392337314,0.014335621213220094,0.006005118255275033,0.0014383750919573794,0.0037296507542186126,0.0006200374182806569,0.019110195612518865,0.0017125601070592357,0.00896166334477663,0.04681768483292746,6.982403359016406e-21
2021-06-30,0.030272989135553874,0.0024505429699717626,0.014989788783796438,0.00905357871175872,0.0012644040584091304,0.010333122856714266,0.037553716110112455,0.007166721295536932,0.005894085332147647,0.006614204658091689,0.004959446974832145,0.11813528240942704,0.032333950652666664,0.0008742572653421373,0.002240346722873802,0.013581464276090211,0.0038888511918812522,0.004592389503187713,0.001606669293614167,0.002891025724730641,0.00586690763580613,0.0019264450195685626,0.004852190906342806,0.0017703766501918719,6.89439278069931e-21,6.89439278069931e-21,0.08541457700494148,0.004177174697970097,0.017999329120427298,0.008039551421573466,0.01002400586199883,0.0008413916949565438,0.0015088930151982895,0.033299117381215104,0.1061956074637759,0.0007839614030933185,0.0509495626493679,0.002036403690027935,0.1913298446694686,0.0025147021891889507,0.02975275204510787,0.026005332426729883,0.013967288284883703,0.0059963429658709795,0.0014202449128240576,0.003794329066857865,0.0006122220789260988,0.018678661218680725,0.0018525509177450272,0.008782560131549428,0.04891083554897286,6.89439278069931e-21
2021-09-30,0.0332903251686484,0.0028212344147352515,0.01465969778399686,0.008789132995333307,0.0011070755131639585,0.01003304199149034,0.033541742689869335,0.006685675064808132,0.005722757161555091,0.006252491505654077,0.004810072168248445,0.1166247351365924,0.029808479803072534,0.0008958623892922227,0.0020954712592315392,0.012997681124800379,0.003391082809223087,0.004496688678498925,0.0016045620155539517,0.002664151166365706,0.006039116077864985,0.0019293292223057125,0.004827310368280411,0.0015929976046310402,6.023130689016336e-21,6.023130689016336e-21,0.07706292150809675,0.004034895248572043,0.015597210122003628,0.007176259059428513,0.010186631824060256,0.0008711856228593228,0.0013305577542492206,0.033471940628314316,0.1624753657719276,0.000703887144841205,0.04598660281063972,0.001763012514589904,0.1685615586392579,0.0022618903601690607,0.030763139994150934,0.02339223744337617,0.012868153699333085,0.005449535907239933,0.001215949623498618,0.0034124046918622046,0.0005348540051846506,0.014051915712429598,0.001961902313071913,0.009136595358521281,0.0477883380324293,0.0012603400966766682
2021-12-31,0.028325758071633168,0.002278779877163083,0.013884831295813341,0.0076339373148404804,0.001004799502086597,0.009088375494816182,0.028855248005330764,0.005565900068895508,0.005022810645913629,0.006844252061618287,0.004553652991949954,0.1014841859500996,0.03123691914578433,0.0009390472077142871,0.005534804218488386,0.012647668447181038,0.0026710386008101657,0.003721908227323089,0.0013415525283784746,0.0024067881608444332,0.005566988028038251,0.0016081124088881198,0.004476244698943804,0.0029597433951434574,4.945268830649052e-21,4.945268830649052e-21,0.06776331761390621,0.003688181493898063,0.01494618489224724,0.005917113061248204,0.00902848334400819,0.0009723387574822165,0.0012104534516779683,0.035225169661788513,0.18407059576978935,0.0007236362427200451,0.03837528612583664,0.0016237196773176482,0.20267318880369772,0.0023207058663093257,0.030309552663048037,0.019107836314529305,0.011902841727521662,0.004739357727078486,0.001477151799714872,0.0036051009775431584,0.00043913987216163584,0.011201597662066796,0.001490108404051172,0.0077229768801363174,0.04875853081126997,0.0010540840512528453
2022-03-31,0.029173221554659633,0.002254447921900117,0.016490439618353028,0.008223870106696087,0.0012484963205413584,0.010392258814654439,0.026910153091734362,0.0064477613866508274,0.004998552656533147,0.0064947458558639514,0.004977530635436717,0.12230687492683887,0.029550024898743938,0.0009052475501783549,0.004223298832012476,0.013033854729869053,0.002852037941269616,0.0038581962339628967,0.0019055932792447325,0.0024875050047029846,0.005857793740398308,0.0016998799476234084,0.004674420313987329,0.0029740866536783856,5.0412520614940014e-21,5.0412520614940014e-21,0.065075224050886,0.0034669698677306546,0.016433836440206573,0.005623012549390409,0.010017703868989558,0.0008658854540822096,0.001231880353746674,0.040569062582203934,0.16900918526208114,0.0007276391987998597,0.03952341616211297,0.0017374927292542147,0.1871268150145829,0.002447326225772878,0.030534863736469166,0.021162974504069357,0.010950491779179854,0.005997164194890371,0.001308507385081383,0.00363877573798637,0.0004476631830606674,0.011406336914336327,0.0018495143913126733,0.008034092172841144,0.045746398201845895,0.0011274760235531335
2022-06-30,0.049338866042733846,0.0017273878045493333,0.016704479843252996,0.00820298615129206,0.0008940191548434215,0.011400524926496585,0.022630614256277642,0.00738671544198488,0.004955203849328046,0.005703365363563873,0.005502743131819454,0.1587272662103097,0.03312363147501256,0.0009243444074121766,0.0029046132562373862,0.014951079924202441,0.0034013545418098263,0.003764185952422804,0.001474037593215431,0.002546110978023464,0.005518524205589411,0.001797730874590148,0.004943495998652767,0.0021272460926394566,5.3314438412016466e-21,5.3314438412016466e-21,0.0673348561678549,0.003634871782054458,0.018069500072803536,0.0044600193453572376,0.009761543123722058,0.0006747475325424803,0.0012581994207482236,0.04204474178593912,0.13267577899631958,0.0008146606132671352,0.03521418657113687,0.0019600093622286433,0.16980563331125784,0.002674476151388076,0.02924563519091163,0.021871320687301382,0.009177611405570607,0.0063603805138905175,0.0018011749873115639,0.00404976474177677,0.00047343221309870625,0.010856632351592559,0.0021200806321168817,0.009047844062475758,0.04266443149793351,0.0012979400031405408
2022-09-30,0.041412298875577916,0.0019364667591699966,0.01660135153166846,0.009166529468180156,0.0007575325930048537,0.012287123645278524,0.022610956065711733,0.007338768911172657,0.0049422812701793795,0.006691372865095597,0.006872944130397885,0.14632080365439,0.03921567440890465,0.0008920565181809446,0.0026316583257120253,0.01644574652518232,0.0030753512719068504,0.004070513642361557,0.001535090012723852,0.0029643345128157984,0.005862312031173903,0.0020328059804387037,0.005550023758301618,0.0016933081490696732,5.501326020369308e-21,5.501326020369308e-21,0.09092873314358635,0.004945251986230378,0.02351037885943395,0.0032075481361763256,0.0118532615686821,0.0005967838466896625,0.0015409874342176874,0.03222789559915759,0.12614889898909115,0.0009182428300379024,0.03743652356861314,0.002568382073825737,0.1591119092777206,0.002403606356863636,0.031291542403860624,0.021058217799114536,0.009881789872044492,0.006892710394789074,0.001665911545488234,0.004270404323311675,0.0004885177506087947,0.010142244651152856,0.002134162411037988,0.012497065248867857,0.03812649987808786,0.0012452251447105929
2022-12-31,0.03985578474808661,0.0018572773047073985,0.017741046486577542,0.010227967233727325,0.0009196834843719527,0.013314617359380904,0.01933026985214913,0.008973569011845851,0.004757034301317273,0.0090425115379519,0.007343820444318508,0.15146826327416113,0.04543623447797206,0.0009415807101903328,0.0024154909538051886,0.017435068024406707,0.004460593706414668,0.004007744355666494,0.001400931758240323,0.003302156856501977,0.006404496927153713,0.0021910351886517457,0.006372626343021416,0.0020889769420433363,6.1336766998262836e-21,6.1336766998262836e-21,0.09461839118800183,0.005550118698604811,0.02250519585286661,0.003234165050284403,0.013823779995910184,0.0004713117176146516,0.0017392408302959413,0.03160287367905675,0.11411803638853997,0.0008878619696532542,0.034563268203521104,0.0028390949340485914,0.1529814719843918,0.002639958986312032,0.028181177597351857,0.020721031974421142,0.009223111514701584,0.007516747191516712,0.0018826707262446795,0.004590136958314998,0.000544670490944574,0.011667847839011543,0.0026623346389129977,0.012920074739341281,0.035556752085945366,0.0016698934815277055
2023-03-31,0.04647677509454139,0.0017065205220940418,0.017857930125629373,0.010851049106263784,0.0007456572238025505,0.013407578275977614,0.02016545719619036,0.007950310135025958,0.004427555964028923,0.006920171327972703,0.007436393785906152,0.13661394377278932,0.044151260375234,0.0008976701515257048,0.0027683683253348548,0.01790385628265303,0.004909417400639126,0.003456597674405721,0.001127225988107524,0.003113131592974124,0.006253579044845821,0.0021303371998649106,0.005820163189138174,0.0020128005989056836,5.765272034101493e-21,5.765272034101493e-21,0.08993381600306108,0.005216764052777077,0.022645066106425204,0.0017537957527736744,0.01316234666473507,0.0005081510770857055,0.0014754599495113221,0.02606909575911029,0.11173313399789972,0.0008345346574802593,0.03447632676392692,0.00272232686287052,0.17822231561194216,0.00276127704073291,0.03074331312184621,0.023679667234032857,0.00784538218400531,0.0073304626775515715,0.0018052219793178595,0.004200288940444643,0.0005119561566282126,0.011740054053922233,0.002975018736125189,0.014356542052790718,0.03271254555999019,0.0014813866491623785
2023-06-30,0.05130649173848224,0.001351847152125233,0.017032541691850315,0.01110235863322603,0.0008143100345301733,0.012743586874254727,0.020714075590542454,0.007162069470818283,0.004440064543377266,0.006408508852427731,0.0068176728066371515,0.1374960390198334,0.04158561730891701,0.0008564192362618142,0.0029481777450907003,0.016500189096421494,0.004296770837894641,0.003820302264443381,0.0012279627072245927,0.0028691961798599157,0.005697172531114589,0.002075284179564016,0.00528141675255657,0.0016326536377688937,5.231606625871646e-21,5.231606625871646e-21,0.07913403517428863,0.0041952253532864725,0.02057352324693178,0.0011140183149131082,0.015648954382325917,0.0004965841009277367,0.0015023290851118051,0.02762990380069421,0.13389423480611956,0.0008528146592965888,0.03669972048048959,0.002421553758917208,0.16417545406552603,0.0023782046664152364,0.033712473097116884,0.024346714893709192,0.007501825699922264,0.006424517568702899,0.0017566688728351812,0.0041198902178739205,0.00046456666837740217,0.009644989975456965,0.0030674583761605735,0.012096280186435628,0.03857912284476772,0.0013882068181750413
2023-09-30,0.050625483402806905,0.0013584419600178885,0.018271149504807165,0.011774101174706904,0.0008697603391377691,0.013688910282831037,0.018725186650004166,0.007070837601486301,0.005201718195662926,0.0064330427927039085,0.006943168240034929,0.13390789049593055,0.03608248953751292,0.0008782295728745681,0.0028291972096403523,0.01658068309096246,0.004818946682083582,0.003670369284929138,0.001212504077625874,0.002972590641921498,0.005900500950181261,0.0037904210674328865,0.005634264200254071,0.0018953261905396647,5.257128328242603e-21,5.257128328242603e-21,0.09248844839363898,0.004819419823633124,0.021279761990033782,0.00167917935932397,0.01869426947830577,0.00047524440087313134,0.0014820685897848416,0.028518144271341177,0.14706895355183605,0.0009032272180753616,0.034460476191630264,0.002205785903964031,0.14281535845017168,0.0021746847327741483,0.03267042399586366,0.02403454980531619,0.0073148629842266655,0.0068685012463889005,0.001321221491453931,0.004364730794523421,0.0004668329955479432,0.010044479669073448,0.0027417606512850213,0.011712566487624823,0.036864855375321984,0.0013949790018991748
2023-12-31,0.05432010114014175,0.0013346764901525697,0.023144830350580348,0.01180008018428351,0.0008911737592171027,0.014842033773670316,0.020275748166894998,0.0072688535002155335,0.004725062777407055,0.006851613095909376,0.007534402788044735,0.11753012304521167,0.03523307745583003,0.0009105317016954309,0.002669578848634242,0.01815099966165438,0.004496371094190528,0.0042392662018471,0.001387242210380117,0.003027944619611323,0.006099507493595056,0.0022345153798134323,0.00607857873955524,0.0015946817371765224,5.1333711159714226e-21,0.0025548788044189768,0.10793976405825144,0.004763563060776841,0.02233632439981485,0.0008848905129711537,0.020709928695883853,0.00047565816760591196,0.0015456785765034589,0.02251287129923534,0.1338023448120183,0.00095993526531554,0.034162584776789816,0.002483776481091656,0.13524572043555158,0.002239977286680826,0.03247883905075118,0.0339503198811444,0.006976759550345643,0.006947268333284388,0.0017448328423186866,0.004945746401682666,0.0004558433550982623,0.009592935939260435,0.002861279459589079,0.011989532378689547,0.037364001406523156,0.0014337505526908182
2024-03-31,0.055899909747664255,0.0015629448231647474,0.024241100332088587,0.011482717986355986,0.00092913109246554,0.01546019038744789,0.020067979695839833,0.007454899056102558,0.004475692457608395,0.007489770692762784,0.00890938922536074,0.12420774672249242,0.03455438687435074,0.0007725854570872466,0.0026430189057833923,0.01991587270784253,0.0033247835518236983,0.004289597698533803,0.0013983429703419582,0.002905357938586286,0.00643003517828489,0.0026977606135267463,0.006953500947380745,0.001397159653031466,4.829866573438651e-21,0.002738534347139715,0.11228906565975154,0.0052437861387823435,0.025900449292059168,0.0010774466352026944,0.02103793282058407,0.0007422538950060519,0.0014729064505027039,0.021839429858979926,0.11693795230281688,0.000976541062750414,0.03414715667421126,0.002684328754586013,0.12894613562303014,0.002183003093862802,0.03347097535392985,0.03587219181958061,0.006736794493963699,0.00769014253742846,0.0016118230728879466,0.004835903906655449,0.0004288921517213522,0.008499599195937338,0.0029899578814866377,0.012763473025101005,0.036408075175636774,0.0010113740604780536
2024-06-30,0.05132238870418887,0.0013725008797917878,0.021641273390117975,0.011472117402958889,0.0008767458983004976,0.014916454517234598,0.02148466372437372,0.007193437352208229,0.004275436036932623,0.006469565060785047,0.008904273632887776,0.12838718096544718,0.027203690264713226,0.0006909096275271669,0.0026247860099348082,0.020968007714256155,0.003200470008397729,0.0036064942613678597,0.001411167782750389,0.0025705217143638525,0.005913332082087449,0.0027148694433140356,0.00618447067594175,0.0019049328121412195,4.354380963806434e-21,0.002231184805854417,0.10116097855115107,0.0060150547757829315,0.02734481575175019,0.001103835574324931,0.018508992987613455,0.00043299964304091185,0.001463942880031723,0.0207971287420935,0.11863456506128582,0.0009187134220296643,0.032940891991195674,0.0035583217447652687,0.1519431192091605,0.002232935267001867,0.03168465308313752,0.03288149823484935,0.007703074100212134,0.007873896465422262,0.0016953346844483968,0.0049045569985833775,0.0003866690295860114,0.00912242811917448,0.0028136442210970206,0.01199433395756723,0.04132708137700976,0.0010156593598078508
2024-09-30,0.05247158814663231,0.001352017792269511,0.020827300398678025,0.011014052837353435,0.0009390297258545544,0.015320709827842238,0.01672516278383168,0.007760760024704923,0.004283939533637118,0.00677289755095853,0.008206614576267484,0.13950955696903086,0.0253522015243716,0.0006999360531163672,0.0026110309921971143,0.02133112716051109,0.003300613435377944,0.00345754089524712,0.002099185519576346,0.0026364346949255464,0.005880583597768445,0.0028364799590580555,0.006289844720400764,0.0026617850285305996,0.03571283839448741,0.0010553744148209046,0.10332262286185948,0.006055527584205002,0.026150870455739224,0.001059777367499677,0.017902494540427624,0.00040204739612224936,0.0014624029291251993,0.01856442733027116,0.10592970453892654,0.0008563965331559771,0.029686574879601926,0.003554383617045372,0.13644212212854992,0.0023989420958887312,0.028819326624692207,0.029441343757675147,0.007512117726308832,0.006944212437005311,0.0016032974148459168,0.005043382159321136,0.0003949315130050414,0.008199276321802862,0.0029491777579268358,0.012753174671199055,0.040388151499570965,0.0010547073007786663
2024-12-31,0.05767395760017472,0.0015063672896287411,0.02202263899114338,0.01192697292910537,0.0009962309356846438,0.016703302977935052,0.016710252552712645,0.008640011885651134,0.004698006462822804,0.006806826755130371,0.008664664093477041,0.1388919475887488,0.025618128285112125,0.0007390027557411823,0.003460136933857939,0.022901102808299694,0.003155482601716066,0.003394843800559037,0.0029113083527737517,0.002676525421098449,0.006293919962592506,0.003223100086038554,0.006911070376794207,0.004603623724289332,0.037363355746807644,0.001015670962427359,0.0991723103396478,0.006818096335850786,0.027941798438195765,4.695658633506051e-21,0.019642268760060155,0.00040326316344549965,0.0015632786722668342,0.018002263025721832,0.10076343426761133,0.0008847090431388751,0.03028699818611403,0.003080399020166304,0.12316374508264759,0.002419297241154988,0.028737430837057033,0.028693479472247416,0.008147061642305668,0.007926271773358215,0.0017411502213040438,0.005324876890395862,4.695658633506051e-21,0.00960130712110249,0.002941360568028191,0.013314821794824417,0.03879496815099097,0.0011269580720414522
