,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2021-09-30,40.70753812458187,3.3612030445297876,30.917434615856916,0.2355231850710649,0.09579462575577163,715.3150017800263,22.439852994974178,14.488178527937219,1667.9604692628936,8607.78977456336,0.3821651702904395,2.528712924917224,4.222669103135053,4.202361514058644,0.06860615491641847,5097.70264671865,0.55731273892849,0.4862193974817335,0.3705443207790367,1.4076467326344433,0.40461721088167496,4.447241933387042,0.054744248588027185,3.40141897448483,4518.613498133322,0.16391346373202567,0.05756800535402237,44.33360273402676,0.7600812600584853,-0.5385258738894002,0.25644404968346357,0.7575011503819946,0.4862193974817335,0.9628355485048918,2.1463144775048373,0.09556386416395643,0.37877228284943976
2021-12-31,17.84274159744156,3.5539178166815617,14.515317755758572,0.24931150403900115,0.10205754628294185,580.4990824319349,32.72367161253119,50.75111815853482,1932.6510221467818,9679.716722897054,0.3897091405150338,2.550146048088841,3.9106248187717734,3.8908756815337906,0.3460776729473055,5672.99678223648,0.5878320370998685,0.5138780894342653,0.38661458082364397,1.2501517771192596,0.3832614001991329,3.89601864575031,0.037784177007443825,3.4013373224822274,5968.9752345836,0.19710774320546806,0.10060315940756537,37.892254312443356,0.772258356196264,-0.7579923083945251,0.24791460331009552,0.7447832783093198,0.5138780894342653,0.9289749858430654,2.051518266021089,0.33766060328340225,0.20213426167570525
2022-03-31,21.48732918914566,3.3464602778085637,12.606811545205687,0.2428899154685889,0.09622050232281822,591.3002375383439,35.50942148489017,41.45926816128781,1543.740969814311,7811.87997274889,0.3800833369082329,2.851125115620654,4.086600461085857,4.061405778293467,-0.14761346368723857,5386.356477182113,0.5859192169296807,0.5213924824058912,0.3557643869557422,1.253996064977575,0.3883840572829633,3.996787494423048,0.056452571994951566,3.370463401648329,6308.57641799917,0.14710772098738858,0.1040962267463071,72.10290515683863,0.6845138462029937,-0.7469946759510273,0.24782438082348207,0.710981397450728,0.5213924824058912,0.861097404313433,2.0540238092532226,0.012826532018300156,-0.15816284560111893
2022-06-30,17.178615555652176,1.738599995164181,10.875241763418465,0.1799365318234354,0.07007160629038134,671.1001889968024,33.7342871389168,22.120805999989283,1246.9261411694501,8533.804408642978,0.4314333762593911,5.0400575164155805,10.016774544246195,9.996726729293261,-0.1560933494704475,4090.186794514758,0.38463998122629645,0.30836799721290414,0.17975536404997766,0.9415148013480665,0.32982196099875627,4.007311485291009,0.04509497876608462,3.015834086371869,6990.518021364635,0.21460102032524858,0.20924748424235406,95.70546634570027,0.5965419194845586,-0.7594364774430259,0.23062736171214,0.578490871267966,0.30836799721290414,1.4626147856734475,1.7180369340243957,-0.18397726241039147,0.12963580155048898
2022-09-30,-33.744288677631,1.808897685633137,7.624283623042112,0.1299043149097183,0.05317754951523181,829.2657380928015,23.421884367239592,17.506490023935086,1018.4308917419949,9527.132438947534,0.478854711753665,5.931530154132474,15.224323483508488,15.202111832223949,-0.5571579387507267,3015.386113112286,0.452943098690276,0.35870335025897043,0.16955937608406965,0.7837974387705161,0.30787704079277833,3.5677300494762854,0.7208671528530222,2.810667300230808,8350.23524636538,0.20803898715187885,0.1957072460510724,77.66224726615968,0.5207757540885065,-0.8060310453890392,0.20165207215846218,0.661669714157299,0.35870335025897043,0.7667222010211197,1.5317183323277046,-0.21438806147719233,0.14302940592125898
2022-12-31,21.712185912015155,1.3607896682887741,14.21329602531684,0.07205428294127605,0.02600780214976963,995.0503670243776,14.890098446837287,28.39053783681747,618.483409431134,9800.577824233507,0.5018600746940104,4.744143202002248,6.513514999040377,6.498619853497636,1.2684570679431912,2228.4498630876788,0.35995589375369014,0.27969856512500113,0.11746599023909558,0.778228154576538,0.31306127444053755,5.77151195494152,8.188892052562956,2.7100132757295547,8541.148125310223,0.20938550043155046,0.16456784632933738,53.84566763057772,0.4153555245271633,-0.8853815466665951,0.1613004562829574,0.5088888639452922,0.27969856512500113,0.6939295079793913,1.5038230814855387,-0.18561532491716054,0.01093992088546635
2023-03-31,11.164383369488135,1.5411200303262784,0.8702863508344969,0.046701639748130616,0.015696842945897026,711.3271366391909,15.701592956326293,16.282697283607934,421.6232981595648,10076.09042015708,0.5178040258757789,17.447606792531833,18.636797497814943,18.622511279508473,-0.36386521071955846,1812.6362611555014,0.4916109568052758,0.40725236299247775,0.21050194809836278,0.7964481948970861,0.34688170144107056,3.1091069499883504,3.763948287107083,2.549428869080627,8846.245291000763,0.15120945693017276,0.07891239537662885,63.77885516645621,0.4023004403949488,-0.8873690509352765,0.15113278137912578,0.7379518569694479,0.40725236299247775,0.6986360875844899,1.368658916872115,-0.23504446160680942,0.01918255564905155
2023-06-30,22.436550925495123,1.8203180786175879,17.085629138623684,0.060555461850912665,0.026305725562672612,1168.0087300382397,15.82887062242634,16.84920280222109,555.4094480387647,10123.675557931621,0.510406838663585,8.98429657663696,21.15759625442648,21.147788217634677,0.5304779158205123,2004.7358761548198,0.6498914621016488,0.5647045554363634,0.37856236390107784,0.8159897976760163,0.3290845216204298,5.605478877162472,0.24804415690279313,2.6407520884500295,8570.674639243973,0.16458545431200988,0.10339899813917151,66.08254357074463,0.3596958537681781,-0.713931502017392,0.13936100268325247,0.7648477266117493,0.5647045554363634,0.671756017891075,1.4696924184513138,-0.7205935559371758,0.013249670949792354
2023-09-30,23.987986057315048,1.9803402849443965,16.42225071542723,0.07280836931635135,0.034521263344392955,1177.2546053486851,14.045215903120976,18.44784004557747,754.2464226591669,10536.807620047734,0.5035167555471299,9.086938989923363,13.064832569308628,13.054161070298512,0.29705365969057584,2132.9939688223108,0.5897174567042456,0.514437233805595,0.3202828453868437,0.8684427176141977,0.35924068549341165,5.002885701581542,0.3866749151479752,2.6000465980152843,9001.595343586368,0.15971532010167536,0.09333724711489745,66.53281494170976,0.3897479854745631,-0.573559778055475,0.15510181574645052,0.7394455409742711,0.514437233805595,0.7551105561901541,1.4624330804426608,0.03721156085450902,0.052192171711390824
2023-12-31,49.32034629348944,2.0003142066069177,17.897907751786818,0.0904598918610928,0.04406010873586876,1212.6073566265632,12.97849762431819,46.812619543991126,939.5449322377908,10992.370233791544,0.481779790839099,5.646971117322531,7.96847438167207,7.958349303283507,0.14266925778132702,2357.125487606104,0.4941347667955561,0.4009713731392848,0.2489687455719791,1.013545425775154,0.3693390019707502,5.058391619409038,0.7159452442797153,2.62265659764953,9414.537757812024,0.13660464924254925,0.08450815418990795,58.65876990413965,0.35032968516634444,-0.5339722062672714,0.14817195768339628,0.7206162296988491,0.4009713731392848,0.7202524406133346,1.475700657018352,0.028939785588387803,0.06079081235926399
2024-03-31,25.279702608998626,2.326290687179732,15.2916713853523,0.1047929554018977,0.051951510012802904,1192.9189142590392,12.549626256266691,26.457993570816488,1140.853434187168,11602.305110674713,0.4762802631474188,3.1925377032674906,4.225854421736229,4.2166927763360205,-0.55638718767478,2659.802735338531,0.6194306416952545,0.540746201966389,0.3543994432711464,1.0074970523419418,0.3945877791704138,4.563267674039646,0.6861741208743048,2.5588958704162965,9653.424227585498,0.12652272360761121,0.07769029772111416,37.76334070675496,0.38344752024499945,-0.555832689983498,0.15941714599594173,0.7542191078408069,0.540746201966389,0.7742910990353802,1.4310936928471922,0.18721560716258634,0.04381289385211105
2024-06-30,16.686905869787193,1.9409666105291439,17.107070808294537,0.10373550352548143,0.04781824499833415,1144.593689652889,12.697048956651031,30.62426764558416,1190.4249500947271,12259.707334592762,0.45555966422127925,2.8034424505412257,3.89359440224468,3.8804892043058,0.07065841510448363,2589.8585446245675,0.5413676500334268,0.4702786332884889,0.30547441288597976,1.1152869399028804,0.41696267990495256,5.041142741037464,0.06569572340538793,2.6258727408301983,10036.522717742599,0.17821707530972586,0.11229841020933487,38.45838441731209,0.5348594022835507,-0.590771718330878,0.1350461969527942,0.7414835724710466,0.4702786332884889,0.7457674385938636,1.5228624340349095,-0.01041282621354097,0.05604525388088816
2024-09-30,17.873358759583812,1.7022624020737125,15.951675437952174,0.09741160411903725,0.04307900195575123,1267.5972786830857,9.517024425205113,25.47059853025873,1171.04533007993,12462.701511749843,0.44068280822320904,2.2015599244334996,3.23466408479663,3.2274395298603626,-0.3888217627702832,2310.779686979776,0.5316015459313135,0.4586486482857497,0.29168826857386854,1.127559927281043,0.4255882926100555,5.51122301149473,0.052948255901570665,2.518294886994876,10651.111975734406,0.1271061260771016,0.08320987526226606,28.402572061831712,0.45787989587628997,-0.6038698111881587,0.12413558913774636,0.7137090296915541,0.4586486482857497,0.7701687804687147,1.447928559297828,0.06764011542480679,0.06251421258561614
2024-12-31,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
