,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014-03-31,8.092701338119745e-16,8.092701338119745e-16,8.221043090850921,0.19196249137477678,0.13207862811148308,51.02331042838765,102.57551706419792,30.568763645150067,234.03498851802772,2747.74836043658,12136.61754633887,0.5577516533074597,2.3943207011525414,2.3988989548897806,1.4352004108998688,0.018912200457026206,7921.23683991398,0.36639670227512805,0.14121853231619394,0.10593735875484629,0.13306763757247803,0.046448064021213833,0.6813789375334046,1.4236431816554476,627.3654029390524,0.15280292293495465,0.0570238726601945,123.46574656687285,5.544392284136106,-0.29155702120658455,1.0650982906704918,1.019184353570192,0.14121853231619394,0.7582215305953061,0.5842153721926289,0.0023469013826906563,0.03116432360952552
2014-06-30,9.78256203110257e-16,9.78256203110257e-16,16.098940198763245,0.25785985745305445,0.14613574059121395,155.3516948894212,104.94067365979429,62.474523100785966,-68.10015269848856,2887.200119876112,12263.471173091606,0.685349838688296,4.027955336046555,3.84280205979911,3.0774228337408367,0.10472440715910629,7488.358878807448,0.4249405925608756,0.05579465200836795,1.401960902594102,0.13046538302579783,0.03819607364972781,10.778788918087967,1.6618102356192974,603.062769145264,0.2350205954390365,0.10031251255650875,122.75173522620857,5.692892069674181,-0.6496491594848517,1.0453567466289717,1.2620263883404708,0.05579465200836795,-2.962877033764514,0.6553288440639349,-0.11428086632643876,0.15436262119645008
2014-09-30,9.75699996269885e-16,9.75699996269885e-16,35.83988196886271,0.23837627993495789,0.1315898207296683,100.9758986217539,123.47366664401804,45.43033821844433,73.16907244222433,2413.43547334343,11699.198255612351,0.6155268344724418,2.6427665220545875,2.709532792420608,1.90752881639432,0.02419554468533339,6469.3666277286175,0.3840210423699618,0.13223484251441903,0.1810667458866063,0.1627546509949925,0.06533478535700027,16.42762375598467,1.882516812834007,626.2545596888104,0.23261561780312304,0.10428836143834741,178.73076858831226,5.359891630739715,-0.21749444150068178,0.9469530486531332,1.253398285478386,0.13223484251441903,2.9272719759976513,0.6721273938515396,-0.10882962235034672,0.04939036149586907
2014-12-31,9.7562467046912e-16,9.7562467046912e-16,18.160210889960982,0.2343678751946859,0.15642772137215225,69.82315285343877,115.89956762607761,42.739370741370514,98.88648165232098,2472.2308033367062,12337.578623510228,0.6071505779832265,2.444877753003441,2.6340063309138837,1.9118892229755278,-0.18884660142236043,6906.409541008745,0.4239018465124651,0.14617910532526807,0.1131350293944915,0.21224495397319748,0.1007339402440051,1.3924431975452702,1.8716035268243498,702.2281015357623,0.22389118591662058,0.08303146084845374,142.88399018137358,5.601782600475445,-0.23904772036004898,1.0447425833113495,1.5280107405470964,0.14617910532526807,1.0742335860691468,0.7290410456864126,1.0312052165465886,0.07444079618949268
2015-03-31,12.454666210142033,2.5350279313040183,12.597932598244824,0.23415018501147755,0.1713469664881695,71.04945517016303,107.41030533445084,35.45131868348014,41.676104308355626,2501.0987661194845,12629.06450247848,0.6791712170839361,3.6263409100760544,3.6677358184945867,2.7404160996333564,0.1333363881761601,6903.398584169385,0.38044207122339174,0.17608236976978253,0.22608906071660437,0.12961281174346104,0.03067075393094282,1.0547264635008744,1.6584049273583854,819.3246821175961,0.1533683041435653,0.07110125326616429,142.6384042528069,5.8869650132816975,-0.25280556927986325,1.0941997941446338,1.2676677220869932,0.17608236976978253,1.5693375084002936,0.5828978190713473,0.03831827270662812,0.19386681368683534
2015-06-30,10.498363899399433,1.9927070611645006,-2.940797780085619,0.20320580877596933,0.13459389418210604,86.65389112083624,123.71464297529096,38.35580276863878,129.66212402092856,2549.5363349358367,13125.188190740151,0.6047006696939224,2.6310763918491227,2.7874888074378985,1.9297947665452586,0.07652577329157277,6416.551808173592,0.3272609826017831,0.1436752600351223,0.15473286352167823,0.2262116456629542,0.10843668191266823,-10.582150598017417,2.0604050158741654,996.5478077193374,0.16132504800104017,0.09888551765908317,172.05180017478864,5.699429715055028,-0.1896138054052809,1.0464217211907354,1.2831345428092253,0.1436752600351223,1.8540800044766956,0.8320891257441273,-0.09455221515789403,0.14725453471167277
2015-09-30,9.084126477065697,1.7095617642109264,8.908298361783235,0.18788521317304807,0.12712977003504716,60.15574875798437,118.36523161121804,36.340470539170134,74.55853491179677,2667.650103019616,14114.810926664375,0.6096107587453262,3.1042658828005534,3.2884660979125355,2.2850191771600823,0.012768658110965588,6568.482036393434,0.3153346185420675,0.13494887044258924,0.1061560635970528,0.2022253188266885,0.07992079635333971,1.3275766830317617,2.1724742341208576,1053.5625164443597,0.16037454164319212,0.09406052563417791,142.1934518888149,6.42569902614269,-0.1832213943500179,1.0553622807723542,1.3308578651233234,0.13494887044258924,1.3064509888566138,0.7790059704550277,-0.4230655177686888,0.023899155795219243
2015-12-31,8.658377089575838,1.6146204414591434,9.711635481537842,0.18148744183742915,0.1198732982457938,60.20183155703909,101.87965738200333,42.38647500165803,74.28472937023744,2746.925222083033,14237.79143045127,0.5798168280716257,2.635042587796414,2.846205610078296,2.018698410827923,0.030226027286133807,6481.528765904601,0.3008198730051381,0.1147230303144159,0.09361979760407356,0.25241598644887175,0.09186148121392014,1.7758548585013207,2.384008335105216,1045.5772150734956,0.2267443637775449,0.18205431061253613,119.63196680645325,6.0516827545042124,-0.1757792545598573,0.9954325214554315,1.2953443685310284,0.1147230303144159,1.2314052336137893,0.9775767153884494,-0.0058048180540149425,0.03805047672885191
2016-03-31,10.757034077788703,1.837545398680154,9.38708402927799,0.17953082248086935,0.1295612516749506,58.423185581078464,99.51018379840843,38.16833679005018,105.05936675157687,3072.0421450361814,15747.61360990437,0.6343284403781667,3.428529074135608,3.464463291096805,2.4849597013534686,-0.008956719596256789,7263.015598424487,0.35329988031313075,0.1442741545381672,0.12037422088297384,0.2303774234403363,0.08754583621324599,1.0996754182323367,2.2570215310650963,1045.7487997419666,0.1569233519052779,0.10129771717417217,119.85880079944074,6.234064015651607,-0.17069318361649327,1.1023394401449802,1.2540591423956997,0.1442741545381672,1.0269099490341735,0.9424467799536389,0.012240267045549789,0.01687208695397102
2016-06-30,12.946445717453216,2.3912998518740176,9.992567971395918,0.19313487368761506,0.1332692507821681,56.957858954463646,111.58422966423433,45.99479754368164,71.53532753768079,3357.47821821139,16386.899096685574,0.6367386935473855,2.7768615661267773,2.7126770464413057,1.8375345613849716,0.0033182228935098035,7537.038355172472,0.36834258257025393,0.14556359874554675,0.12298095368250145,0.21538557318262364,0.0798749851793361,1.0661083729290388,1.9897693561903596,847.2265568855394,0.12201029254780724,0.04909612294456547,122.55974260035502,6.642674130702527,-0.2079250614301396,1.113129968955246,1.2523432931555551,0.14556359874554675,1.0975495544525309,0.9668841842746908,-0.04383050055330477,0.08910138891801486
