,VLF_capital,VNH_capital,VNM_capital,VHC_capital,SSC_capital,VHF_capital,SLS_capital,SJ1_capital,SSN_capital,MPC_capital,PAN_capital,SGC_capital,SBT_capital,SAF_capital,HAG_capital,MCF_capital,PSL_capital,OCH_capital,NSC_capital,HNM_capital,MSN_capital,AGF_capital,LAF_capital,KTS_capital,HHC_capital,KDC_capital,BLF_capital,IDI_capital,ICF_capital,BBC_capital,DBC_capital,CMX_capital,ABT_capital,ATA_capital,ASM_capital,CAN_capital,LSS_capital,AAM_capital,AGM_capital,ANV_capital,FMC_capital,ACL_capital,CAD_capital,AIG_capital,GCF_capital,FCS_capital,ANT_capital,HVA_capital,APF_capital,BAF_capital,C22_capital,CMM_capital,CNA_capital,LTG_capital,TT6_capital,HFX_capital,CMF_capital,CCA_capital,CBS_capital,BLT_capital,HSL_capital,AVF_capital,CMN_capital,HAF_capital,BNA_capital,NCG_capital,CLX_capital,DMN_capital,IDP_capital,ILA_capital,NSS_capital,CAT_capital,MCM_capital,MML_capital,HNG_capital,NGC_capital,NDF_capital,HDS_capital,MCH_capital,MLS_capital,HKB_capital,PRO_capital,HNF_capital,DAT_capital,KHS_capital,HVG_capital,QNS_capital,KTC_capital,APT_capital,SEA_capital,SNC_capital,THP_capital,TAR_capital,NCS_capital,JOS_capital,SPV_capital,SPH_capital,SPD_capital,VLC_capital,VSN_capital,TFC_capital,TCJ_capital,BCF_capital,TS4_capital,VSF_capital,BMV_capital,VOC_capital
2016-09-30,4.021846775957098e-05,6.0774573503351706e-05,0.5474575070754801,0.016269003277220456,0.0012966508484329683,0.0012802320313633434,0.002061576313762409,0.0014401004407076383,0.0031705558750461786,3.723932199960276e-21,0.020249503233961394,0.0010824502682912531,0.048891747908871463,0.0009804368696055415,0.020672851018249477,0.00024533265333338296,0.0005936618234532673,0.0033515389799642485,0.004105501188897006,0.0012235351636189482,0.19385188252574334,0.0009313182038880655,0.0004890565679563831,0.0010650744006462385,0.0013668022832158196,0.031296670994906156,0.00016701835916821837,0.002228058426693833,0.00013632570997614577,0.005021811946019232,0.011379632979892812,0.0011763529426454518,0.0012013852148935846,4.155908335155668e-05,0.010036205819096141,0.00041521844029557075,0.0031976363100042903,0.00023851785740745566,0.0005964249811456377,0.0011999366052678,0.002496337950243371,0.0006243842641029396,4.647467385550424e-05,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,0.00021427505878571427,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,6.777556603927701e-06,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,6.449850570331198e-05,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,0.023118766926505382,5.961270665696409e-05,6.766384807327821e-05,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,0.0017101786235097572,7.82025761991658e-05,0.00089150936867049,0.0022986492854762796,3.723932199960276e-21,0.008580125985318474,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,3.723932199960276e-21,0.00015323981002836538,3.723932199960276e-21,3.723932199960276e-21,0.0022543866273475517,3.723932199960276e-21,3.723932199960276e-21,0.0004073981826756541,0.00017740813000610754,0.008862958635905456,3.723932199960276e-21,0.0004122839817220021,3.723932199960276e-21,3.723932199960276e-21,0.0004514634723977842,3.723932199960276e-21,3.723932199960276e-21,0.006513336166476121
2016-12-31,3.1519889168264755e-05,4.412784483557067e-05,0.49493693206014344,0.01643535201875641,0.001293077186553755,0.0012109453610638764,0.001470192697105096,0.001604531215213792,0.0030164533934029384,3.7523677581267576e-21,0.01791142092377073,0.0010459575031068011,0.05059882179629906,0.0012180185742879455,0.0212274821208213,0.00024599022075175777,0.0007761922802395524,0.00525331486137746,0.0038264545071432124,0.0010329517964571336,0.1800034828727058,0.0007570702141441384,0.0005304347062887985,0.0007961023435641728,0.001971704152714253,0.030372092404202404,0.0002589133753107463,0.0019170246497428303,0.00013160304201302164,0.005729625415123039,0.010851127101893022,0.0010247416158023525,0.0011454702960523228,3.73735828709425e-05,0.009501625561360314,0.00034634354407509974,0.0025157261826552284,0.00021354724911499376,0.0005347349197396117,0.0009393002019498062,0.002301897505958376,0.0005952456022071638,4.682954962142194e-05,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,0.0006987208955052672,0.00018506677783081168,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,6.829309319790698e-06,0.0023822957375439994,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,4.874325717806657e-05,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,3.7523677581267576e-21,0.025791224359287802,6.006790307209313e-05,7.114489269408332e-05,3.7523677581267576e-21,3.7523677581267576e-21,0.0003704337450822735,0.00038724435263868135,6.19140680090915e-05,0.0010570419974643076,0.002822546037133979,3.7523677581267576e-21,0.007504247708444958,0.04276048202450928,3.7523677581267576e-21,3.7523677581267576e-21,0.005652003935678428,0.00016529179974548368,3.7523677581267576e-21,3.7523677581267576e-21,0.0022339871542717974,3.7523677581267576e-21,3.7523677581267576e-21,0.00023452298488292234,0.0001648039919369272,0.009839646353747889,0.01367263748552576,0.00033474122296697176,3.7523677581267576e-21,3.7523677581267576e-21,0.00044343230744887143,3.7523677581267576e-21,3.7523677581267576e-21,0.00734917735847261
2017-03-31,2.883907484115732e-05,4.566186849849908e-05,0.4520524981351409,0.012341772200382153,0.0015042731803474292,0.0009978770505584824,0.001753145384015729,0.0011434242563974483,0.0023792236743954785,3.004070295953887e-21,0.014408554539576651,0.0009173559503457344,0.04084207803426475,0.000924292348659092,0.02906501096811601,0.0002014769866090353,0.000539873489167057,0.0033044773255492756,0.0034165651964319075,0.0008536366152982566,0.16450255295056174,0.0007934951279732599,0.0004552488289300359,0.0005999609032267265,0.0020692036198530373,0.02809360278093518,0.00014164191445422577,0.0017727379304859402,0.00010382066942816635,0.0058012682950472055,0.008345337322862858,0.0006918193647364044,0.0009294473332869488,2.883907484115732e-05,0.007962684856704844,0.00024723498535700496,0.002252259647407283,0.00019209527507477132,0.0004346589311215679,0.0010879781309450275,0.0021120116215703807,0.0004478888567049489,3.1242331077920426e-05,3.004070295953887e-21,3.004070295953887e-21,0.0009216487667986525,0.0004897355559275864,0.00011523613655279108,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,5.467407938636074e-06,0.0014984242554812069,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.9022873144440986e-05,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,0.0029111063365752977,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,3.004070295953887e-21,0.03863162302909595,5.4100301959833555e-05,6.170360387889284e-05,3.004070295953887e-21,0.07163682066250981,0.00023804253025138598,0.0009765631718086896,6.939402383653479e-05,0.0011003909494079088,0.0024821070738913075,3.004070295953887e-21,0.00463708290883442,0.04455835331598339,3.004070295953887e-21,3.004070295953887e-21,0.006676546232757514,9.222495808578434e-05,3.004070295953887e-21,3.004070295953887e-21,0.0016900809362927688,3.004070295953887e-21,0.00020893909722418478,0.00026135411574798817,0.0001849305674189213,0.008158303906236768,0.010071133650904222,0.00024325759628516199,3.004070295953887e-21,3.004070295953887e-21,0.00041013970936599234,3.004070295953887e-21,3.004070295953887e-21,0.005759199294622668
2017-06-30,2.405626444084666e-05,4.123931047002285e-05,0.4804502814920871,0.012807211527386179,0.0013932987426397707,0.0009512963857902667,0.002246373973486262,0.001224592732884314,0.00256302314571192,2.863841004862698e-21,0.01279072153088018,0.0011280898825434555,0.05526477132246757,0.0009093267958640038,0.028707577536576427,0.0001998044592272607,0.000507913657576419,0.0036084396661269992,0.0034980099569794946,0.0006357727030795189,0.14001666915839925,0.0008047393223664181,0.00042311532542243445,0.0006648464169608851,0.0028180195487848944,0.02964549692103298,0.0001350301033792762,0.002362852114836037,9.310919875009603e-05,0.0049516841956837795,0.006997251365591079,0.000755827781844368,0.0008218536362114776,2.405626444084666e-05,0.006954872246401119,0.0002836634515316502,0.0023604608075969763,0.00019034519238819922,0.00039925380216991846,0.0017235683426845563,0.0019740914261079357,0.0004528591780989384,4.1697525030800876e-05,2.863841004862698e-21,2.863841004862698e-21,0.001013799715721395,0.0004326232775585786,9.80865544165474e-05,0.0013151273385710385,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,5.2121906288501095e-06,0.002222979256317538,2.863841004862698e-21,0.0001182394035677662,2.863841004862698e-21,2.863841004862698e-21,4.960172620422193e-05,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,0.002301520095875897,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,2.863841004862698e-21,0.03412968198340095,6.2970136014921e-05,0.0004253376660422079,2.863841004862698e-21,0.06424630938814391,0.00017102858481040032,0.000620651622573844,6.44364226094107e-05,0.0012947425182984259,0.004516472005856805,2.863841004862698e-21,0.004485634165916444,0.038425300298644764,2.863841004862698e-21,2.863841004862698e-21,0.005133435001216386,9.794336236630427e-05,2.863841004862698e-21,2.863841004862698e-21,0.001699872922210322,2.863841004862698e-21,0.00018897914022887976,0.00014920611635334656,0.0001762980522593477,0.00769836260119654,0.008743781985452625,0.00020447824774719663,2.863841004862698e-21,2.863841004862698e-21,0.00037808428946197343,2.863841004862698e-21,0.0006736441365278233,0.005008995381873092
2017-09-30,2.4162034469075116e-05,3.6818338238590665e-05,0.4629043103700309,0.011119972313530098,0.0015719618275293033,0.000955479023781551,0.0023067091607051537,0.0017792749597066429,0.002152837271194593,2.8764326748898956e-21,0.013574032490871838,0.0008977806607559346,0.04117286898996285,0.0010734846742689091,0.02554893524760004,0.00019695509811506096,0.0006353924721524783,0.006500737845251164,0.003784234827085147,0.0006130253316725345,0.18448937526885292,0.0007112842718467735,0.00043940385541618043,0.0005757899106960848,0.002566238175229769,0.027875255926282587,0.00014885539092555209,0.0023339489781363607,7.915942721296992e-05,0.005442843436080159,0.007028016718885231,0.000820703770799585,0.0007182107217279083,3.451719209867874e-05,0.005941892999442855,0.0002826095103079322,0.0019929795252875875,0.00018393348739583436,0.00038216284518587145,0.002504800449726796,0.0022480184284067,0.00045051839127195506,5.982979963770983e-05,2.8764326748898956e-21,2.8764326748898956e-21,0.0008485476390925192,0.00032126301259310263,0.00013398423399637132,0.0011871900579073066,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,0.0072385226913316975,2.8764326748898956e-21,5.23510746829961e-06,0.0017218038348623427,2.8764326748898956e-21,0.00011875927584817912,0.00014957449909427456,2.8764326748898956e-21,4.9819813929092994e-05,0.00037540898126523,0.0006556540639144027,2.8764326748898956e-21,2.8764326748898956e-21,0.002334058282578006,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,2.8764326748898956e-21,0.030931488654814494,4.6045934259637444e-05,0.00018406292686620442,2.8764326748898956e-21,0.05846358041011738,0.00011942948466142847,0.0004601141706753877,4.918699874061722e-05,0.0021694055234019595,0.003823734000576735,2.8764326748898956e-21,0.00413970437704804,0.0318799060363792,2.8764326748898956e-21,2.8764326748898956e-21,0.004713754045975817,0.00010455832773224768,2.8764326748898956e-21,2.8764326748898956e-21,0.0020337817227809004,0.00010355157629603624,0.00022522467844387885,0.00014612277988440667,0.00021400659101180824,0.007499938645691041,0.00807015402986319,0.00021890803228982064,2.8764326748898956e-21,2.8764326748898956e-21,0.00036353794361595944,2.8764326748898956e-21,0.0006766059995183009,0.004064054197698435
2017-12-31,1.3586218017261577e-05,1.811495735634877e-05,0.5132431614835863,0.009145234324717547,0.0012136794991786722,0.0010218760663199817,0.0018438354632552988,0.0008608907046637798,0.0017664800666043503,0.008460563660846658,0.010453892809685226,0.0007122121921615472,0.025922798344992132,0.0008564751838081698,0.01759843199102918,0.0001975979548430524,0.0003714019131985407,0.0034418418977062663,0.0027813343225790784,0.0004825824639731312,0.2021662934789206,0.000604473483284663,0.00036862126724434115,0.000324391334489146,0.001893918791606264,0.020637940685850942,0.0001015569796790303,0.00360658837738358,6.0576417399630285e-05,0.0033451623702954333,0.0057068704988237,0.0006068442783286751,0.0005063357018066436,2.4455192431070843e-05,0.004543421512024513,0.00025813814232797,0.0015489511299299748,0.00014693494785668397,0.0002975472320567067,0.0023999465391378494,0.0021236073934060885,0.00034215078580737647,2.825933347590408e-05,2.2643696695435965e-21,2.2643696695435965e-21,0.000701388505141129,0.000249986411517613,0.00013029183078553853,0.0008077142473442181,2.2643696695435965e-21,2.2643696695435965e-21,2.2643696695435965e-21,2.2643696695435965e-21,0.005258187913173305,2.2643696695435965e-21,4.121152798569345e-06,0.0016129422167912772,2.2643696695435965e-21,0.00010381002750022617,0.000117747222816267,2.2643696695435965e-21,3.921888267649509e-05,0.00025411662179486053,0.0009406757699701484,2.2643696695435965e-21,2.2643696695435965e-21,0.0018021076589849491,2.2643696695435965e-21,2.2643696695435965e-21,0.0005024002273209768,2.2643696695435965e-21,2.2643696695435965e-21,2.2643696695435965e-21,2.2643696695435965e-21,0.023998278861671656,3.2133669980493175e-05,6.439867340181988e-05,2.2643696695435965e-21,0.0596581158663649,7.472419909493868e-05,0.0003388402773505037,3.804141044833241e-05,0.0013559045581227056,0.0022705015826087207,0.00024878176685341584,0.0040349935326432105,0.019760755577045125,2.2643696695435965e-21,2.2643696695435965e-21,0.003504112063618715,7.596960241318764e-05,2.2643696695435965e-21,2.2643696695435965e-21,0.0016674954108699214,8.151730810356947e-05,0.00014942122575384287,0.000186357623803438,0.0001592304751623057,0.006789429407917781,0.006748627730842276,0.00013466659298709676,6.34023507472207e-05,2.2643696695435965e-21,0.00027524545518137184,2.2643696695435965e-21,0.0005326340911487229,0.0031827346051597314
2018-03-31,1.2127550150421448e-05,1.6170066867228598e-05,0.44584633893495873,0.011117426285809261,0.0012629509451147392,0.0008152543462784979,0.0009300011832850689,0.0012335840824254935,0.001424744591671512,0.01285981769227897,0.01682207630344899,0.0012166722137407309,0.01957738293232384,0.000668955666297247,0.014127411467842963,0.0001423289285653461,0.00023970102872307997,0.0019808331912355035,0.0025200725811238426,0.0003230779360072274,0.26704267138753945,0.00032715279285776896,0.00025899596101240045,0.0001917365678781631,0.003281715070704044,0.017859842897370703,6.740896625275922e-05,0.004064249286676705,4.631107150774271e-05,0.0027846148750717025,0.004086151642248366,0.0005519894876131491,0.000574566943476517,3.153163039109577e-05,0.004250172715516099,0.00022243948234231342,0.0011138912262159092,0.0001462279359387066,0.0002626584811578277,0.0046398106892655555,0.0025525946281105562,0.00031657756912660155,2.9429521698356047e-05,2.021258358403575e-21,2.021258358403575e-21,0.0005962712157290545,0.00025550322656907906,0.00010522671013849008,0.0007462930536064847,2.021258358403575e-21,2.021258358403575e-21,2.021258358403575e-21,2.021258358403575e-21,0.004247894757346179,2.021258358403575e-21,3.678690212294506e-06,0.0016549012384262098,2.021258358403575e-21,8.43087073873715e-05,7.583761360730213e-05,2.021258358403575e-21,2.625614607566243e-05,0.0003422879754454949,0.0009621897226426456,2.021258358403575e-21,2.021258358403575e-21,0.0016086265495689183,2.021258358403575e-21,2.021258358403575e-21,0.0003573423076988848,2.021258358403575e-21,6.210922683702505e-05,2.021258358403575e-21,2.021258358403575e-21,0.01983078809271689,4.848796675974335e-05,4.471023488788707e-05,2.021258358403575e-21,0.07457762582694082,6.039519974909881e-05,0.00022945324884597382,4.2446425526475066e-05,0.00104600120047385,0.0021162494162151094,0.00017046686617268225,0.0023629520838916993,0.018582794459454346,2.021258358403575e-21,2.021258358403575e-21,0.003332549718417894,5.932393281914492e-05,2.021258358403575e-21,2.021258358403575e-21,0.001467843883647751,7.27653009025287e-05,0.00014756803023032816,0.0001663495628966142,0.0001421348877629394,0.005892978743925622,0.007203047242633107,0.0001178312772614948,5.6595234035300094e-05,2.021258358403575e-21,0.0002564330054139447,2.021258358403575e-21,0.0004754484760971225,0.0025283637829100138
2018-06-30,1.1513659455370712e-05,1.918943242561785e-05,0.44693027656932593,0.011060860810497723,0.0014681498933772769,0.001018023376969559,0.0010502952049513418,0.001204112897916988,0.0015008055100075722,0.013270499967517089,0.0184248606734468,0.0011562088785454863,0.020462075584084825,0.0009769340047882046,0.013214452432759965,0.00019973320740204338,0.00031417898238842823,0.0021108375668179636,0.0030594479693459562,0.0002875536448978835,0.22057511861156093,0.00025141274760328544,0.0001994357711994463,0.00027426976030124953,0.0018410341469137761,0.018483697871942796,0.00010482227462493749,0.004377531703796795,6.81608639757946e-05,0.0032211477216804256,0.00474477186552111,0.0007112779009670045,0.0007002511733594338,1.7270489183056065e-05,0.005789701225430438,0.0002819647227039223,0.0011451197852825324,0.00017025823919629437,0.00032174441612222804,0.005308164006821038,0.0021099500555682785,0.0004479389211111975,3.991401944528513e-05,2.3986790532022313e-21,2.3986790532022313e-21,0.0005660882565557266,0.00022950561181038945,9.858570908661169e-05,0.0009013708172542281,2.3986790532022313e-21,0.00013220559469629417,2.3986790532022313e-21,2.3986790532022313e-21,0.004905819177153108,2.3986790532022313e-21,4.36559587682806e-06,0.002051345528940442,2.3986790532022313e-21,6.661611466553236e-05,0.00010132020320726225,0.00112125292870317,6.231768180219396e-05,0.00039353688018457084,0.0012524582742342789,2.3986790532022313e-21,2.3986790532022313e-21,0.0018923802707266233,2.3986790532022313e-21,2.3986790532022313e-21,0.00023742125268595685,2.3986790532022313e-21,7.282389605521973e-05,2.3986790532022313e-21,2.3986790532022313e-21,0.027123591103475928,4.027382130326546e-05,3.0319303232476203e-05,2.3986790532022313e-21,0.08683461878383883,4.749384525340418e-05,0.00022278931046142326,3.598018579803347e-05,0.002071739098250767,0.002038339891113979,0.00019300971001591754,0.001415700377199957,0.017061948026170667,0.0007757088190150695,2.3986790532022313e-21,0.0036849706954819278,6.704307953700237e-05,2.3986790532022313e-21,2.3986790532022313e-21,0.001389849813043596,8.635244591528033e-05,0.00017952673505786782,0.00019741128607854365,0.00015773713453857873,0.007696761411962659,0.007806757637305354,0.0001398333940854773,6.716301348966248e-05,2.3986790532022313e-21,0.00022823671059124553,0.014032272461233052,0.0005642268816104417,0.002795962670067904
2018-09-30,2.3872131737952298e-05,1.5914754491968197e-05,0.4043161061745067,0.016514563905709934,0.0011221250250204261,0.0009509397366336248,0.0007819891450234041,0.001147089085747133,0.001304214130616794,0.015135311707663504,0.016156594659151636,0.0012074745271313104,0.025795783479517588,0.000900244612429001,0.014327394775113605,0.0001725955124653951,0.00029812313852079425,0.0029177049901941694,0.0029721688166777943,0.0003434934511183136,0.2387422187570891,0.0004099375511222808,0.00018848374236654335,0.000204153144393427,0.0027767709976375173,0.015386464216607313,7.880013856092587e-05,0.004239213154025569,5.0927214374298236e-05,0.00292423888106615,0.005822344409026947,0.0008581567179454502,0.0007535238383084643,1.5914754491968197e-05,0.005384306264313501,0.0002399370277921039,0.0009543083596677578,0.00019472365235693589,0.00032585459822304883,0.00493856272596686,0.002628082983031168,0.0007334535645880378,1.8390382968496584e-05,2.2103825683289165e-21,2.2103825683289165e-21,0.0007824754291884363,0.0002358920276920619,0.0001362700853374777,0.000774624150305732,2.2103825683289165e-21,0.00012182744563601656,2.2103825683289165e-21,2.2103825683289165e-21,0.004351547006530613,2.2103825683289165e-21,4.022896274358628e-06,0.0018903147516697526,2.2103825683289165e-21,5.0960370112823154e-05,7.692131337784629e-05,0.001072482042918327,3.8283826083456834e-05,0.00031702190948000646,0.0012339460687696175,2.2103825683289165e-21,2.2103825683289165e-21,0.001808910782443335,2.2103825683289165e-21,2.2103825683289165e-21,0.0002313474811315777,2.2103825683289165e-21,4.6568339949553606e-05,2.2103825683289165e-21,2.2103825683289165e-21,0.042024876476527834,4.677169514583986e-05,2.4446831205717817e-05,2.2103825683289165e-21,0.09203041878977969,6.949442794826113e-05,0.0001596780367360809,7.824754291884366e-05,0.0018792672595932447,0.002459572257552045,0.00015779921155300132,0.0033467181428811286,0.017055143908150727,0.0007148156187718883,2.2103825683289165e-21,0.0030116462493481487,8.808374534790731e-05,2.2103825683289165e-21,2.2103825683289165e-21,0.0013499867328417487,3.647131237742712e-05,0.00016543387294400944,0.00018191448537346983,0.00014058033134571908,0.006843620729367366,0.006834498480507873,0.0001236576424025929,6.189071191320966e-05,2.2103825683289165e-21,0.0002487542438571679,0.010167759814313015,0.000519935029252601,0.002732629657747989
2018-12-31,2.6282389193581006e-05,1.752159279572067e-05,0.3922422700122909,0.018531615278211767,0.0012642267241932358,0.0010469516728626345,0.0007216657361646352,0.0010331899218543289,0.0009155032235764049,0.013570763213277697,0.01357346689238826,0.0010567369957281332,0.028418283523152125,0.0007729942688378768,0.012557414061709968,0.00019475250392443524,0.0003313819908581771,0.0032609631036480133,0.002897059089717335,0.00029173452004874916,0.21951164371410206,0.00032139955007372625,0.00016867453331347097,0.0002041630593884702,0.004741343010522012,0.014260035904761246,9.515198309898308e-05,0.0029851634988251503,5.762657186148132e-05,0.002822825941572798,0.005685284752627695,0.0022442118428124477,0.000807492338209007,8.760796397860333e-06,0.0035945985660240844,0.00022449540769517106,0.0010253198064235842,0.00022204968536743505,0.0004136750716887451,0.007044364132709653,0.0030780474090789096,0.0014390970874036378,3.0370760845915827e-05,2.4335545549612043e-21,2.4335545549612043e-21,0.0006461087343421996,0.0002838887401635542,9.335115272831176e-05,0.0007251992573784388,2.4335545549612043e-21,0.00016373928467600967,2.4335545549612043e-21,2.4335545549612043e-21,0.004114539664464321,2.4335545549612043e-21,4.429069290029391e-06,0.002132224529302243,2.4335545549612043e-21,6.758467710038255e-05,7.982058940272749e-05,0.0008698400059071129,4.214916489192805e-05,0.0003464602948807167,0.002314797092679097,2.4335545549612043e-21,2.4335545549612043e-21,0.001974688375186829,2.4335545549612043e-21,2.4335545549612043e-21,0.00014023114767508442,4.3112852495692694e-05,0.00011239128356632822,2.4335545549612043e-21,2.4335545549612043e-21,0.04316541727407985,5.429260212118445e-05,2.6915113377870916e-05,2.4335545549612043e-21,0.11482958841978075,0.00013851792526839175,0.00012557141503599813,0.00011024002133974253,0.00200914264057597,0.0014549930657566444,0.00016430873644187057,0.002640552705406204,0.020306844654964868,0.0019097319370058048,2.4335545549612043e-21,0.0034130602633330887,0.00011328196453344406,2.4335545549612043e-21,2.4335545549612043e-21,0.0014178983936753704,6.57059729839525e-05,0.00016058539797277996,0.00022267024177895017,9.344849491051024e-05,0.0074466769381812846,0.0073808273854785895,0.0002101423029300099,6.813952753891371e-05,2.4335545549612043e-21,0.0002762206097608715,0.010707640041829298,0.0005724304366361943,0.003050027461933086
2019-03-31,2.7238969646204237e-05,1.4527450477975594e-05,0.4109831629618255,0.016337638904955466,0.0013528075380797732,0.0009765511105284797,0.0007240799106202242,0.0013863273601435646,0.00029663237944716413,0.015515646248027825,0.013571176510434577,0.0015813402234972896,0.024792853424121665,0.0007765830246132827,0.013345152080138646,0.00016547674060069076,0.00029490270487463017,0.002814693530107771,0.002849268862245353,0.0003225094006110582,0.2227413354437845,0.00031892293627430794,0.00017906898645414667,0.00026973389692153745,0.004422519111757719,0.011623699136609558,8.353284024835967e-05,0.0029890774137827708,3.719027322361752e-05,0.002376109800177688,0.00496110390900143,0.0029190596423072025,0.0008332809399318569,8.17169089386127e-06,0.0034033049650208725,0.00038906328311328383,0.0008672819837927312,0.00023381250570060562,0.00037718255251926444,0.006038736565972837,0.002743400066887106,0.0016249225749312161,2.360710702671034e-05,2.2699141371836864e-21,2.2699141371836864e-21,0.0006026622034222687,0.00013949984321476062,6.2195647358833e-05,0.0007339313379756012,2.2699141371836864e-21,0.00015272890280626717,2.2699141371836864e-21,2.2699141371836864e-21,0.0038241493159688654,2.2699141371836864e-21,4.131243729674309e-06,0.0027838703660389534,2.2699141371836864e-21,6.183700092515798e-05,5.556749807825664e-05,0.0006632734507133475,3.931491285602145e-05,0.0003136839744456879,0.0008524662542193333,2.2699141371836864e-21,2.2699141371836864e-21,0.0019126705104454433,2.2699141371836864e-21,2.2699141371836864e-21,0.0001232381783359767,4.021379885434619e-05,0.00012884940608309475,2.2699141371836864e-21,2.2699141371836864e-21,0.03913043693409253,4.8031383142806796e-05,2.5105250357251573e-05,2.2699141371836864e-21,0.10373626096447408,0.00012920351268849543,9.370205558294258e-05,5.3115990810098255e-05,0.0039013014275776016,0.0018189639150342266,0.00021066392132960637,0.0032925785534090525,0.019300144703848363,0.0017813151191548979,2.2699141371836864e-21,0.003986536703428849,0.00011077180989456389,2.2699141371836864e-21,0.003709314359768743,0.0013331183028538417,8.512178014438823e-05,0.00017381186531242925,0.0002076971435523073,0.00011195216524589943,0.007264292717522092,0.006212407696608761,0.00019029144194838282,6.355759584114322e-05,2.2699141371836864e-21,0.000218542793299771,0.00976063078988985,0.0005339382830048955,0.002430220013379872
