,VGS_capital,VCA_capital,VDT_capital,TNB_capital,TLH_capital,TIS_capital,TDS_capital,SHI_capital,SSM_capital,SMC_capital,SHA_capital,HSG_capital,TKU_capital,NKG_capital,POM_capital,KKC_capital,DTL_capital,KMT_capital,ITQ_capital,HPG_capital,HMC_capital,BVG_capital,CBI_capital,BCA_capital,HSV_capital,DPS_capital,TTS_capital,HMG_capital,KTL_capital,KVC_capital,MHL_capital,HLA_capital,NHV_capital,MEL_capital,PAS_capital,TNS_capital,NSH_capital,VGL_capital,TTH_capital,TKG_capital,TNA_capital,TNI_capital,GDA_capital,TVN_capital,TMG_capital,DFC_capital
2021-03-31,0.0039739606040950105,0.0009101626225676533,0.0001663365509552531,0.0008313005476279308,0.005991892041014658,0.009751887987376605,0.0006577835983792969,0.00865485664584516,0.00019726984949380665,0.009050502197515286,0.0009004086961421523,0.06440114008009706,0.0021893029300422964,0.021495666364632984,0.023914573868918206,0.0004012053916545701,0.004014703886107488,0.00034659563430051093,0.0010630862506640147,0.7715509755610684,0.001419058700337003,0.00023972032343551184,0.0016434907378391277,5.096095311129078e-21,5.096095311129078e-21,4.75465692528343e-05,0.0015532898508321428,0.0005499196450239388,0.0020889913899380316,0.0008576728408630237,0.00010803722059593645,7.012227148113612e-05,0.0004041713191256472,0.0005327967647785451,0.0019348854677294885,0.0005096095311129078,0.0008017177143468266,0.0015014319849460936,0.0005717818939086825,5.096095311129078e-21,0.0027153830412007737,0.0010139955645319084,5.096095311129078e-21,0.04726648785453464,0.0020290613090791537,0.0016772166966081798
2021-06-30,0.002785983381861577,0.0006066738638719585,0.00014927230760053355,0.0007620514994058504,0.005796355849912777,0.006856913653848121,0.0005387734226918371,0.010392003010912301,0.00011945963954032435,0.008310323015243218,0.0006525839795693507,0.07143766548642866,0.0020401512276842777,0.021825032348834525,0.016925741770526435,0.00042016358350276177,0.007239254156143655,0.00024199109838311415,0.000542688076768902,0.7892726560186777,0.0014528242529565322,0.0001638303627981591,0.003444477653218098,3.482788324790797e-21,0.0007928567621386249,3.249441507029814e-05,0.0020877226334125956,0.00023226715338029824,0.0016951427334421767,0.0006378726816854345,8.675625717053875e-05,9.584633469824273e-05,0.0002200948081851544,0.000661903921126491,0.0013691537462417582,0.00040400344567573243,0.0005911684902499898,0.0009700784460456047,0.0004298457350456801,0.0002389436585989222,0.0017358077699224342,0.0007039585901483399,3.482788324790797e-21,0.032515520767546366,0.0018681676574177834,0.0006535243324170444
2021-09-30,0.004454144236903008,0.000723580075145542,0.00017307531138440805,0.0009177936512270323,0.006730532929081273,0.007946299629732898,0.0007062527639715143,0.006831760557869267,0.00011307587010447995,0.009809737222293162,0.0007652566101269074,0.07505158682731122,0.0034386141331690496,0.03089261452305993,0.015194940920956744,0.00046113856298001904,0.007192020939356659,0.0002342285880735656,0.00087012376546287,0.7675488525176085,0.0015380856772109575,0.0001841521313130102,0.0041109507294544165,0.0009833974359232177,0.0006852727395591263,0.00010252651779152554,0.0019594103252273667,0.000261689870813225,0.0013513720312894582,0.0008485635266732693,8.386735088798744e-05,0.00010206498362783378,0.00012492740809356463,0.0007516413522980007,0.0016449077593974142,0.0005999944127992813,0.0011328026380554343,0.0009182387020277352,0.0006288073313040379,0.00018650595554783812,0.0019998802780379385,0.000709608776676073,3.296672597798249e-21,0.035874061541980765,0.0025077129116931715,0.0006539279764992606
2021-12-31,0.006805208779347258,0.0007907927087840648,0.00018775184380710231,0.0011213676835976024,0.007217940911985966,0.008851052628825162,0.0007250018577219779,0.008710538468069724,0.00014686382894568172,0.00935215837765711,0.0009862411200944933,0.06774119086961226,0.0037780266712853948,0.03036836489923849,0.0150972056864224,0.0005022010295920364,0.01009064402960126,0.0003289024514906996,0.0011649198949024821,0.7554843205341806,0.0015617297535186832,0.00028284885574723884,0.004264194418669781,0.0008085096151330676,0.000802282055946482,0.00024166481905876728,0.001823346443720688,0.0003846433615244045,0.0021441452976958667,0.0014653080439024932,0.0001490469899201829,0.0002545787712638675,0.0004676774840122124,0.0008536529437583465,0.0023415326519734794,0.0007844578416851732,0.0010034029855177753,0.0009356768917613429,0.0011071216331707727,0.0002200626262297199,0.0030767028594546595,0.0017950023537805543,3.7002728381376094e-21,0.039789329850320763,0.0031251024281774994,0.0008672847488940454
2022-03-31,0.005590015481995203,0.0009362719839239203,0.0002482791590629755,0.001048962420887219,0.007163765584095372,0.008284548105521046,0.0007620982136053435,0.009359965385904886,0.0001464627590266349,0.009370589705908679,0.0009503166690571382,0.06482571870006085,0.0037300065469723495,0.037786593491435615,0.01448878397953035,0.0004958016001769628,0.012381419081342286,0.00036448833448906855,0.0010828633850018831,0.7509562569049565,0.0019522188006967913,0.00028180176420314557,0.004295131078456107,0.0008195255387540457,0.0007639143366829147,0.000258873210348808,0.0019028429545253217,0.0005104440924898814,0.002467021588572844,0.0013859289235715927,0.00018448783596328378,0.00022126432828410245,0.00036458670782243697,0.0008779820003133717,0.0026167306676006374,0.0008777928208261247,0.0011121483696277202,0.0005130320678754205,0.001018845046517495,0.0002710223170198109,0.0029039808010364967,0.0016308217698128467,3.783589744940193e-21,0.038504760444512454,0.0033323588319586254,0.0009592762095731567
2022-06-30,0.004387632820740864,0.0014095604931468845,0.0004041515896243303,0.001442199310035412,0.005213834314988934,0.008587312120272212,0.000981988961376357,0.013217920779718239,0.00016631553118313773,0.008074303863736471,0.0009717094008484197,0.04776413558066345,0.004266799496044543,0.02840661999334034,0.011900439934885283,0.000567315368758808,0.009476348640459627,0.000566066790062608,0.0008287895675649509,0.7858348298397554,0.0024638033702387733,0.00018413505238133106,0.0028668821519542325,0.0010364415390785916,0.0006166281661970736,0.0001884990167563988,0.002370844867988198,0.0010435329811880765,0.0031502004168822424,0.0009600721625149058,0.00028911263984823863,0.00014595036409948819,0.0006733839473194825,0.0011519047631689259,0.0015613294764131294,0.0005454955468834692,0.0007402374571208678,0.0009740368485151228,0.000702719485618549,0.00048494554117940405,0.0028031197835851874,0.0012123638529485104,6.061061632038547e-21,0.03201222433700743,0.005817164511965315,0.001536697321940525
2022-09-30,0.0050439710710647396,0.0014396714669712369,0.0004210407606036934,0.0016480449687697055,0.005282804990217021,0.008016696905555626,0.0008843623990268576,0.01523216612495344,0.0001856418470568174,0.0077843288793076355,0.0010291882971253327,0.054896946201087427,0.0034115667436269985,0.03042499385850675,0.01046334910583931,0.0005187868759927932,0.009566238037111508,0.0005074210486219675,0.0008031851342050059,0.7782857699241453,0.0021582190733548286,0.00017326572391969624,0.002986686859111382,0.0008398083557332216,0.0005948116324065373,0.00015710099165896658,0.002566151246390836,0.0006563765306651758,0.002721736794400359,0.0009064247328233379,0.00023760893553564753,0.00017377087180284404,0.0013891566786564567,0.0009168434079132613,0.0012906528414426352,0.0005556626714625826,0.0008365248944927607,0.0010652432272850072,0.0007320855696519526,0.0005171451453725627,0.0029513265072910358,0.0013094380283471942,6.3143485393475305e-21,0.030909746395872455,0.006056849405912938,0.0014511888387070068
2022-12-31,0.0038816586759997966,0.001230241068248637,0.00040090246321432466,0.0012393937471257943,0.004646542754825633,0.006819880393095002,0.0008656164958564992,0.018308421254269194,0.0001371388992089756,0.005383530073569687,0.000985312355816942,0.05134221690832311,0.0036540368472630907,0.024397751460623833,0.011586459396764939,0.00026353663808277496,0.012147344635394037,0.0005952569517016616,0.0006254078426143465,0.7915438505752709,0.0018977587978953258,0.00016308409635661962,0.00221177132535601,0.0007042267797217665,0.00043940422807773813,0.00016467257781463862,0.0030740898311377644,0.000786298321719416,0.006905809675776411,0.0006365272128204796,0.00024455050256073804,0.00015612503473101243,0.0014977110889893637,0.0008736648019104622,0.0009319091220378264,0.00043872345031001564,0.0006576313236198751,0.001276095233003453,0.0005092217702563837,0.0006004459911311904,0.002303661195603701,0.0012628427591251227,7.564197419138201e-21,0.024822065114850387,0.0063843339057010244,0.0010028764222241812
2023-03-31,0.004012975248692422,0.0009311575984235335,0.0004350736362129292,0.0011449306216129715,0.004758779107574485,0.005569363667432293,0.0007289128421827502,0.014648038391024002,0.0002418172433579121,0.00463952208121751,0.0008703051938909084,0.06223309874143569,0.003178630088405622,0.026680963121429365,0.008979480303357136,0.00015397342842381342,0.011005546899339034,0.0005004004822553061,0.0005021902588592068,0.7958849206280798,0.0016885752650478206,0.00012896919645755312,0.002291835261539069,0.0005250888712914662,0.0003925664418702867,0.00010231994923035465,0.002707563518283365,0.0005323927390500317,0.00786954244637484,0.00045599823033206277,0.00017785905001263574,0.0001131770499525466,0.00015199941011068762,0.000621815768634631,0.000718542665977796,0.00030268280801262466,0.0005993119598649968,0.0010623376953917876,0.0005167979943763379,0.0005637796302287322,0.0018776862194452735,0.0009361781849999168,6.5800610437527105e-21,0.021592601916295393,0.006100900998546637,0.0008693971454668706
2023-06-30,0.0045719748336912995,0.0008075805278617455,0.00035484598951500944,0.0008948966840839054,0.004755145560674615,0.005036108235948047,0.0005401580285040184,0.011382173483098734,0.00018407769873510018,0.005154604900323295,0.0007976521388629136,0.05342348052942829,0.00268058452923328,0.02437513416406472,0.009640331550446904,0.00019534776192296343,0.011821813281360524,0.000547499669666398,0.0004949167748498816,0.8159528485028358,0.001472433755494337,0.0001420027961670773,0.0016846061117477534,0.00046904929648535724,0.0003707314119131405,0.00010014256146929939,0.0022355512007315834,0.0004342194345381036,0.0038702040990733224,0.0006375635746276939,0.00011092962194911137,0.0001107686210464276,7.084039718085488e-05,0.0005232529337222235,0.0007663642967747026,0.000246868050781767,0.0006221074879700527,0.0011279723242024304,0.0005820719301693575,0.00046319959702118056,0.001684584644960729,0.0008593423180745747,5.36669675612537e-21,0.02143147415984617,0.0052676275340072945,0.0011049169949381155
2023-09-30,0.005471379957547872,0.0007137371965173006,0.00031721653178546695,0.0006808677203618986,0.00489821977143234,0.0042239885548275334,0.0004824821709439612,0.011530064410712432,0.00015339088872520936,0.004531187722451354,0.0008190238677579374,0.06314742889792309,0.002691644880725697,0.02713127431212978,0.008427629338701722,0.00017634734826231554,0.006892572628472775,0.0004335849121299251,0.00048114652238907504,0.7979223579773327,0.001378764959798596,0.00013805179985268843,0.00161529997106547,0.0006344330635709339,0.00031126872181448943,9.735625794600022e-05,0.002120342080881805,0.0005911810068521589,0.0024101778172921054,0.000723128475418844,9.125192665999698e-05,0.00010768666473769798,4.878247651635059e-05,0.0005243464053361748,0.0006427808670389725,0.00025043410404115813,0.000572398449049072,0.0009883851479929383,0.0007610066336550691,0.000197216856932412,0.0015401697398531226,0.0007943456737555484,0.01340490280897639,0.022851485908495575,0.005031847235446969,0.0010474093358891386
2023-12-31,0.006022929839478978,0.000643921625707185,0.00029776722576054795,0.0007101356535407806,0.0045538991491791275,0.003694664393318378,0.00044393763069556954,0.01078348336132574,0.0001151889004915804,0.003694664393318378,0.0007606287472511629,0.0675785657355923,0.0024806752498722495,0.03178638198813888,0.006983425042047378,0.0001706284563404193,0.004971194449148755,0.00044779685066101887,0.0004049242471362189,0.7959885220529446,0.001343699093680802,0.00010558982545061538,0.001495202862248278,0.0005490083224960104,0.0005843681805550754,4.569355618989988e-05,0.0022888896485435805,0.0005549342820876266,0.004400686157555888,0.0005333363632454552,8.565705227881552e-05,6.738942477738718e-05,2.6936179961891676e-05,0.0004701587775166547,0.0005759445024579021,0.00026446431235311826,0.0004663387374493318,0.0008471673472378223,0.0006777142878411945,0.0002530041921511498,0.001416823476046439,0.0006865052774833027,0.0136503254821062,0.021251176743752792,0.0039502152788477435,0.0008754356437360111
2024-03-31,0.006490762554296568,0.0006329595841169152,0.00027761385268285755,0.0008937978891886409,0.004461044575817083,0.0035286181801531635,0.0008149701662821137,0.011014649226404345,0.00012976621205998046,0.003999100604173585,0.0007152483481473505,0.06532984516397856,0.0024198521958278623,0.030837260001682854,0.006434477258868579,0.00014720839819893633,0.003984489348769224,0.0004470222270617948,0.0004501179868005937,0.8031544549781653,0.0015319764310953014,0.00011634212115722388,0.0015707099559687993,0.0017871391766458957,0.00047313071406246215,5.68012553844531e-05,0.0021339738518069127,0.00045121383095592083,0.0023933236352343193,0.0005198410711832785,7.985964281946017e-05,6.282839823875197e-05,2.7624404748869876e-05,0.00044518668810162194,0.000536963636110264,0.00030135714271494406,0.0004631311361451027,0.0008925924606177812,0.000802614523430801,0.0002128677271722832,0.0013029587006838856,0.0006640130678684962,0.011867544732495402,0.019503286354433515,0.004780072205536676,0.000859388382711371
2024-06-30,0.008344148581145431,0.000671071257582283,0.00016776781439557074,0.0006081583271839439,0.0038176449154208943,0.004792861560732411,0.0008941141518787102,0.010578731984987237,0.00014494256175280495,0.005897656767952083,0.0006502945382521368,0.06552613485467425,0.003105912037560106,0.027375800085258722,0.0036886844454605094,0.00013315466532027405,0.0036118644462372743,0.00035867875729276205,0.0004071459958831456,0.7991720940915898,0.0014077662202481385,9.518615995706594e-05,0.0021831890583844664,0.0013840844687634587,0.00032577860590129386,4.119141337659671e-05,0.0012335349300558543,0.0004609199953394101,0.0019004738014730253,0.00045893327122156785,7.721734404680347e-05,6.074960858113298e-05,2.67104020287685e-05,0.0004304568921991618,0.0004944735582185243,0.0003885149386002691,0.00048436333992994907,0.000780120336939404,0.0006604753956204574,8.622382671435518e-05,0.0010382885136392829,0.0006188645627078717,0.015627315844283337,0.02484464733499039,0.004015566786982826,0.0009280915492362973
2024-09-30,0.010357943631554114,0.0006310048133215108,0.0001895592445690672,0.0005772078997128097,0.002990894194697428,0.006278202180127506,0.0006590974933666467,0.011240081271061839,0.00014397024625020655,0.002748457398855819,0.0006885265660859943,0.06268392489221057,0.003378324856709916,0.027575799375007058,0.003827438096905178,0.00012567777914929156,0.003503623517370069,0.0004133339327828511,0.0004219588784107436,0.7987197481394559,0.0014489908654859497,0.00010681663431466937,0.001630209503293978,0.0011255080146288367,0.0002976080139734355,4.421469379573493e-05,0.0012037012030135768,0.0004947496283252654,0.0020017456226493497,0.0003753273042467531,8.288477968782464e-05,6.520838013175912e-05,2.0851516902597396e-05,0.00046915913030844136,0.00046442014919421466,0.0005497218092502949,0.0005101039271353598,0.0008814504872461626,0.0005494374703834413,7.165339444710741e-05,0.0008790051729912216,0.0005821838298827477,0.01483378334145113,0.028595959839466636,0.004350384662860093,0.001210146217328925
2024-12-31,0.008599607533822048,0.0006321936487719401,0.0001924241923972931,0.0007629318565752051,0.002532332438228439,0.005624398790279213,0.0006235746484874779,0.011844811472322334,0.0001252260564585509,0.002496864249848542,0.0006862127319501384,0.05710263075089828,0.003525271337278534,0.024936822352086392,0.0036284988988249988,0.00015895040059484732,0.003127795114857876,0.0004763500971168407,0.0004780538529870251,0.8157274175415107,0.0014842970809645886,0.00011294899209986944,0.0020470125675597457,0.0010187457894367106,0.000291091701467676,5.0110466770128415e-21,0.0011455252703651355,5.0110466770128415e-21,0.0018376510373941492,0.00032246085366577636,5.0110466770128415e-21,5.0110466770128415e-21,1.929252970649944e-05,0.0005186433310708291,0.00044898978226035063,0.0004610162942851814,0.00046677899796374614,0.0009506957755628763,0.0004872741788727287,5.0110466770128415e-21,5.0110466770128415e-21,0.0005866682897112784,0.015173850221729044,0.02446192545850589,0.0037973711718403314,0.0010853927102409814
