,VHG_capital,VBC_capital,TTP_capital,TPP_capital,SVI_capital,STP_capital,QHD_capital,SDG_capital,MCP_capital,INN_capital,HPB_capital,HBD_capital,DPC_capital,BTG_capital,BPC_capital,BXH_capital,BBS_capital,APH_capital,HDO_capital,SBG_capital,BAL_capital,BBH_capital,ILS_capital,NHP_capital,PBP_capital,PMP_capital,PBT_capital,TKA_capital,SVG_capital,TB8_capital,TDP_capital
2021-12-31,0.09120460546775772,0.009821295936159595,0.032626287497013455,0.03171040124842144,0.0514647427636506,0.0039682003782463005,0.01403494870877,0.01368497903670144,0.027543790851262826,0.03835201662343143,0.003867139275064834,0.0017754496531056834,0.0038736036014874616,0.000437782106245237,0.0030571783752792385,0.003141278622005297,0.0037249880969989465,0.46394073915156425,0.0023655594512900532,6.40032319071984e-20,0.0012211816647893453,0.0009216465394636569,0.03686586157854627,0.004946169761788292,0.003797183742590266,0.0035241459552741577,0.00915086208193169,0.0015687192140454325,0.03424684932890371,0.00042184530150034467,0.10274054798671116
2022-03-31,0.08888063725441786,0.014130109911898581,0.03222926591538423,0.03890678217878872,0.052332919215401244,0.003894182472394279,0.012618820509981166,0.014285889953538045,0.031171299620323577,0.052433841745444965,0.004035881782253653,0.0016911532291354933,0.0032954009462888897,0.0005887147585884022,0.0029319778961819356,0.0022095917562603667,0.0035093516128841115,0.4320057709337634,0.0023548590343536093,6.371371846194829e-20,0.0012500631562234255,0.002381618796107627,0.03945153447163838,0.00457209643682941,0.010795652456192515,0.005464343350170533,0.010391707481143765,0.0015616232395023525,0.022478199873375352,0.00041993711838270116,0.1077267728931514
2022-06-30,0.050953755220990674,0.0199710412824494,0.036508365615839825,0.04594330262425993,0.08159847591656605,0.004929304023601025,0.02423605931205825,0.019089069523096438,0.042317093711032754,0.07349229961374222,0.006190032030096684,0.0021244885162974166,0.0036452693920320588,0.0010417212178513648,0.0033740821836892305,0.0035922397430798426,0.004817960632562563,0.2761693532977695,0.001585227940208599,9.435880596479755e-20,0.0020041810386922996,0.002925122984908724,0.09511367641251593,0.0028647333490912537,0.004071771194992944,0.00468434856331641,0.015736689864779108,0.0023127343341971876,0.01803196781987281,0.0006219188901139806,0.15005371375029544
2022-09-30,0.04936134136977106,0.013643783262988284,0.03585947196322087,0.050903883287576404,0.0790702873621906,0.0055037895627294735,0.021487094734389197,0.01705454911551161,0.03183292337710965,0.0737273335034243,0.006514051682764121,0.002399372535082288,0.004615285418073594,0.001048928504107635,0.004044544908485616,0.004134012339718327,0.005651873586838786,0.27213678768113686,0.001727646947941987,1.0283612785368972e-19,0.0013512667199974827,0.0033236636522312514,0.06626760078891765,0.00312210484163802,0.01082987829652777,0.00679829074015172,0.016052719557960962,0.0025205134936939345,0.01814029295339086,0.000947840590427458,0.18992886722200236
2022-12-31,0.0385135295796745,0.017280853272271343,0.03253723448968066,0.05425384166875887,0.08056181974082964,0.005045830542032718,0.022336730822020496,0.019708656870238764,0.026970634047679305,0.07079121637001388,0.006034567734749173,0.0026937144021957848,0.0034383093074028255,0.0010984728436637596,0.0036566642751067182,0.003486311677603579,0.005807170460100486,0.1919531059263838,0.0013128090082810788,1.116334190715203e-19,0.001386487064868282,0.002764043456210843,0.1133302470414074,0.002156757656461772,0.005690625170589818,0.004810507294629953,0.012639693874372885,0.0027361351014429623,0.017066517107654024,0.0010289252235822026,0.24890858797009258
2023-03-31,0.037924419599735776,0.014584412667811434,0.03149045937025016,0.04699330254749868,0.08322706251406363,0.004819149435514251,0.02102167067291441,0.01366719134276739,0.03386156003913799,0.06881798158324227,0.006645897275828481,0.003216430485473243,0.0029745936068662324,0.001094861504966285,0.004001740785822554,0.003973819618928836,0.005988760521140885,0.20537161479210655,0.0011080526074357584,1.0992585391227762e-19,0.0015037856815199578,0.003324157822307275,0.1266345837069438,0.0018203721407873171,0.005144529963094592,0.004381424685235562,0.013966079739554872,0.002694282679389924,0.014866372483096423,0.001414745739851013,0.23346668438671425
2023-06-30,0.05018861508908165,0.013754817322851439,0.038083748487283776,0.045169753580173486,0.07089309176716414,0.005487288583072927,0.019615906528723255,0.013000001463834607,0.04657608039881546,0.0632188342815845,0.0058649579116182675,0.003369329026313681,0.0028753894061453035,0.0010414137630984444,0.003273970657644426,0.0045671639731064305,0.005696407812610768,0.22186818336661462,0.0012296210696825004,1.0455961476892012e-19,0.001258897761817798,0.0028649334446684107,0.05495653352254441,0.001731507220573317,0.005420370429620819,0.004958007813112654,0.011527697528273442,0.0025627561579862315,0.018444316045237504,0.001345682242076002,0.2791547233446697
2023-09-30,0.04440184589191059,0.013848782623873493,0.05587742640776817,0.047310932346897844,0.07298316098272002,0.005650772847301541,0.01893611135778803,0.015443472367251238,0.05394569092844769,0.07518304278194406,0.005725490436250687,0.0031476315442962,0.002604908292325421,0.0011636345819948982,0.003533570347324507,0.004427935804117429,0.006185636462183406,0.19916524529723206,0.0010288979461849626,1.0207320894692091e-19,0.001494351778982922,0.0025702034012834683,0.06430612163656016,0.00169033234016101,0.005075896534512482,0.00474150470200237,0.013254206181757678,0.0015127249565933675,0.015004761715197372,0.001313682199146872,0.25847202530598995
2023-12-31,0.04347088521937116,0.015765958550096933,0.06113093233974069,0.04238411308888688,0.07273300109846786,0.005580833645305936,0.02077804811378276,0.01538786535079607,0.058529924374114986,0.07925363388137353,0.005977971232417191,0.002759055684030421,0.002891848888164834,0.0009936202335856265,0.0036223667640656,0.005896515073684702,0.006272227724509267,0.19387517997722745,0.0006955341635099386,0.05195805804791505,0.0014759400553053161,0.0028897788460115308,0.04620334086173164,0.0014283290857793382,0.005291027743843461,0.005012193065793495,0.012606556713617637,0.0015339012355978108,0.013084736451030718,0.0013320721256507306,0.21918455036459136
2024-03-31,0.03559328159469583,0.012635614966117023,0.06735754747322382,0.04353332133505106,0.08359565886084706,0.006571067371328462,0.019024152688241914,0.014471863237104919,0.047544410376299466,0.07816284638195205,0.005271182474525249,0.0026010475011508495,0.0017066522200533648,0.0010185154425559116,0.0029235773912935545,0.006143947992192113,0.005530648370868122,0.1823052289998726,0.0006132996213239899,0.046681957783812615,0.0014365083392320831,0.0020826632974127153,0.04599747159929923,0.001259454579504622,0.004748691353680035,0.004952394442191217,0.010972313537749506,0.0013525447005984417,0.01609911505975473,0.0011745782926249626,0.24663844271544252
2024-06-30,0.02784324869722323,0.013258689855820585,0.1085886699191706,0.040173830263136374,0.07354153306695152,0.00678844920618014,0.01842515933630534,0.013694812360811378,0.0392404184972866,0.08321153753513,0.005821448759362292,0.0028550378822866994,0.001886269610154742,0.0009334117658497693,0.002996110342352631,0.004149969924871844,0.004916322198538273,0.19402766735007845,0.0005939893055407623,0.037433701026266794,0.0012940481299280892,0.002121390376931294,0.039457861010922066,0.0007318796800412962,0.00503618075483489,0.005074896129213888,0.01307085841619646,0.0013099585577550739,0.012993516058704174,0.0011375955896294064,0.23739153839252528
2024-09-30,0.023881558085919657,0.013002181624556259,0.10340714651203212,0.047763116171839315,0.07698706725179434,0.006580696005897862,0.016686133084847198,0.013864748122533622,0.037263191133396635,0.08565518833483184,0.005825331168661736,0.003024997357549823,0.001945904732926787,0.0008066659620132861,0.0033274970933048053,0.0036618389065076816,0.005519293424301432,0.13785151773935403,0.0005943854456940005,0.04510960971784824,0.0017513142596341084,0.0019812848189800013,0.036618389065076806,0.0007323677813015361,0.005515047813975046,0.0045693381137726285,0.014704848265867198,0.00131083218827159,0.016902836111923135,0.0011383542687621706,0.2820173194366252
