,WCS_capital,WTC_capital,VST_capital,VSG_capital,VTO_capital,VSC_capital,VNT_capital,VNL_capital,VNA_capital,VOS_capital,VIP_capital,VFC_capital,VFR_capital,VNF_capital,TMS_capital,TCO_capital,TCL_capital,SWC_capital,STG_capital,VGP_capital,SGS_capital,SSG_capital,TJC_capital,SFI_capital,MHC_capital,PVT_capital,PTT_capital,PTS_capital,PSP_capital,PSC_capital,PRC_capital,PJT_capital,PDN_capital,PCT_capital,NOS_capital,DXP_capital,GSP_capital,GMD_capital,HTV_capital,DL1_capital,HCT_capital,HMH_capital,DNL_capital,DVP_capital,CLL_capital,HNB_capital,CAG_capital,CIA_capital,ACV_capital,CCP_capital,DOP_capital,HAH_capital,CCT_capital,EMS_capital,DDH_capital,ASG_capital,CMP_capital,CDN_capital,TAB_capital,CCR_capital,TUG_capital,CPI_capital,IST_capital,SGP_capital,ISG_capital,VSM_capital,GIC_capital,ILB_capital,HHN_capital,DDM_capital,NAP_capital,NAS_capital,NCT_capital,PAP_capital,PHP_capital,PLO_capital,PNP_capital,PSN_capital,PVP_capital,QSP_capital,QNP_capital,CQN_capital,PQN_capital,RAT_capital,DS3_capital,SAC_capital,SGN_capital,TNP_capital,PDV_capital,TSG_capital,VIN_capital,STS_capital,VMT_capital,SHC_capital,TBH_capital,TCW_capital,TOT_capital,TR1_capital,TRS_capital,VPA_capital,VGR_capital,VMS_capital,VLG_capital,MVN_capital,VSA_capital,VSE_capital,VTP_capital,VTX_capital
2016-09-30,0.005778920959684445,0.0008146496507044151,0.002007529496378737,0.00016002046710265295,0.008717478628296799,0.08754603376664614,0.010432170669877682,0.0028237793517541785,0.0008490782966568041,0.004718179226996404,0.006892396709940405,0.011186158016234998,0.0060007675163494855,0.01430333246986936,0.07179238246326973,0.003187341003906343,0.006443490808666826,0.013568135405633942,0.0414461980640239,0.003477826642748295,0.001679342065666387,0.00010304348260398107,0.00121979237877795,0.006553080583106823,0.004049972549216235,0.07492061287644937,0.0016282082527694938,0.00037745433815971225,0.007962230514622914,0.0012324485429942508,0.00011201432697185708,0.0031876077046848472,0.012541240426290647,0.009601228026159177,0.00018911509748495352,0.020114451487176884,0.00809839338481208,0.15578428891899,0.0035827127852764884,0.01720016358940843,0.00045387623396388833,0.002203433340952894,0.0008194502647174947,0.03532088128411286,0.012134400511444812,0.006896154766364785,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.0007737474494919642,0.021469170214352754,2.4245525318583783e-20,2.4245525318583783e-20,0.0007157279074045932,2.4245525318583783e-20,0.0,0.03365230423168792,2.4245525318583783e-20,0.006623271378904125,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.04226911543886196,0.0004907294324481356,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.0004732726542187554,0.0,2.4245525318583783e-20,0.027156200633079764,2.4245525318583783e-20,0.11012390336276709,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.0017648802789903507,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.001138666851061969,2.4245525318583783e-20,2.4245525318583783e-20,0.03702121997470513,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.003573547976706064,0.0030112942445681056,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,2.4245525318583783e-20,0.0027500487092603654,0.002562752026174306,2.4245525318583783e-20,0.001723856850151307,0.0015871605784051315,2.4245525318583783e-20,0.003548526594577285,2.4245525318583783e-20,2.4245525318583783e-20,0.007459135864262301
2016-12-31,0.0017547268948922825,0.00020411192297197412,0.0005847912533591507,7.768965926268911e-05,0.0021443758495761516,0.021005278058882897,0.0028548124700519604,0.0008285390279476895,0.00023773035734382864,0.0010085530311556368,0.0018577716338597945,0.0029362453583518518,0.00197049226675366,0.0036650379265025447,0.019370574624855173,0.0008941302884542888,0.0018151270736208752,0.0036964739877187475,0.015030794944959874,0.0014119318674401117,0.000764805256567098,3.9904234075835764e-05,0.00037658296653514395,0.0016729549971701541,0.0012473427929439566,0.017499666375883686,0.0007050336578089037,0.00011588472083474572,0.0018193505660062468,0.00047139260162081106,2.6866496712297212e-05,0.0009777879260876117,0.0037499385986840706,0.0026485111112280377,4.131677333515739e-05,0.005647791034027116,0.0019340770046483487,0.04181257461517928,0.0008419440255186516,0.004822875169279587,0.00013221367467250363,0.000615641110782735,0.00022412760427656145,0.010314361671566468,0.003534738242526422,0.0012057081982754516,7.062696296608101e-21,7.062696296608101e-21,0.7164978264375579,7.062696296608101e-21,0.0002253918269136543,0.0063224833485457915,7.062696296608101e-21,7.062696296608101e-21,0.0002148472213428184,7.062696296608101e-21,0.0,0.009096682203068267,7.062696296608101e-21,0.001929352060825918,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,0.009990904306574414,0.00014294897304334794,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,0.0,0.00016371330015537574,0.0011008977852337877,7.062696296608101e-21,0.007386902307407598,7.062696296608101e-21,0.029838761821761768,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,0.006327949875479367,0.0003737578880165007,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,0.0003491938302968978,7.062696296608101e-21,0.00010452790518979989,0.01548075932601678,0.0005400631977127316,7.062696296608101e-21,7.062696296608101e-21,0.001485814733398929,0.0008009097600353587,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,7.062696296608101e-21,0.0007322250385508448,0.0006718742986963286,7.062696296608101e-21,0.0005155062026894252,0.00036806535480143454,7.062696296608101e-21,0.001007790259955603,7.062696296608101e-21,7.062696296608101e-21,0.0017382708125211856
2017-03-31,0.0016590540897499547,0.00019350888182332235,0.0005544129901374079,0.00011784623944949735,0.0021185807697033385,0.020547831009831787,0.0029399288838119777,0.0007958839522548638,0.00013204135465591407,0.00105927699323355,0.0018071319071036838,0.002387658552573651,0.0010646336404812543,0.004058356654278303,0.018953799921859905,0.000870220824434882,0.0018745185294798056,0.004753475375994787,0.013163960611233623,0.0012388318089766022,0.0005071673614126549,3.783132118691249e-05,0.0003529896620056023,0.0017569267307745743,0.0011971102227260446,0.018330714714006928,0.00047727726977046423,0.00011623924527518601,0.0016177074688067362,0.00041219400571085557,4.740632814218416e-05,0.0008553025618500251,0.003696354433278438,0.002762021237097594,5.222731066511815e-05,0.004841023079449456,0.00205150215454396,0.050811950546093436,0.0008025931529326135,0.003946576817836831,0.00020676658376139078,0.0005708043307153835,0.0002110452057504947,0.009438412450455198,0.00360154177699407,0.0011150865617455706,6.695809059630532e-21,6.695809059630532e-21,0.7128043621856861,0.00018882181548158096,0.00021368335451998912,0.00606714624283088,6.695809059630532e-21,6.695809059630532e-21,0.00020368651159396073,6.695809059630532e-21,0.0017333842661209132,0.008378867624859261,6.695809059630532e-21,0.0025607786958103985,0.00011009918836750483,6.695809059630532e-21,0.0006900031235949262,0.010992623561949457,0.00013552317536692194,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,2.718498478209995e-05,0.00016337774105498493,0.001043709237169909,0.0011237308512415535,0.0069242298898907675,6.695809059630532e-21,0.02614298297624025,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,0.0033398494715165296,0.00042665695327965744,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,0.0003749050450577731,6.695809059630532e-21,0.00013980849316508548,0.018707420931701742,0.0002177343190010656,6.695809059630532e-21,6.695809059630532e-21,0.0015588847862178822,0.0008135408007451096,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,6.695809059630532e-21,0.0007181255216453745,0.00040442686720168405,6.695809059630532e-21,0.0005007795595697675,0.00039078080833815707,6.695809059630532e-21,0.0010290788943746164,6.695809059630532e-21,6.695809059630532e-21,0.0017660865975681489
2017-06-30,0.001568395557139652,7.773716842351167e-05,0.00048762405647475514,0.0001413403062245667,0.0019762908317850036,0.021557994452495774,0.0029552073681369793,0.0006730561136820127,0.00019222281646541072,0.00201474181963746,0.0017911350306308216,0.0013246156516991436,0.0006649418951928479,0.003961158450334089,0.021318486879038874,0.0009406904080776036,0.0018529071690103311,0.0033969729198012354,0.01427898795560871,0.0011260068232161321,0.0005754349339964541,3.629876046221826e-05,0.0003270871668411427,0.0017036389565184408,0.001078747764462136,0.022070931272903473,0.0002840940155113791,0.00011908563255357127,0.0016549664947021992,0.0004056723771020018,4.749034289145441e-05,0.0009630286010204588,0.00461154871854518,0.0026501307417106253,6.263945389497841e-05,0.003744406666179342,0.0023589183144130275,0.060589505489972294,0.0007700798093458039,0.007771262660670361,0.00018091559196744536,0.000539457401502928,0.000234817645113996,0.009454381574548741,0.0034687480971258206,0.001607007158976454,6.424559373843941e-21,6.424559373843941e-21,0.6839283955103689,0.0002032216621134315,0.00020502696329748168,0.0051589597245529275,0.0018309994215455231,6.424559373843941e-21,0.00019751665338945808,6.424559373843941e-21,0.0016631642324632238,0.007524251201864808,6.424559373843941e-21,0.005531095901723464,9.314968636136329e-05,6.424559373843941e-21,0.0007179445100270604,0.012117592719144516,0.00014699391847354938,6.424559373843941e-21,6.424559373843941e-21,6.424559373843941e-21,2.6083711057806396e-05,8.621758679698568e-05,0.0011506064610585806,0.0011795234028002524,0.006562931533637791,6.424559373843941e-21,0.025251987601268563,6.424559373843941e-21,6.424559373843941e-21,0.003217419334421045,0.003237862282348617,0.00037814956474445437,6.424559373843941e-21,6.424559373843941e-21,6.424559373843941e-21,0.0003597175039008961,6.424559373843941e-21,0.00011692698060395971,0.018950362171043122,0.00019887865997671303,0.0018897520170193258,8.305027902568061e-05,0.0012205056670460026,0.0006071208608282524,6.424559373843941e-21,6.424559373843941e-21,6.424559373843941e-21,0.001369716058503528,6.424559373843941e-21,6.424559373843941e-21,0.0007191009307143522,0.000417146640143687,6.424559373843941e-21,0.0005279060437487566,0.0004324242423346879,6.424559373843941e-21,0.0011015292520017866,6.424559373843941e-21,6.424559373843941e-21,0.001985959793642639
2017-09-30,0.001178608599404106,7.671646958188354e-05,0.0003934310838692541,8.55284964933161e-05,0.0015903946169753501,0.015520529695291828,0.001991124132545367,0.0004948056781674228,0.00012513078214234247,0.001306253400988828,0.0013883348398962014,0.0014752162416976841,0.0006375760647683564,0.0027736943248234834,0.01677044314304515,0.000782243628927869,0.0013494012315833951,0.002939044234498652,0.009217623775984842,0.0009084992403877297,0.0005359371096628448,2.928703061740824e-05,0.00023626599213123322,0.0013096123383056562,0.00085233034414521,0.01775219106124785,0.0002591513443747478,9.782386580738555e-05,0.0013352812543441352,0.0002955864838809005,3.607747488445334e-05,0.0008699336637871072,0.004602988174913013,0.0015550635726057475,4.043165288774944e-05,0.0028379184503721008,0.0019669066091746535,0.04974399558594169,0.0006641054493170105,0.010745613691791523,0.0001494934447798325,0.0004166741007344681,0.00018990436348661384,0.007594930488606471,0.0028039869632178437,0.0007514585537355174,5.183545242019159e-21,5.183545242019159e-21,0.7531327351777846,0.00018822489482819965,0.0001654224793085574,0.00412469208834142,0.00147731039397546,5.183545242019159e-21,0.0001578700538909355,5.183545242019159e-21,0.0013418954580729514,0.00690214966701061,5.183545242019159e-21,0.0017754160808439818,6.647896772889571e-05,0.00032163898226728873,0.0004058715924501001,0.009350814970978524,0.00011403799532442148,0.00011667123630736721,5.183545242019159e-21,5.183545242019159e-21,2.104519368259778e-05,5.691532675737036e-05,0.0008135574257349068,0.0010372947890161797,0.0057053312731712895,5.183545242019159e-21,0.018526560884953094,5.183545242019159e-21,5.183545242019159e-21,0.0008646153463687956,0.0015104695328886566,0.00032805621127690853,5.183545242019159e-21,5.183545242019159e-21,5.183545242019159e-21,0.0002718821314891469,0.0005490929474870894,0.00012233166771165213,0.014027347285785304,0.00016892655589216234,0.0010244706980874244,6.700768934358165e-05,0.0009173320014801303,0.0004898450253708104,5.183545242019159e-21,5.183545242019159e-21,5.183545242019159e-21,0.0009506621973863136,0.00027802463260093955,5.183545242019159e-21,0.0005963668800943042,0.000446147738980589,5.183545242019159e-21,0.00028924182450466905,0.00037539234642702736,5.183545242019159e-21,0.0007411121974324472,5.183545242019159e-21,5.183545242019159e-21,0.001502191411137152
2017-12-31,0.00077379610202407,5.256911778726755e-05,0.00022057717666144018,4.297880575850928e-05,0.0013054901048332645,0.009280395767597819,0.001313098419042746,0.0003495775293504931,0.00011352087868115342,0.0016708454734547739,0.0010705629798028675,0.0008367937961507575,0.0005594348683442324,0.0020470201348316897,0.008358738365894805,0.0006090878208812737,0.0009085719537348862,0.0019376799218015915,0.006284851149512918,0.0006593872314884019,0.0005871828378141063,2.006861591203119e-05,0.0001618986749151118,0.0009072861415295489,0.000675211246335853,0.015388969878087322,0.00020278181989696648,6.385016630702171e-05,0.000971818285580838,0.00018566844087676007,2.361347939525369e-05,0.0006129168417579409,0.003063465339053016,0.0014065790975512128,2.7705345860857223e-05,0.0021276284834171122,0.0013936002086056263,0.03127784365059222,0.000455070961666834,0.024323077238163772,0.00010783773081225964,0.0002832480897856665,0.0001328791011095729,0.00491308133265868,0.0020518294987157413,0.0006158223511059129,0.0007043764508055324,0.002467569525162412,0.8109985562886355,0.00016222545591757323,0.00011335393621250468,0.002563579204472537,0.0010123107141467062,3.5519674180586186e-21,7.288637141856284e-05,3.5519674180586186e-21,0.0009183682798738919,0.005014454482770074,3.5519674180586186e-21,0.0011713322954531905,4.430724157286321e-05,0.00015557617291096746,0.00042197372926536383,0.006484372263320107,6.876608921361486e-05,8.997133469942479e-05,3.5519674180586186e-21,3.5519674180586186e-21,1.4420987717317987e-05,3.0333801750220595e-05,0.0005208249825099351,0.0007388021190213565,0.005360345069940621,3.5519674180586186e-21,0.012056300928419646,3.5519674180586186e-21,3.5519674180586186e-21,0.0007061311227100532,0.0009760984063195985,0.0001756945163668515,3.5519674180586186e-21,3.5519674180586186e-21,3.5519674180586186e-21,0.00012741617522059873,0.0003716991824301621,0.00010030755988597536,0.010835312128461996,0.00011071127245346905,0.0007794863538277998,4.5916282813243756e-05,0.0006285916739738336,0.00020139655260392365,3.5519674180586186e-21,7.911652226983765e-05,3.5519674180586186e-21,0.0005384782605776865,0.00022025039565897877,3.5519674180586186e-21,0.00040796121780112266,0.0003057178356723053,3.5519674180586186e-21,0.00015887950260976198,0.00021436123367983757,3.5519674180586186e-21,0.00049481747707491,3.5519674180586186e-21,3.5519674180586186e-21,0.000960736147236495
2018-03-31,0.0007688542441944024,5.4095758564664394e-05,0.00020176255897091044,4.8247568449565536e-05,0.001311277532488643,0.008973345948805379,0.0012201736958518687,0.0003566372536940158,0.00010190471275559751,0.0011206594308058176,0.0010615927106433192,0.0010884139725586914,0.00027413391164525877,0.0017577064351623577,0.008217818267835757,0.0006889752774597958,0.0009890459122655181,0.0021362012994115558,0.006266160262624968,0.0005265783482011446,0.0006073930253541668,2.0651421343942825e-05,0.00013265157228572972,0.0008903869450238004,0.0006137310013914053,0.017306256598106282,0.00036004747955488284,6.345286274882255e-05,0.0008114363784699659,0.0002529049815274499,2.6448439795534563e-05,0.0005915809813304684,0.0030766962683652873,0.0013396010482398311,4.276489021666036e-05,0.002410547207948487,0.0014071403338315788,0.030370309189096292,0.0004745111805826551,0.015713268092654505,0.00012595539460394156,0.00028211669115236874,0.00012447872659987908,0.004817446607312681,0.002368663201367913,0.00037918202658772187,0.001932380908543895,0.0017490949752178746,0.8160897833445501,0.00019263938239135622,0.00011664580696446856,0.0021370237011464916,0.0010417088642519833,0.0013662834156399695,6.42131274637854e-05,3.655118821936784e-21,0.0009450382816493993,0.00481631352047788,3.655118821936784e-21,0.0012053485339100932,3.651463703114847e-05,0.0001867765718009696,0.00041613527787750273,0.009147267467709597,6.1113586702783e-05,8.985013088085001e-05,3.655118821936784e-21,3.655118821936784e-21,1.4839782417063338e-05,3.1214714739340124e-05,0.0005901737605840227,0.0007723923992140372,0.00499218321771419,3.655118821936784e-21,0.011940286309185548,3.655118821936784e-21,3.655118821936784e-21,0.001141859119973051,0.001288721794238471,0.0001255314008205969,3.655118821936784e-21,3.655118821936784e-21,3.655118821936784e-21,0.0001311164223805163,0.00041886565163748956,0.00012661331599189018,0.009683067680698487,0.00011652153292452271,0.0007707146996747681,4.7249721011176796e-05,0.0007186146359868812,0.00019145512389304872,3.655118821936784e-21,6.0667662206506725e-05,3.655118821936784e-21,0.0005811638926879485,0.00011971245165607351,3.655118821936784e-21,0.00042717373671975187,0.00031459607700409895,3.655118821936784e-21,0.0002822482754299584,0.00020605366846786422,3.655118821936784e-21,0.0005225869584475898,3.655118821936784e-21,3.655118821936784e-21,0.0010170368122039098
2018-06-30,0.0008044895246290628,6.185166215329938e-05,0.00017301748737476986,7.355332796608575e-05,0.001425818725123487,0.009121231184416165,0.002025031777231745,0.00039362732127668653,0.00010798965878657134,0.0009595365966484821,0.0011880325174749447,0.0012303382185545292,0.00035731872392615516,0.0024177522194079406,0.008221531891734638,0.0007150762603202898,0.0010475498402260826,0.002958452763285905,0.006753750157173228,0.0006998682739300291,0.00047120936561546026,2.3612289943658204e-05,0.00022894309162716528,0.0010500406233776613,0.000716267322733377,0.014654664763970243,0.00021445392185111872,7.676292773187856e-05,0.0009411482646569607,0.000316245876923275,3.234674763963089e-05,0.0006961697116999164,0.002815796919528954,0.001498231140672826,2.444812321600009e-05,0.0023080616399121534,0.0016396792053512427,0.028288359185774877,0.0005507556181442373,0.014961423933252439,0.00015897548839942624,0.00038033757224645065,0.00015454557205601423,0.004570336333165418,0.002632958391204167,0.0005355810650848704,0.005591348466994646,0.0021866484987717715,0.8047220952370919,0.0002698069803119599,9.172852247316e-05,0.0022102273553845364,0.001191062413087184,0.0010908877953970091,7.567634447783413e-05,4.179166361709418e-21,0.0010805318211526934,0.004530425294411094,4.179166361709418e-21,0.0019331151922723079,3.1255985219224737e-05,0.00024406331552382997,0.0005497693348828738,0.010115241724382388,6.987566156778145e-05,0.00010031670934647284,4.179166361709418e-21,4.179166361709418e-21,1.6967415428540233e-05,5.608441257414038e-05,0.0006747890965934111,0.0009500791431719339,0.00542653050402155,4.179166361709418e-21,0.012476942964547082,4.179166361709418e-21,4.179166361709418e-21,0.000996313260631525,0.0016381747054610275,0.0002816423794483211,4.179166361709418e-21,4.179166361709418e-21,4.179166361709418e-21,0.00018270897416757401,0.00020435705592122878,0.00011735099143680042,0.010812360106846412,0.0001332276444449345,0.0010828721543152504,5.8558479060272345e-05,0.0009324764944564136,0.0001895669861671392,4.179166361709418e-21,8.464065632370082e-05,4.179166361709418e-21,0.0006452632862479341,0.00020685201823916928,4.179166361709418e-21,0.0005701845625598243,0.00035970084875232956,0.0029760888453323185,0.00027419510499175485,0.00024805859856562415,4.179166361709418e-21,0.0005975121313990423,4.179166361709418e-21,4.179166361709418e-21,0.0010452512987271423
2018-09-30,0.0007618692148793766,6.374933925209766e-05,0.0001783258543943813,8.054815162258286e-05,0.0016106701300821204,0.011476483413634456,0.0019877733160850023,0.00042210246621684534,0.00010398034118551605,0.0011457651514228363,0.0012510377089445437,0.0019727405327073116,0.00038766490085735065,0.0013094588095037463,0.007773706420483259,0.000742653957960214,0.0011057064450009102,0.003213966012272376,0.007401315516719688,0.0005395778533399844,0.0006047572453374671,2.433674099826701e-05,0.00020225770094064172,0.0011292247823195896,0.0009050037110514851,0.01985791917702842,0.00037525962402991544,7.911809887719796e-05,0.0009217809864830338,0.0003076508653203935,2.4655487694527497e-05,0.0007239642023511022,0.002750783988728014,0.001578657624046878,3.359762474097039e-05,0.0021956866171903735,0.0018460257987804054,0.03315077633191548,0.0005879670477425564,0.015246627951779085,0.00016092400773367354,0.0004283955597740963,0.00014706283383412964,0.004638195169368836,0.0025746118282272846,0.0005331899972514127,0.005762897194511756,0.001856634894900535,0.78984014202767,0.0003721583048230566,0.00010142606022764484,0.002335513039541833,0.0012276055193816103,0.001457232362322781,7.799817805249895e-05,4.3073877873038966e-21,0.001113683727182997,0.004946604134939794,4.3073877873038966e-21,0.0027839078008123808,5.3730355258828806e-05,0.00025155144677854757,0.0004910422077526442,0.00874855011711809,7.201952380372114e-05,0.00010354098763121105,4.3073877873038966e-21,4.3073877873038966e-21,1.7487994416453818e-05,5.780514410561829e-05,0.0007612446436502177,0.0009177363493507555,0.004930572037595449,4.3073877873038966e-21,0.013240048580614717,4.3073877873038966e-21,4.3073877873038966e-21,0.0010268812484932489,0.0015186987860476076,0.0003586675662732208,4.3073877873038966e-21,4.3073877873038966e-21,4.3073877873038966e-21,0.00018831468667313903,0.00013043200958734927,0.0001314614752685149,0.011477422424172089,0.00014710160032421535,0.0007943641483467972,5.127514422006558e-05,0.0009457085256415068,9.885454971862443e-05,4.3073877873038966e-21,9.40905788258663e-05,4.3073877873038966e-21,0.0006418007803082805,0.00013592392901616172,4.3073877873038966e-21,0.00043256941853999373,0.000390249333529733,0.0032827980691134927,0.0001690218967738049,0.0002599508529637901,4.3073877873038966e-21,0.0006480335704365092,4.3073877873038966e-21,4.3073877873038966e-21,0.0009977202331732014
2018-12-31,0.0007121490457435262,8.83405780356496e-05,0.000187142540312363,7.671681776780099e-05,0.0013652455147396257,0.010089981852985472,0.0016690557368603854,0.0003288826730185092,8.562836730648494e-05,0.000884180697707686,0.0010749072307693025,0.002649341684462644,0.00026153460602659426,0.0010526051094020567,0.007851931427253628,0.0006405001874525073,0.0009712039162463129,0.0033772021795015453,0.007160391308464996,0.0005878135567451053,0.0005283696467353276,2.1891415171114926e-05,0.00023158405040310425,0.0009150844016731396,0.000682605321729411,0.014841837043870086,0.000469890508827781,7.355515497494615e-05,0.0008291615657732025,0.0002491204300605319,1.9946372619628253e-05,0.0006299961827571281,0.0026664906054444768,0.0015343363553560196,3.022177669640645e-05,0.0020493348031965656,0.0016296124436848188,0.028985706029523425,0.0005024951563790965,0.013245577042980482,0.0001590130404641693,0.00039179821276161795,0.00012778774579797194,0.003882335929461444,0.002020829468433044,0.0006526160202383615,0.005701431163859219,0.0012360784160565356,0.7417717338357278,0.00037475003103543987,0.00010835281863012903,0.002049144948445524,0.0011042572254456203,0.0012994201603427988,6.430264180173864e-05,3.8745867559495445e-21,0.0010017821549242667,0.004480262157639577,3.8745867559495445e-21,0.0012805702957751043,6.203600854950815e-05,0.00028284483318431676,0.0006218711743299019,0.006914103201323064,6.478309055947637e-05,9.471814783594257e-05,3.8745867559495445e-21,3.8745867559495445e-21,9.60122598124297e-06,4.2542962580326e-05,0.0006847557173789631,0.00074319610941895,0.0040717334792657696,3.8745867559495445e-21,0.01345543241085622,3.8745867559495445e-21,3.8745867559495445e-21,0.0009237014826183715,0.0015187837641176382,0.00029040802653193033,3.8745867559495445e-21,3.8745867559495445e-21,3.8745867559495445e-21,0.00012481593775615863,0.0001040597765045369,9.53148341963588e-05,0.009350695201603275,0.00013232101230243289,0.0006812530909515846,6.870417235649732e-05,0.0007548469917940902,0.0001046138424106377,3.8745867559495445e-21,8.630254540202014e-05,3.8745867559495445e-21,0.0006331074759221556,0.0001386637108219223,3.8745867559495445e-21,0.0004173123665495457,0.0004329463241098021,0.0029235151924871454,0.00011960849315616244,0.00022997997148614115,0.05391469647804713,0.0005861978540678745,0.0004331168059270639,0.01905631804839855,0.0008730606337181109
2019-03-31,0.0007834131516634451,0.00014854429905469254,0.00019081621394525668,6.0839952272400675e-05,0.001568813478391372,0.01046933898703471,0.0018231442321212643,0.0003331105906301481,8.730928215714644e-05,0.0008738829508217553,0.0011771938167771813,0.0026506070894884277,0.00028444653010473045,0.0009104619844639732,0.008995957319493474,0.0006804079519492697,0.0010320273202674825,0.0034726575614910985,0.006504837819176268,0.0005509729288128629,0.0009176245061178604,2.232115132071843e-05,0.00014337685375778996,0.000948629177899276,0.0006891309788724814,0.016384910263282766,0.0002314091041789526,7.632648557810267e-05,0.0008596606243165189,0.00022755722408378438,2.223423710318643e-05,0.0006846627979620862,0.003664579956386763,0.0011022303041558306,3.0815040761345805e-05,0.0022552145607040983,0.0017780357532221557,0.02994724180575128,0.000529437956096184,0.01358530850106698,0.00016213452215969637,0.00038533023278187486,0.00014609489837879073,0.0036393353268399683,0.0025239098642042793,0.00046876393096634435,0.005813352255137919,0.0010424056679700536,0.7200386227819613,0.00017920131396598018,0.0001446450112045069,0.002089370381714286,0.001125934181664558,0.0011872087050246187,6.556492518914037e-05,3.9506462514545904e-21,0.0010214474896060872,0.005291772134435879,3.9506462514545904e-21,0.0011740728062385323,5.77070897949972e-05,0.00028839717635618505,0.001261638880402023,0.007289096409137525,4.171882441536047e-05,8.690631623949806e-05,3.9506462514545904e-21,3.9506462514545904e-21,9.789701411104473e-06,5.783746112129519e-05,0.0006981977120195697,0.0008417286409811665,0.0041164706772131455,3.9506462514545904e-21,0.012169333674205631,3.9506462514545904e-21,3.9506462514545904e-21,0.0012405029229567413,0.0015035329997323363,0.0003490158924385043,3.9506462514545904e-21,3.9506462514545904e-21,3.9506462514545904e-21,0.00012726611834435814,0.00010356619148188207,0.00010287482838787752,0.009939233371722029,0.00015006529786150256,0.0007468538712524842,5.584633541056208e-05,0.0008744360412969589,0.0001493344283049835,3.9506462514545904e-21,9.598095067908927e-05,3.9506462514545904e-21,0.0007103261960115353,0.000186091241028517,3.9506462514545904e-21,0.0004555490192552287,0.0001431714201527143,0.0034385437311097887,0.00013973435791394886,0.00024347042718464342,0.0568703192150616,0.0006316846317300802,0.00019619699413973786,0.02952573945589109,0.001903184325175734
2019-06-30,0.0008976780014968528,0.00012191785963707011,0.00017168025132567014,7.03782396738772e-05,0.0014228454021824935,0.008012626567088805,0.001954801814877079,0.0003758837800763896,0.0001994050124093187,0.0007215546794847006,0.0009130510260720811,0.002837721712781712,0.00020260402330358587,0.000918311621764876,0.007955392707733816,0.0005044946813955763,0.000994010882892884,0.0029574500271844838,0.004821762487232393,0.0006143807056136528,0.0008844625320469804,5.52717993398379e-05,0.00016965421109263427,0.0008708134188981072,0.0005767283473881286,0.014134367556967987,0.0002275563082788696,6.329776222789925e-05,0.0007976200496372749,0.0002661577064030265,1.7146698393271896e-05,0.0006753005364101469,0.0036521685597228327,0.0007855348973700435,2.0793570812736442e-05,0.0019460151982874914,0.0016062731324032224,0.026443663854191078,0.0004484053570494258,0.01196999498395092,0.00016713054694271243,0.00031529451373896986,0.00013923872640125208,0.003342610938854249,0.0021958721669559527,0.00044370281103485313,0.005239190755455665,0.000983731394552639,0.7418470363794364,0.00010578062690376693,0.00016822887401641082,0.0018496574356956156,0.0010130201165179293,0.0010905428138556698,6.065324655530508e-05,3.554456549185717e-21,0.0009190118497050656,0.0049405524251061785,3.554456549185717e-21,0.0010833272670608227,5.403129400417209e-05,0.00025947532809055733,0.0006605957496661656,0.004958946737748216,3.753506115940118e-05,7.529049862485186e-05,3.554456549185717e-21,0.0011399319876066053,8.807943328882206e-06,3.902793291005918e-05,0.0006220654406729924,0.0008210403638398596,0.00390108004294921,3.554456549185717e-21,0.01005395807219926,3.554456549185717e-21,0.0003988704505799737,0.0007976200496372749,0.00175452240615666,0.00042418884457982354,3.554456549185717e-21,3.554456549185717e-21,3.554456549185717e-21,0.0001233112066043509,0.00010040628860139814,0.00010833983561918066,0.008586447369019699,0.00013501603202081944,0.0009210023453726094,5.134767930953687e-05,0.0008066839138376985,0.00013435845755922012,3.554456549185717e-21,0.00010928176660471487,3.554456549185717e-21,0.0006703705051764262,9.319785071964949e-05,3.554456549185717e-21,0.00032900049819263,0.00010734458778540865,0.0027359647306916235,0.0002514422562893977,0.00021097832293346741,0.06093962201055987,0.0006144446858315382,0.00022966765546908593,0.02686781004529231,0.0016832128988668964
