,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014-03-31,9.932392834620933e-16,9.932392834620933e-16,5.2228667755571365,0.0354329857900167,0.011789952068881771,902.4513502492373,294.62169757715,-43.257793653304915,0.6984966876054275,458.48534903257587,7063.779317644491,0.5702333227116847,1.4172974069064486,3.007558008685984,2.0526474867916455,-0.13834044508421928,3971.743492531793,0.2082311964507353,0.05282782589706511,0.0334311688195932,0.4209756021472072,0.20907901392475864,2.0206905557202037,7.20401066027288,1.7634175711780453,498.72013842310866,0.08635422633916337,0.10081726857247272,1240.3308414796923,1.7413087356747015,-0.320687462814945,0.3929500477974192,1.2315253950250575,0.05282782589706511,0.5929758962851712,0.770178287715952,-0.00845485405631851,-0.0003289389418609564
2014-06-30,9.919060957716421e-16,9.919060957716421e-16,7.699199733226624,0.062239432306255844,0.03143687341603308,1975.028585300787,279.28578631452586,241.6639610510871,1.3172488195278116,722.6589526477258,7443.869484860611,0.5641348320661599,1.3763897559023608,3.321822969187675,2.331855248766173,2.521402199813259,3814.963134053622,0.22013448259303725,0.05360348352674407,-0.05423788395358138,0.49548704815259437,0.21895707616379886,2.6185695078031213,5.499314232359611,1.7391958383353343,513.0339890622917,0.07937428091236495,0.0884148976924103,470.1477188208617,1.8117732959850605,-0.20230236894757905,0.4278706149126318,1.310597252234227,0.05360348352674407,0.7692409763905562,0.7472897425636922,-0.15738156756035748,0.007150641056422571
2014-09-30,9.930920483420005e-16,9.930920483420005e-16,1.26703723099061,0.08452696241382136,0.045413527654575084,190.18924190125773,184.1201537326618,39.56891968197011,4.449138031529767,1183.1272397337,8284.13603336946,0.5703255844664438,1.3684536570705184,2.5200724037121702,1.9819708836895837,1.3259982295243211,4832.490369395542,0.2474944331108096,0.043400727680075774,-0.43943032440506,0.4305341936776532,0.22255917523519822,0.1930662744419449,3.746116975255234,1.772066647844737,573.0143933115363,0.06765308057303668,0.06614878416407866,334.7927514321363,1.9959483520186518,-0.12632986994653964,0.4986016065427455,1.2474507973515723,0.043400727680075774,1.2385999216764874,0.7789745995027367,-0.027903644775548492,0.03771996384368084
2014-12-31,9.933363993802896e-16,9.933363993802896e-16,5.547683575168885,0.0793315675011322,0.0457903605767858,195.86819204699046,204.73716554061917,38.92034295799735,7.013233638488465,1540.4043575643288,11476.94705929638,0.6069086897832551,1.6522052037581476,2.65062012776367,2.2150861809573885,0.421775772694348,4212.614203879823,0.3371045535189917,0.26162084288178544,-0.07924985734974938,0.4488047907642583,0.22585125631054398,1.0335106632984077,22.649932331728714,1.6401696955960057,924.5953384665461,0.3234406010506262,0.22699198479100147,361.68501462961234,1.87401555952941,-0.10240309995796265,0.5113263640065415,1.2570838642909634,0.26162084288178544,2.0747289645239038,0.6468332962157162,0.023318750282774706,0.2980449325228076
2015-03-31,7.933368974527381,1.8846568022003396,0.7451599333203321,0.09382964405879228,0.06337535743933338,180.0095674563769,240.73521133285365,75.2696712118529,4.946197114482953,1798.3507407316085,15416.001171601516,0.7176914832490124,2.735310336170432,3.9779779637296677,3.298371115240608,0.14906706372600664,4092.2783147618056,0.3612152541321743,0.2793402691694705,0.1686630827465986,0.2546080253209389,0.21530751924587122,0.5919321263147829,21.669075697562427,1.3529160773167337,1347.7556699012732,0.23979312154842683,0.806926482752128,346.45246346404014,2.0886889644551943,-0.06415867168183846,0.5142643231647588,1.354284153715912,0.2793402691694705,0.9957786480107058,0.35858355020663674,-0.06933071254741886,0.27788131968058916
2015-06-30,0.9158169243936185,2.910140847446709,0.350545873965846,-0.0059590203410523485,0.007410715326496738,156.02912887165598,219.82773297422324,64.85138930215865,0.7479563086097476,1447.074512793298,13325.81952339175,0.7271822972106592,3.5099505814577703,4.552694246160171,3.6457795613989346,-0.054863802988426066,3153.629718305107,0.25232915095815533,0.09502583583595871,-0.01896615320668359,0.278281148866073,0.1705765649971932,-0.4322528075928478,0.8506534689607999,1.377226671901985,980.1100613207113,0.06432952443472366,0.10226071732041686,311.7043031862843,2.433299769012028,-0.03320536533217175,0.4342074627827149,1.2261460439091878,0.09502583583595871,0.9038379893923452,0.388860428662141,-0.08651210232797839,-0.01833509590755573
2015-09-30,-5.116844020286408,3.288529438668171,-32.60721407445803,-0.3732212295840066,-0.23459278795824817,197.49790123080362,182.77645313087578,57.38720004878495,-89.0170218820827,-2564.63797501804,9036.566820135988,0.6885113780731977,2.6523452348283887,3.173170310292608,2.2591619152158224,-2.430254037462776,-2203.7817584941713,0.27051997642060766,-3.3312011362827896,-3.4496407496620627,0.31755851653098355,0.19576079112926995,-21.212871095933572,3.327332784502647,1.486937829679544,438.89988921750967,0.05052259861166163,0.07060160990334485,323.2793344919759,5.059604028823774,-0.015628238355134105,0.47797867691150614,1.0347785874724313,-3.3312011362827896,0.7999644276407394,0.4911048774786312,-1.5096101777601612,-0.19957883342988683
2015-12-31,-37.40980612960487,2.8517898561475903,0.8981775350291342,-0.25904811055618593,-0.17785343748232132,248.039820123113,197.24064457663502,54.00306234742967,12.273841959816963,-2870.4997016639572,9306.714589006076,0.6905079003013248,2.7236349391533237,3.2257627849536163,2.417618157617496,-0.16402650974582195,-2089.511373594645,0.2963830581419055,0.154055249273373,0.12584781979862592,0.2979609612077753,0.1328102401311611,0.6375526624490454,8.869915558624902,1.4615242570151668,478.510645633353,0.08991802109806878,0.11692587496784482,391.0828925894181,4.634477186098715,-0.01568528696298178,0.40335588020873914,1.222546412869331,0.154055249273373,0.34186481908240585,0.4654629332143547,-4.36547801546224,0.024371290145944496
2016-03-31,-290.1156746005436,4.058914340648411,1.5696827554200088,-0.5985557050984552,-0.4330542199827621,248.8126732082477,144.6319664522973,61.21158257641053,-196.3419044619771,-6304.403881853743,5379.252850891732,0.6375376914406948,2.0216356162567126,2.0698594444076113,1.2973118742955645,0.5648837068222502,-4611.387243916993,-0.502404939335676,-3.296368305376914,-3.967924467944043,0.28741099250812174,0.17918451236491414,0.8382970894384405,4.658201617715308,1.5682510110720678,109.84819664522973,0.05697685805211164,0.06174989723529806,332.3314426838162,4.562324471259033,-0.024559397997745803,0.4863939534575349,1.0372459059868726,-3.296368305376914,0.8977726579592918,0.5723284492474972,0.71050540343433,-0.3165226877942054
2016-06-30,51.232943245808286,3.431365264156912,1.8833729832331538,-0.5824407352103764,-0.45888128566909203,193.20196773173046,119.3776374565011,56.95210249920912,4.5470089212274605,-6252.5631749446375,5339.95823853211,0.6614346852261943,5.347173679215439,2.67156646630813,2.0502804175893705,-1.1744387560898448,-4460.556512496046,0.24121864726352427,0.06596146535906362,-0.005827626700411211,0.2704078456184752,0.17816918696614994,0.72773236317621,4.215414742170199,1.5455606453653905,98.22545523568492,0.07160180575767161,0.08465838405567863,255.62750268902246,5.550812148054413,-0.03072925909522303,0.5239493831066118,0.6971463460930085,0.06596146535906362,0.016373299588737733,0.5502300537804492,0.08393956849098386,-0.014585696931350837
