,VNG_capital,VNS_capital,STT_capital,TCT_capital,SGH_capital,RIC_capital,HOT_capital,PGT_capital,PDC_capital,MAS_capital,HHG_capital,DNT_capital,DXL_capital,DLD_capital,DSN_capital,VTG_capital,DTI_capital,ATS_capital,DAH_capital,BCV_capital,CTC_capital,BTV_capital,HGT_capital,DSD_capital,BLN_capital,GTT_capital,TSJ_capital,KLF_capital,MTC_capital,NWT_capital,ONW_capital,EIN_capital,DSP_capital,HES_capital,SCS_capital,BSG_capital,TSD_capital,TPS_capital,SKG_capital,VJC_capital,TTT_capital,VTR_capital,VTD_capital,VIR_capital,HVN_capital,VTM_capital,DLT_capital
2020-12-31,0.011771981459596651,0.003778890739044623,0.00011145418305513662,0.002642989300911703,0.004459780474854947,0.002581044239171585,0.0020560363768855464,0.00020237733238959017,0.0003849568822628074,0.0011508377651647166,0.0005118093406084564,0.0012675273618186274,0.0001011886661947951,0.0025572135750315064,0.0033945571203054786,0.001159270154014283,0.0008612035394622234,0.0009469939303665063,0.002438720180414993,7.332512043101094e-21,0.00042865865403969,0.0053160712312482926,0.0014665024086202188,7.332512043101094e-21,5.4260589118948095e-05,9.568928216246926e-05,0.013388199099112907,0.002789434231436518,0.0001319852167758197,0.00026177067993870905,0.0002097098444326913,0.002763037188081354,0.00826850720540295,0.0017457244672215088,0.03946891788473746,0.004399507225860656,5.242746110817282e-05,0.0007710136413320801,0.005124802654604001,0.49641106531794404,0.0009100234046451904,0.008102059182024553,0.0008103892310035329,0.0006012659875342897,0.36338662627527973,0.0005275009163806927,0.0001360180983995253
2021-03-31,0.009622495769516275,0.003336863315540852,0.00015121166038476724,0.0025697341599102736,0.002989157502902522,0.009766113094279041,0.002162866785146403,0.00047820687596682637,0.0005872952881015515,0.0010885214391537375,0.0007538981353469111,0.0009333404726838702,9.315718362990126e-05,0.0022600742811080396,0.003232945802149641,0.0011928169816959096,0.0007846467564653313,0.0008033119457940761,0.0034672023663760787,0.000261245145396897,0.00036263796410132576,0.004387838359379407,0.0013501041105782791,6.7505205528913964e-21,4.995385209139633e-05,8.809429321523271e-05,0.008942468580579656,0.004577798007737771,0.00012150936995204512,0.00024099358373822285,8.910687129816641e-05,0.005639114849063356,0.008734026006947476,0.0011363151246682086,0.03718824644724829,0.0028352186322143863,3.510270687503526e-05,0.0007439073649286317,0.005256731612344823,0.4741938265085435,0.0012188064858245414,0.007943337534587305,0.001198892450193512,0.0005535426853370944,0.3859664670321723,0.000485632448575007,0.0001252221562561354
2021-06-30,0.0091982013876711,0.0033297985329199652,0.00020679409594584307,0.0024437153738057346,0.0032868149029769366,0.009670873606975886,0.0022126968266205213,0.00030575984186278224,0.0005649910121377498,0.0013973372483197682,0.0010567916853175244,0.0006124650281641741,0.00012525813811576782,0.0015110740010899821,0.0031322289307539916,0.0012775443827397121,0.0007597467374981742,0.0008685352029725409,0.006902639212603709,0.00028581898261086173,0.0005484474844620824,0.004800577227314215,0.0014771006853274505,7.385503426637253e-21,0.0001702358539839887,0.00019276163943523228,0.013634111997791673,0.006229967560505588,0.00013293906167947055,0.00011864811254892745,0.0001107825513995588,0.004459514679072106,0.00876659256741842,0.0014149147464751653,0.04425383313536245,0.004519928097101999,5.472658039138205e-05,0.0008386239140946601,0.005048877852517759,0.4859986216878085,0.001413969402036555,0.0073551490075537745,0.0010191994728759408,0.0006056112809842547,0.35701783534085096,0.0005313131165122839,0.00013663181339278917
2021-09-30,0.008789144595340498,0.0033955424938838788,0.00020882457195874244,0.00244786361403427,0.0028100368617958726,0.009671874911773334,0.0017585227112315155,0.0006698872453097553,0.0005564075766005967,0.0013705486380660623,0.0009829180263676465,0.0006554000406301176,0.0001437042778084504,0.0008432665938702377,0.003067042208350622,0.001226569591083982,0.0014883902674065962,0.0008078213704719774,0.005136095301159997,0.00026583917548695177,0.0008682705886705607,0.0048428066852274155,0.0013738458681496215,6.869229340748108e-21,0.0003802118440104077,0.00023904918105803415,0.008817122966445367,0.0052263844516147896,0.00011746382172679265,6.130787186617686e-05,0.00010303844011122161,0.0049274355907054325,0.007827624218369283,0.001086025158772276,0.04086045670291087,0.003791814596092955,4.46499907148627e-05,0.0007672929173615636,0.006070921852913066,0.47583591274039944,0.0011757785093384906,0.006801567431741738,0.0010188440958197591,0.0005294801975848641,0.3802805363038152,0.0004941723587734188,0.00016228554317517402
2021-12-31,0.009287666596556849,0.0036501304038412136,0.00030876070029849014,0.003133480021314964,0.004124326190076421,0.009170192798865159,0.00198489021620458,0.0007228308537345011,0.0007443338310767173,0.0013780513844795336,0.0021888239019597655,0.0009740297377630585,0.00016044529247653686,0.0017882620291618137,0.003665954389731511,0.0014741945043269431,0.001143482847991607,0.0007308944702378322,0.006934641273065576,0.0002667196228024904,0.0010018182007899225,0.005858182929770461,0.0013783959834754026,6.891979917377014e-21,0.00024983427200491674,0.00056962214017121,0.010300091554439615,0.00923346117450668,0.00012405563851278624,0.00012302184152517969,9.924451081022898e-05,0.004881175856683096,0.008180780161926514,0.001410099091095337,0.048052972253867496,0.00496222554051145,0.00011199467365737646,0.0007336512622047829,0.007181822132802304,0.47890493827315345,0.0012189844879864722,0.005914214726498735,0.0010809381302414108,0.0005312338120314202,0.3533060476172681,0.0004958090352561023,0.00026327363284380184
2022-03-31,0.010411658203701825,0.0033557448976547647,0.00037018200885359677,0.0035866523524481823,0.0027971878043999907,0.009184626953000907,0.0018252029603198175,0.0006030881894239847,0.0015135045674482994,0.001312667974103249,0.0016822073058581416,0.0009673961295954256,0.00034267542902905867,0.000968257316907689,0.003418502316343225,0.0017930691053846095,0.00101163802107022,0.0005196044343023143,0.006926516698993967,0.00024871603719851034,0.0011068184993883064,0.003663259462613718,0.0012853541974083222,6.426770987041612e-21,0.00025385745398814365,0.00044730326069809616,0.009109690803292,0.005314939606283412,0.00010642732754540907,0.00011471786211869277,8.097731443672429e-05,0.0038514353171142965,0.00778114870485076,0.0009084883467282022,0.04525462204693247,0.004010305095913966,7.853514146164849e-05,0.0009569461999704959,0.009056187934824881,0.489043852904734,0.001376460102920624,0.00638191212555206,0.0014329128592707975,0.0004690257466342967,0.3543628976752531,0.0004623419048077735,0.0002504833992199468
2022-06-30,0.008720652010153788,0.00476752355095015,0.0001565527228201401,0.003667090979338962,0.002384830247808322,0.006723000128788096,0.0022073933917639756,0.00043208551498358667,0.000739711615325162,0.0014776228743378923,0.0007649166036992044,0.001327402709155827,0.0002626954688921951,0.0011793116610041153,0.0038804488576343896,0.0030137964670105175,0.0008908241310273022,0.0004657443503899168,0.004560881784463706,0.0003029295186569711,0.0005194419343172249,0.0027788108300574868,0.001565527228201401,0.0073736332448285985,0.0002837518101115039,0.0002383515204936633,0.017793563301925178,0.004013542154939932,0.00012821667998969474,0.00025749009085842547,6.105556189985464e-05,0.002132248084810308,0.014773332518006752,0.0012302695722820709,0.05510406924439648,0.005635898021525043,7.53018596764874e-05,0.0008187707403493328,0.00701164421148773,0.5511282054160213,0.0013229018183747478,0.00649247624443544,0.001301892442972285,0.0005134929308500595,0.26866952079501166,0.0005631201439840439,0.00028805700998905785
2022-09-30,0.008815654667413029,0.0076960665246515745,0.00015946096829030763,0.004141346311015917,0.0029468749351340418,0.00816440157646375,0.0019678933132190233,0.000350089307655539,0.00076106371229465,0.0013635724845279145,0.0007905096297346215,0.00256094315074234,0.00033631767857592146,0.0013481700046362372,0.005008968003314106,0.0036232068874598876,0.0010200971829435075,0.0004915203141902947,0.005073123862204088,0.00035063292459289235,0.000501033610593978,0.0030578452726124326,0.0029174108971294914,0.008108046620624788,0.00031439179543600425,0.00031529782366492644,0.014645293980202576,0.0023977131050197165,0.00012883721415273718,0.0006476742794450363,7.973048414515381e-05,0.0020155503980603313,0.011184737280398803,0.0013565960671652138,0.05636125273515199,0.005816701229680539,8.480424222711815e-05,0.0009477055274526238,0.009495538250396248,0.5441917216617497,0.0014920472873890826,0.006240722440816129,0.0012720636334067718,0.0005943545181729647,0.26784223950173086,0.0006517967078866323,0.00036897999622856684
2022-12-31,0.00836126675268752,0.0071702373879162055,0.00019135563498802775,0.003697841337457532,0.0053014724311146065,0.005550730863800864,0.0019844288072832506,0.0002282093128375738,0.0005979863593375867,0.0014475699424557284,0.00046377164313070605,0.003549797632999896,0.0001888750989789237,0.0012358384759643458,0.004918087872793224,0.002949534495968239,0.0010404962652474008,0.0003999864314680302,0.0032746441761900276,0.00034284551268688306,0.0002799462067417443,0.00411946158654782,0.001718657092022101,0.011933681558656142,0.0003202549168896854,0.0002697582909900669,0.027944265793189614,0.0013187592511258246,0.00012597579303378495,0.0006332897021814428,7.795970314327057e-05,0.0012066035872856193,0.01356525411864434,0.0020020583310622407,0.05644624467179758,0.008451540545304559,7.48590331318905e-05,0.0009266573805438752,0.007617416016957441,0.5253881575968511,0.0016011328395336205,0.005949565617836095,0.0010311942552132605,0.0005085098818663329,0.2726831973070876,0.0006373205731962368,0.0002733019138602156
2023-03-31,0.008058514586185377,0.007636078948622812,0.00014256897932747925,0.003147923063550742,0.0025308244919774845,0.004226044692486122,0.001564506957356812,0.0002675044270012966,0.0006753267441827964,0.0014519524999930121,0.0003928150561996599,0.007357169003275317,8.516620607194155e-05,0.000785067340112501,0.005967430979590144,0.003053039655993059,0.0012611726947613724,0.00039065776243352044,0.003340672571786249,0.00036298812499825314,0.0002667540639522046,0.002016600694434739,0.0018196303940480904,0.010911873255276943,0.00040707195413240785,0.0002448059447662637,0.03205562201166743,0.0012411004831981618,0.0001333770319761023,0.0006704962820542667,8.253993540011958e-05,0.0011071606789352403,0.012803538502037864,0.001953945379835558,0.05330917702075443,0.0058528317829175695,7.194105733169513e-05,0.000590910901159947,0.008289495091772122,0.5339035692312807,0.0029667103871950247,0.006945172791633243,0.0012606099224745531,0.0005383854877235071,0.2668951322054339,0.0006747639718959774,0.00028935875080610097
2023-06-30,0.009905882433246579,0.01022426882923397,0.0001551354367268098,0.0030592708122526894,0.002753266163309057,0.0047099118590259465,0.0013031376685052026,0.00033005064163628786,0.0007708292012363363,0.0014258885828152908,0.0008798118455369201,0.004695581223058307,0.0004630792786295273,0.0007213797807796657,0.0059657816991534485,0.0028133811450406962,0.0007984627009032993,0.00045813433658386024,0.0037717690892797454,0.0003752338375829713,0.0004136298581728567,0.002836069702661992,0.0016095301560406518,0.010457970668698111,0.00039753455661245015,0.0002108872343005071,0.03009821391796019,0.0012829700617307174,9.599005147471358e-05,0.0006931160434009999,7.368933244523466e-05,0.0017607872068492914,0.012084565722778716,0.0017132769793517062,0.05625779119251136,0.006341160976208351,5.293996778302386e-05,0.000666597579685511,0.01236046440103255,0.4952008464809969,0.0015494539581681949,0.006901199902792135,0.0013147728262597135,0.0005485976881251812,0.2984433477575677,0.0006975277073829186,0.00035681150447166264
2023-09-30,0.008706292155812222,0.009395847424519188,0.00016231991024439403,0.003042524397620922,0.0030053125581973946,0.003713879546391736,0.0014527631966873265,0.00030800202968873767,0.0008673970203684807,0.001308704276345427,0.0008143386997073443,0.0015293071793619484,0.0004045823762841522,0.000490611928713681,0.006104577909443121,0.001490705475706954,0.0005889169243554421,0.000383480787952381,0.004083116762220172,0.0003926112829036281,0.0003526400050059461,0.002688423513422776,0.0016840690687855882,0.008314228702605668,0.0003297123176839254,0.00026478435358616773,0.016679425857028078,0.001342385657721139,0.00014060962224920635,0.0004492710765733118,7.710195736608717e-05,0.0021647389029968,0.013246319175381582,0.0017643159744126604,0.0610871199465716,0.008217445456122447,4.352202593427815e-05,0.0006974683643313806,0.009856521474787168,0.5456067259040329,0.0014578762738600248,0.006318201056319135,0.0010834854008813302,0.0005740037826017384,0.266211145597216,0.0007298308964363567,0.00037333579356210636
2023-12-31,0.00909552721886999,0.007419921711721762,0.0001420884005414428,0.0026000681631709916,0.0034090372541483904,0.002698183942913293,0.0012937522786141899,0.000335403408646511,0.0007571816081484782,0.0014430385783935872,0.0006198606473620441,0.0021720735961453363,0.00035896016978890816,0.00046945259705205653,0.006026492550543532,0.001634390523070123,0.0003785908040742391,0.0006478109314159202,0.0034632178047759037,0.000361764546115384,0.00019200629915271287,0.002710897115593317,0.0015517549006499676,0.007660995248666713,0.00030380743536821654,0.00012199037020169925,0.0296611031797636,0.001236916918397613,0.00011778380571198549,0.0003694765810131926,6.169627918246859e-05,0.0015278242226640403,0.022413884310147306,0.0015648419901735217,0.0599514149279775,0.006898765763130579,3.281120301976739e-05,0.0005842450680158011,0.0084791253023106,0.5467860786309544,0.0012784029921872786,0.005204735503517403,0.0008637479085545604,0.0005289053751733444,0.2535754466083812,0.0006724894430889077,0.0003220358814903095
2024-03-31,0.00831239666813854,0.007360491035302789,0.00012909511783337234,0.003082487660642501,0.002538883307107091,0.0027398540302518083,0.0012529820260297904,0.00034931620119618397,0.000797352198382594,0.0014367527231808265,0.0007619459638591764,0.0020552512296357437,0.00027717481181871125,0.0005649809862825238,0.006489402743145956,0.0015007307448129537,0.0004613252004927865,0.0002757509686073138,0.003300905209270875,0.00036735154854055226,0.00019497159708069622,0.0023730720189958153,0.0015757198206132214,0.008941735367576233,0.0003417223707353974,0.00012387435939158154,0.02066877384071208,0.0012560195582141053,4.6132520049278656e-05,0.00037518268620323844,6.644601653188283e-05,0.0016376095388686322,0.011605366324577896,0.0014389359494383028,0.06615608408489,0.0059801414878694545,8.144383169193639e-05,0.0005932680047489538,0.008786821226176186,0.529525391861111,0.0014793541120658395,0.006837959561296062,0.0008998689096032132,0.0003346980775591698,0.283766256658674,0.0006828752041862358,0.0001758446366075899
2024-06-30,0.0065364085615155715,0.0049947096069163765,9.673615959488615e-05,0.001722333579276062,0.0021683141461639305,0.0019863158103483295,0.0008491285119995562,0.00019777170406065612,0.0005139108478478326,0.001039913715645026,0.00044545657935672915,0.0021332338527330626,0.00017197539483535318,0.0003998427929921962,0.004625130452741886,0.0006372494513313125,0.0002902084787846585,0.0002844983582530159,0.0022286130189780756,0.00025997842891125657,0.0001379833831999279,0.0021161034911381348,0.001115152950885493,0.006328157106832136,0.00024519929341759337,8.766714463286557e-05,0.008768461088390354,0.0008888978220552318,4.474047381263485e-05,0.0003717288466099323,4.702452202529188e-05,0.0010369578885462934,0.009329597991929301,0.001062082418885521,0.05482656200817388,0.004796501246579771,2.7072689108846613e-05,0.0005038341645566987,0.006030894949743683,0.3692929763690222,0.0009625919658577247,0.0049935339938657446,0.0007013371570629245,0.00023686923523025594,0.4938789388881673,0.00048327773064278537,0.00010412572734171773
2024-09-30,0.006520107044363531,0.005625457954823002,0.00011696351980919349,0.0018090357730488592,0.0026992581182632763,0.001944193618161705,0.0006238054389823653,0.00023165274895543044,0.0006091849990062161,0.0013062550872023956,0.0004535585379267614,0.002579289285792319,0.00023717602627975346,0.0005892037310388122,0.005474298850402926,0.000755389398767708,0.00027413324955279724,0.0005657298024104393,0.0021885174150964646,0.0003143394594872075,0.00016683546506116907,0.002477352329291945,0.0013483294644670916,0.007651363587518074,0.00029647003284969184,0.00010599818982708158,0.014642208186780342,0.0010747647875800337,2.6316791957068535e-05,0.0004625744759120534,5.360827991254701e-05,0.0011062799581952882,0.01060550470936555,0.0023039376662415093,0.0608949447473267,0.005360827991254701,4.9628271252373075e-05,0.0011249616314981457,0.006940850817010491,0.46190843364647327,0.0011918907567222952,0.004848787693423343,0.0007505159187756582,0.0003663232460690712,0.3786135128116884,0.0005843302510467625,0.00012589823312795132
2024-12-31,0.005757706142010806,0.00532406933346802,9.888213972792597e-05,0.0016760522683883451,0.0032473512700024187,0.0019578663666129344,0.0009084796587503197,0.0004690721503343487,0.0005793875374683162,0.0010962012208900543,0.0003774516677426923,0.0016918116094074833,0.0003769881577127177,0.0004095111114826059,0.00504762422642397,0.0011926113071247823,0.00021900848916302354,0.0003541989145722973,0.001996909361471132,7.725167166244217e-21,7.725167166244217e-21,0.0018540401198986118,0.00157593410191382,0.007277107470602051,7.725167166244217e-21,7.725167166244217e-21,0.01571731610975383,7.725167166244217e-21,7.725167166244217e-21,0.0004399482701176081,7.725167166244217e-21,0.0008417342144339697,0.014029753342287784,0.0034125925956883826,0.055130500978558525,0.005469418353700905,4.6196499654140405e-05,0.0012476144973484408,0.0053427256121745,0.4255077696370911,0.0010873945303205357,0.004256876115287213,0.0005932928383675559,7.725167166244217e-21,0.423388601780047,7.725167166244217e-21,7.725167166244217e-21
