,VQC_capital,VCM_capital,VCT_capital,TV4_capital,TV2_capital,TV1_capital,VNC_capital,SDA_capital,SFN_capital,MTH_capital,SDV_capital,SDC_capital,ILC_capital,PPS_capital,PPE_capital,ARM_capital,BMD_capital,MTV_capital,LPT_capital,ABR_capital,DTB_capital,DUS_capital,UDL_capital,MBN_capital,BRS_capital,HEC_capital,BTU_capital,DNE_capital,HEP_capital,CAR_capital,CDH_capital,CFM_capital,HSA_capital,IPA_capital,MDA_capital,AMS_capital,MLC_capital,MPY_capital,MQB_capital,MTL_capital,NAU_capital,MND_capital,NUE_capital,PVM_capital,MQN_capital,MTX_capital,THU_capital,QNU_capital,UCT_capital,SZE_capital,MTB_capital,USD_capital,TVM_capital,VLP_capital,VTK_capital,MTS_capital
2019-09-30,0.004576501441225123,0.015208400919753545,0.000712003788377975,0.025222022199501388,0.25515626670781616,0.03449541844980464,0.039595825224041696,0.010175181412092515,0.00787631536227141,0.0032995550105777865,0.009586160096252554,0.0040356374725263626,0.001974192322320749,0.008466372319985377,0.0013981165299058419,0.014198391182130827,0.0014281501442519674,0.00726321537286085,1.2945523425054093e-19,0.0499956114675589,0.0015431063922664479,1.2945523425054093e-19,1.2945523425054093e-19,0.0058565547974944706,0.0054759564087978815,0.016901675383750623,0.005294201259910121,0.004054537936726941,0.0045438787221939855,1.2945523425054093e-19,0.0004246131683417742,1.2945523425054093e-19,0.04448729125019839,0.1787968378746661,0.0013981165299058417,0.05833252855329373,0.002011734340253406,0.005259248346662475,0.004148004615855832,0.010796566536495113,0.0042916999258739335,0.001973674501383747,0.004155513019442362,0.042074504594236804,0.010828930345057747,0.0,0.003972981139149101,0.0036180148868341176,0.006861127415278669,0.03409850870159247,1.2945523425054093e-19,0.006742028599768171,0.0023395149933757753,2.265466599384466e-05,0.013556034309779643,0.02147662336216474
2019-12-31,0.004383708246722509,0.0182614931838007,0.0007256047717880643,0.02429324775946439,0.22895139292369115,0.03793712410374617,0.03699990659487664,0.011406507012508369,0.009254890971946272,0.003223268324422906,0.009070059647350803,0.0041127278464947485,0.0021728564711544396,0.00837084050362776,0.002163621501331682,0.010522984256751158,0.001998447469644654,0.007344967284459762,1.319281403251026e-19,0.027229968163101175,0.0007873471414602122,1.319281403251026e-19,1.319281403251026e-19,0.00596842906830764,0.0055805603357518396,0.017224538000845394,0.003372083266709622,0.004774743254646113,0.0046306777254111,1.319281403251026e-19,0.00024538634100469085,1.319281403251026e-19,0.040855506495877776,0.2233933922999349,0.0014248239155111079,0.04757328740123199,0.0020557042825457487,0.005359712628847617,0.004227241472296937,0.011002806903113557,0.0043736817080578015,0.0021187659336211477,0.004448616891762459,0.06248406967705574,0.012771963264873181,0.0,0.0040488746265773985,0.0035166765085059342,0.006992191437230437,0.02948593936266043,1.319281403251026e-19,0.006870817548131342,0.002384205351955254,2.3087424556892956e-05,0.011694374214697743,0.02188687847993452
2020-03-31,0.00382458506121829,0.006287346519465266,0.0007971508957367211,0.02152307418489147,0.1513463443819414,0.0454315137228802,0.03241505415118503,0.007974407687897162,0.005443091252616829,0.0035410892153890125,0.0077685978202705905,0.00369675104484742,0.0019450481855975994,0.007500465246250057,0.0023769590345604046,0.009507256392135628,0.0026175536685463965,0.008969252005776591,1.4493652649758565e-19,0.07438142539856096,0.0009067229097688958,0.0077674383280586096,0.010235417501259498,0.0065569284587507735,0.006456922255467441,0.019870797782818996,0.0038037142014026378,0.005531357597253859,0.005087272080065255,1.4493652649758565e-19,0.0002695819392855093,1.4493652649758565e-19,0.03629645433079037,0.2516179264452925,0.0015653144861739248,0.05226411145502938,0.0022584009558853798,0.005313517997927986,0.00464405618203564,0.012087706309898643,0.004804935726447961,0.002327680615551226,0.004835082523959457,0.056281172223436475,0.015735758681842873,0.0,0.004448101998210904,0.004050686042554524,0.004608981542623223,0.02887135607831906,1.4493652649758565e-19,0.0083924046303162,0.0026192929068643675,2.536389213707749e-05,0.009073606304854853,0.024044969745949458
2020-06-30,0.005820480722542435,0.006013407643043708,0.0007131035367990597,0.02069141222376152,0.20741588781714468,0.034548699461217865,0.037369866707983444,0.010190897816801107,0.007038720873772246,0.0036656114895241847,0.009147173549304301,0.003967708078749969,0.0022145106197323525,0.008868414894010123,0.0016855174506159594,0.007672864400769374,0.002341572704471094,0.008877750067582768,1.2965518850891996e-19,0.0649313184052671,0.0008505380366185148,0.006948480862570038,0.009156249412499925,0.005865600728143538,0.005776138648072384,0.025399451428897414,0.0037667425365611427,0.0042187205237032375,0.0059745110864910305,1.2965518850891996e-19,0.0003345103863530135,1.2965518850891996e-19,0.03380110764427543,0.2250886679420415,0.0014002760358963354,0.05562207587032666,0.0020257326652633654,0.004753288865925513,0.004154411550202813,0.008557242441588717,0.004298328809447715,0.0019367892059462463,0.0046987040315632595,0.04704408859857652,0.016772195185513886,0.0,0.0027682679298539495,0.003729401842270574,0.0041230349945836535,0.02843338284000614,1.2965518850891996e-19,0.004828359220072179,0.002424033404362767,2.2689657989060992e-05,0.010542263377660281,0.02150979577362982
2020-09-30,0.005560016729615636,0.005296348993885311,0.0004215617867781362,0.02268845536439929,0.20229217195530835,0.033050827321393854,0.04623574705986204,0.01673472547513207,0.0057681149570888435,0.0069779972851420945,0.01067317796524645,0.0032084684353695966,0.0027273770144585477,0.009485140202508064,0.0014818535535231453,0.0051006421280234615,0.001559523119087117,0.008429702783610805,1.277459959933746e-19,0.0673476890877071,0.0007112897056911099,0.006839009641501303,0.006770282295656866,0.005779228858740266,0.006323426801672043,0.02704893719163714,0.0038308469278493175,0.005586587896782258,0.005886535495374701,1.277459959933746e-19,0.0003730183083006538,1.277459959933746e-19,0.03189051043978604,0.20129013236273635,0.0013796567567284455,0.05549286065952193,0.001995903441400485,0.004683295959113105,0.004187769240654806,0.008431235735562724,0.004235035259172356,0.002119050581538098,0.004575861576482678,0.05162752231275441,0.0196013456252234,0.0,0.002980441832521423,0.0034920645464748875,0.004062322672589312,0.032345286185522445,1.277459959933746e-19,0.0049933354913890265,0.0026458750690147746,4.0239988737913e-05,0.012548489186429188,0.021193060735300848
2020-12-31,0.0053412197770741215,0.0049639589006265075,0.0004125601397409586,0.02070566536629329,0.19486020664409356,0.029393917164763174,0.031157115366265708,0.01445063591071272,0.004980836360888637,0.010536830093063198,0.008797238273888088,0.002684508973458815,0.002220544281546924,0.009795545563902974,0.0010369158592419816,0.015730234205096442,0.001476391687244115,0.008285840196925767,1.1031019779170017e-19,0.048624735186581426,0.0014066756422397605,0.005374312836411631,0.005846219862564524,0.004990433348096515,0.0054951025029935435,0.029955837312314094,0.0037408394275121356,0.005278342964332852,0.004626409695383905,1.1031019779170017e-19,0.0004015291199617886,1.1031019779170017e-19,0.04426968857776511,0.1964573879979196,0.0011913501361503617,0.05658913146714218,0.0017234865302975235,0.0038960458758050573,0.003616188904007514,0.006022936799426828,0.0036447592452355654,0.0018298255609687224,0.0045403677411063785,0.08413755902285022,0.016346868210752045,0.0,0.0023406720869420853,0.005340778536282955,0.0035078642897760645,0.03785845988211149,0.006476973573537466,0.003780551098717148,0.002644797302253803,3.474771230438555e-05,0.01287849497178541,0.018300461813643056
2021-03-31,0.004613760482859191,0.005126400536510212,0.0003542634517100553,0.020780677296780424,0.18439696830052532,0.022028461374153836,0.03186666054125584,0.010175128337618754,0.005389540608395382,0.010389201974213601,0.009713828067611277,0.001630369660650661,0.0026001421789949245,0.009647522073975704,0.0020839026571179723,0.008914935567150686,0.0011882034059494475,0.007846461841137471,9.472284805081694e-20,0.038590088295902825,0.0009457129149393564,0.008115853620993993,0.005020121500997195,0.004285261645818958,0.004718618675651445,0.02616055617467462,0.0032122412230993036,0.005829054623351172,0.007371332035314575,9.472284805081694e-20,0.0003447911669049736,0.001835728795224832,0.04265369847728286,0.24038821212045153,0.0010230067589488228,0.06734794496413084,0.0014799497779459639,0.0033455162703068028,0.0031052044048018802,0.006820045059658819,0.0031297376224470428,0.0015712626034669515,0.0039442593928360175,0.08018270142932044,0.01649030061716672,0.0,0.0035134598799009017,0.002853431074682809,0.003012186568015978,0.03452647811452277,0.005561746746151767,0.004864207693105551,0.00259843716773001,2.9837697136007334e-05,0.011094318855103882,0.015288267675401854
2021-06-30,0.004624536312818745,0.004068162738759978,0.0003181708206391116,0.018175040230743605,0.16675894187614615,0.017785323511666663,0.027959048182632097,0.010921596244291216,0.004739298996519858,0.009330742141095659,0.008724175843994894,0.0014465712925527954,0.003425015304526907,0.009226103074414882,0.002279940639873848,0.011646072904334712,0.001067148335320058,0.006426880432086184,0.009953472196464187,0.03525400750610905,0.0009242266832682644,0.00923750277761425,0.004508667687762469,0.0038289391163970946,0.007334943357086686,0.02804326987044833,0.0032279875984840777,0.0056200536772890355,0.005349353262509984,8.507241193559135e-20,0.00035900557836819543,0.0013322339709113604,0.0497333320175467,0.3061121465368893,0.0009187820489043864,0.05456544501548829,0.0013291713640816794,0.003248575122172491,0.0028643881098713605,0.0029605199353585783,0.002810877562763874,0.0014635857749399136,0.0032361545500298947,0.06232643101154842,0.012743847307951582,0.0,0.003155505903514954,0.0035519433431348093,0.0016231816197310827,0.028175982833067853,0.004995111739210182,0.004192368460185942,0.001572138172569728,2.6797809759711275e-05,0.010051986049485602,0.014445295546663411
2021-09-30,0.0033004230496748725,0.002815837125714673,0.00027542045757674295,0.015012533556836929,0.14851037015803295,0.011570548244001982,0.020256885752191568,0.02052107110951751,0.003500215232420519,0.008083108925580944,0.00755640742582346,0.001347056419784434,0.0031329879556515282,0.009110061289076883,0.001900336956706665,0.009256502795774448,0.0006201775338441346,0.004967968729184971,0.007634732124714749,0.028081330569712678,0.0006738492127565255,0.007816034542476221,0.005669424188272033,0.002923052082393731,0.0055613746241457715,0.01719933346965255,0.0024914958316173057,0.004084825648899265,0.004934456030151157,6.420057286171166e-20,0.0002336900852166304,0.001031061200159089,0.037734528705199645,0.41123343103590515,0.0006933661869064857,0.06398229091398182,0.0010084625985117667,0.002451563075297321,0.0020333605436761316,0.0023112206230216192,0.001434754402313532,0.0011045066555128871,0.002788872885112754,0.04639082034528994,0.009527365012678009,0.0,0.0017372675016379168,0.003741352584089108,0.0012249469302014582,0.022938864683489574,0.003785779380509412,0.0033723276912799895,0.001083192065322799,2.2470200501599078e-05,0.008261714919282225,0.011064968732716002
2021-12-31,0.0025690857196845685,0.0024498871733575314,0.0005035268854060697,0.012580115704985245,0.14027801275699095,0.011965309377904432,0.015087267617764868,0.03358066573944479,0.003025326853033868,0.0031178384744343832,0.005245834642503235,0.0009640251096956206,0.002513056909890293,0.007202723219876824,0.0010070537708121393,0.006599909987702958,0.000615218303623416,0.0037893602388804786,0.006267536468163551,0.020177695553363226,0.0007514452137114581,0.004598756819585035,0.004042313836039928,0.0020841435538671224,0.004173322376588307,0.01402093499998901,0.0018423590985294082,0.002933730735061364,0.0035182796738464106,4.577517140055179e-20,0.00016662162389800852,0.0008779677874625833,0.012186723881968902,0.5284835088536506,0.0004943718511259593,0.042433583888311505,0.0007190363923598675,0.0017479706951014705,0.0014497912285982763,0.0020598827130248304,0.0010229835304595314,0.000787516048775093,0.0022164337992147177,0.035002717214174334,0.007523607171394693,0.0,0.0012900358804103502,0.00427064039098588,0.0012130420421146224,0.01716568927520692,0.0026992703071477375,0.002440365937706217,0.0008580098127319427,1.6021309990193126e-05,0.0058734122424048,0.009496059307044467
2022-03-31,0.003493330281540468,0.002822069995887625,0.0011509618806757375,0.017400551586408287,0.14050739410006274,0.013928198188794467,0.02368954211788556,0.05034653359508326,0.0034472012586130355,0.0034456418259949865,0.0067231667549087545,0.001152269791903778,0.0030378753485143257,0.007734282742740149,0.001448763206444984,0.007252921106543203,0.0006760894963409926,0.004449513997794157,0.007328327219267544,0.018099479224961985,0.0007267962085665669,0.005417167089432203,0.004442270181761933,0.002290353777411115,0.005120472457778991,0.015187867614231583,0.0019232331565557162,0.0031510599740178402,0.00367020012299396,5.030427800156195e-20,0.00018310757192568547,0.0009849577632705829,0.0264670928277418,0.46601651740968175,0.000543286202416869,0.037818756201574266,0.0007901795988485351,0.0019209191597676443,0.00159323709286547,0.0030786218136955906,0.0013307996745313213,0.0008654347987388717,0.0031812425408187773,0.035650440602594945,0.008268011132336722,0.0,0.0014027347920735546,0.004693187920433724,0.0035192872889892733,0.01936211660280119,0.0017969191144937941,0.002957891546491842,0.0010479387193285384,1.7606497300546683e-05,0.008327068354710554,0.008119110469452098
2022-06-30,0.0038515210859014306,0.003478760474475843,0.0014896881837171496,0.025440149957429624,0.15860100674143154,0.02212466269354414,0.037788987869452194,0.030381174810422365,0.005851766038038003,0.008925940744436119,0.011312319645102105,0.0017451358506750106,0.003665817911181235,0.012924737821227768,0.0024038150237254002,0.010983572548195432,0.0011375800675658232,0.007610105943068688,0.0077802351049591125,0.019704511884622296,0.0011849792370477326,0.012759856424529986,0.009167168660549408,0.003878267760109079,0.009602140681920002,0.024072006786883936,0.0032999978924297857,0.004555737318204083,0.007886883236293407,8.464137407483805e-20,0.00030809460163241047,0.0015743295577919877,0.027415341062840045,0.32573386398960674,0.0009141268400082508,0.04240532841149386,0.0013295467039675561,0.0032321155104217654,0.0026932885230613467,0.0028947349933594615,0.001656685614766805,0.0014487217586649282,0.004057707473147735,0.040088016872072946,0.012003839671293533,0.0,0.002360224716076858,0.006854935603572984,0.004889732180303394,0.03110570497250298,0.001882339518050323,0.004901074124429422,0.0016413655260592592,2.962448092619332e-05,0.013899637167821752,0.011071091728988817
2022-09-30,0.004599291958651573,0.005768088925041577,0.0014841866239873065,0.023442727725879506,0.15317691411796266,0.02578057464501587,0.031088228401479567,0.023640731714125084,0.005404631859735595,0.010471611262514077,0.014491901780239694,0.0017956971574537332,0.0038580419345124583,0.01267461645370978,0.0028503129483392585,0.0098502767712903,0.0011333788764993976,0.008274171771158327,0.011819522569208004,0.016275455592588077,0.0013492605672611876,0.008774241468899503,0.007697362878654167,0.003863944949494226,0.009164430759194347,0.02358844786714371,0.0035003192266173356,0.004851940999871231,0.015806587545464813,0.008046737036789361,0.0003069567790519202,0.0014858731996963829,0.03524184272900768,0.3191220496414889,0.0009107508829013015,0.03835273162439926,0.0013246365619086712,0.0030452811003085,0.002683341953140687,0.0027322526487039054,0.0021092315817710515,0.0014433714918276558,0.004310887512399495,0.03938660253406315,0.01247897367145691,0.0,0.0023626395820597933,0.006829619676334316,0.004692896910505318,0.031648593180820236,0.0038517172756034213,0.004892418816889066,0.0013398157432903592,2.9515074908838482e-05,0.013864158301321424,0.01103020513736021
2022-12-31,0.005594324109947035,0.006031284518974803,0.0018052824410536824,0.023944814977525777,0.15058978885067825,0.02949575076516794,0.043328317178277904,0.016930677256836408,0.005987896196669932,0.012353055394373695,0.01315497006051902,0.001949499890606039,0.005443541996972665,0.01303188262135627,0.0031387296986501523,0.015091135478549095,0.0038571500518967423,0.009704213703591294,0.012185656477112356,0.015755192212832135,0.0013670911576342886,0.010672501558338267,0.009362646059914659,0.004699888718697712,0.008165312995459,0.02670997429831698,0.0029024018154576703,0.004616599551530916,0.02077715973067238,0.008275783972107568,0.0003733652321270116,0.0019878621424784296,0.04189383564770202,0.26096793705554544,0.0011077869524647596,0.03526455132012818,0.0022574236342448547,0.003704111335871055,0.0032638685951322825,0.0024617487832550213,0.001282776261807804,0.0017624069830786575,0.005766646524774887,0.03959312626401826,0.015386955624003572,0.0,0.0028737839858523303,0.008307171269094069,0.0057081799911725805,0.03252585579875697,0.004685015653132212,0.005680895608824838,0.002203265161013244,3.590050308913573e-05,0.017104640837519763,0.016878365095192242
2023-03-31,0.005371097880167163,0.006726101625892394,0.001793627100237972,0.024173609243457267,0.1499614930681918,0.03169981123093877,0.03522642860615099,0.014685321883198394,0.004784806021776876,0.005307505646613271,0.012631822674687305,0.002125040471259215,0.005532728140449971,0.01398723406293532,0.0015898058388472932,0.013496228644245174,0.002919128105637299,0.00893165149540093,0.011189787250348257,0.016183408154419883,0.001671334343403565,0.010603597302588664,0.00930219854860918,0.004669545098460447,0.010144184179414074,0.027124533465871507,0.0032688853901837035,0.004693188364781766,0.006261389149921647,0.009365790782163071,0.00037095469573103507,0.0017549010605737428,0.04162335889489744,0.24838881840636443,0.0011006348115096644,0.06536547852799063,0.0044129341303695835,0.0036801966956700924,0.0032427962687256967,0.002507001515105347,0.0019456777612354183,0.0017510284566073203,0.004793876067908761,0.05432509226224175,0.01262672714315254,0.0,0.0028552301401913215,0.00825353815875414,0.005671326598195632,0.03207127547982328,0.006291962339130249,0.006505974663590461,0.002189040347335888,3.566872074336876e-05,0.016045828802981176,0.016769394280918084
2023-06-30,0.004182696031602594,0.0063568432664202895,0.0021349734107669266,0.020625018362730032,0.17992804480773228,0.03582348274882724,0.04038465133961125,0.017494673695400375,0.0034520151816374487,0.005461543324023616,0.012063757179270997,0.0017893534449371848,0.00445335154322609,0.013688580563194951,0.0015847592456902121,0.007860405858623453,0.0022161700642539753,0.006870198424321961,0.007980776336161271,0.020886770732523808,0.0016794886747584362,0.005703708781792008,0.00628739876014847,0.004079419586377839,0.008613789720254384,0.02546476626136598,0.0033589773495168724,0.004100074875422789,0.006821587269931689,0.008286599258012162,0.0003240743626018187,0.0016043461577155969,0.0363631021751266,0.287427250202324,0.0009615393176097915,0.05347226982930008,0.004423615049514825,0.003215102577548592,0.0028329797302169973,0.002510685995981123,0.001515314739418394,0.001529737829182541,0.004257482422972244,0.04354188349526666,0.008662757000317845,0.0,0.001654114720543733,0.005818025122885617,0.003491812225616299,0.026602587787204236,0.005496799765669309,0.006740746742117827,0.0015683774647235267,3.1160996404021025e-05,0.01502227120928705,0.011298086981915052
2023-09-30,0.0037063907015358805,0.003942968831421149,0.0017237850916854002,0.02090228438595296,0.20962187181661093,0.03324782089889749,0.04112693419260848,0.015010242030042562,0.005311718225337132,0.005661698834861137,0.011239146198965414,0.0016538563709572042,0.004060078375773188,0.012852561863959324,0.001752430591742733,0.00551611229339328,0.0024699161167081713,0.008180143798725262,0.0069861319551590105,0.01856902415481242,0.0015650553207794717,0.006133507071099565,0.00622786871834725,0.0038604023900794242,0.007631919478510359,0.023672978253263133,0.0031331436945061905,0.004085185314058732,0.005985224482567488,0.007992094515995946,0.0003066753535549783,0.0014508103264331664,0.020699743850253468,0.2918100240546375,0.0009099158841741113,0.04959041568748907,0.004186118576025454,0.0031349972268628406,0.002696468321573374,0.0022747897104352785,0.0014869542073878603,0.0014476087705444058,0.0037003245956413865,0.04195217734867195,0.012137266877233564,0.0,0.001570868672261695,0.005505665111019429,0.0038401820370977773,0.026716141377000995,0.00520168580452867,0.006322230365594936,0.0014841739088528839,2.948801476490176e-05,0.015577928440002303,0.01214484950960168
2023-12-31,0.0037331049081219987,0.0038793848992265934,0.0016851850326576672,0.02054838523692252,0.21015393992307121,0.039386628888650944,0.04222969912116695,0.014026735633509318,0.0035924257274876246,0.0046414245826160725,0.011646391183665401,0.001696057194158684,0.0033160092578102475,0.01209527966988164,0.00172966205698001,0.007468433667460114,0.002193211488250652,0.007280888881567569,0.006325621236955466,0.019965242029140684,0.0020914085214684005,0.005996161797530701,0.006523296900610323,0.0037739578786106696,0.0067345627661414545,0.024017593134065283,0.00389915246559208,0.004084473400268509,0.005579395606658375,0.008695258255018079,0.0002998080898765351,0.001564932337267628,0.018739652914480567,0.27999275189233264,0.0008895404864468621,0.049468334829628285,0.004092380426814704,0.00371794977390846,0.002636087339697392,0.002322689047944585,0.0018102148899193649,0.0014151930220490732,0.003755837609442307,0.04292032847106111,0.009530437933959855,0.0,0.0017640082035400414,0.005382378861882366,0.0029247761734933404,0.027649883453723302,0.005085206447521229,0.006688026620322704,0.0014509393712266597,2.8827700949666837e-05,0.02513149549876041,0.01174934725848564
2024-03-31,0.0038353607240885967,0.002947443399875963,0.0008105469349658897,0.020972901942242397,0.22615295696118592,0.04473827623685165,0.028304667399433853,0.012267198025212925,0.003879802644102351,0.005018022388288826,0.013052415368461131,0.0016364451376394667,0.0028092819905067763,0.011594044936230839,0.002057069872830099,0.006683865203588515,0.002617698169514839,0.006424505535667138,0.005434348768521307,0.017454391383640463,0.001247751039280824,0.0055878614455981785,0.006332397929421013,0.003516975431831162,0.007084226265404999,0.02345980731088774,0.0041531319656377234,0.0038909323131904243,0.006857411285023919,0.00908180997586781,0.00027939307227990896,0.0012772254732795838,0.020010377456970402,0.26749123442613904,0.0008289684562151144,0.047849901444861336,0.004410112187064409,0.0037457093206757024,0.002456586614922661,0.0022566363530300343,0.001934029462152985,0.0015704346864964117,0.004181685323574023,0.04355308161347965,0.011987037389547631,0.0,0.001643890502477695,0.00501587321080975,0.001952681252417825,0.025767102847353143,0.0047389363413630715,0.007457645852394492,0.0013687190288173999,2.6864718488452787e-05,0.036479524479131505,0.011812800501065382
2024-06-30,0.0034532249883993233,0.0035521454958795124,0.0006924435523613227,0.02121844885450053,0.2276295768720257,0.046600776615911464,0.029554749803058267,0.01295858647990475,0.004281309539653935,0.0073381031003485605,0.013163172074920597,0.0015392630482144553,0.00397705403937396,0.01256740083668764,0.001978410149603779,0.009501614502585725,0.002874689899197005,0.006430282624882646,0.008363279268779611,0.019933981052825952,0.0017865643169149277,0.003399268347955583,0.005935230448811336,0.0034337406460168618,0.007830457444397683,0.02810241689778095,0.0037499865108398898,0.0037597286820311208,0.0066996161884309785,0.008943313153549808,0.0020833258393554944,0.001305450939624918,0.019536800227337316,0.21629868237884042,0.0008093496066560913,0.0511239168204431,0.005035953108082346,0.0036570611856312275,0.0023984476075026117,0.0032373984266243654,0.0029141831624106876,0.0016486751246698158,0.004249085434944479,0.045704272046983054,0.009321759034439926,0.0,0.0016049852338660654,0.004892068733565708,0.0029391381086159166,0.02664109121909634,0.004626781918050655,0.0073021320067194005,0.0017985546814579807,7.868676731378666e-05,0.05853845849475363,0.01100490645717102
2024-09-30,0.003913929675715873,0.004215001189232479,0.0007727502180259546,0.023182506540778632,0.17725585358290155,0.04845495117121837,0.035125009910270656,0.012051223638261907,0.0048505966066564234,0.008149002299182792,0.013297325180316748,0.001543827816532372,0.003009878825406288,0.014551789819969272,0.0018398814714903676,0.0072591687147892684,0.0025758340600865143,0.007903127229810897,0.007125359153226332,0.025423816696957806,0.0018465719495685145,0.00379350107030923,0.006623573297365322,0.003831971319258575,0.009145047223066896,0.029605365495799552,0.004516072702749084,0.0048505966066564234,0.00802857369377615,0.008743618538378089,0.002308214936960643,0.001488631372387661,0.021802595437160857,0.23423196489639964,0.0009032145405498168,0.04917501387437892,0.005795626635194658,0.004081191627669543,0.002692081116694315,0.0031612508919243586,0.0027106471933611726,0.0018398814714903676,0.004616429873921286,0.05068204406148148,0.01229375346859473,0.0,0.0025942328748014185,0.005459430111767782,0.003324331295079187,0.032365187703035106,0.005163376456809786,0.009600836042140645,0.0020071434234440375,0.0002927084159189221,0.04701064421609843,0.010913842364976953
2024-12-31,0.00428383912536454,0.005876548543769303,0.000845783622187358,0.02609846605606704,0.18041553239516042,0.05230128203954681,0.03863693364992248,0.011511444624056505,0.005017034667975008,0.00760106839680067,0.013959091167053253,0.0017849329689018914,0.0032385091507563545,0.015240581503700765,0.0026545156973412742,0.008427629663938317,0.0024604614463632226,0.007908626077596074,0.007029889846752065,0.024165246348210222,0.0017721180655354163,9.153502404625085e-20,9.153502404625085e-20,9.153502404625085e-20,0.008073389120879324,0.03179926735366754,0.004481554777304441,0.005096670138895247,0.00878736230844008,0.009196523865926821,0.001739165456878766,0.0016659374376417652,9.153502404625085e-20,0.25049840820593194,9.153502404625085e-20,0.05162575356208547,9.153502404625085e-20,0.0038527091621066976,9.153502404625085e-20,0.0029108137646707767,0.0030481163007401533,0.002215147581919271,0.005107654341780798,0.055825380465327465,0.012814903366475118,0.0,0.00326230825700838,9.153502404625085e-20,9.153502404625085e-20,0.033227213728789055,9.153502404625085e-20,0.011635932256759407,0.002416524634821022,0.00044852161782662906,0.05627207138267318,0.012769135854451993
