,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014-03-31,5.239994088742089e-16,5.239994088742089e-16,-11.734242799032016,0.16809994631008396,0.03459656253419196,126.70983933805478,1698.694877852737,51.54317212447119,13.687618330952876,609.617632509174,2253.2098829870047,0.15491252881875264,0.5134553278521918,1.228414360231007,0.6263247425884717,0.10841069328148785,2531.142892793974,0.18499512045035077,0.01022204615611601,0.04596917023169273,0.6851147590458767,0.16086995011214092,3.611476857006009,0.5521797969983606,2.8100279215182504,5080.712419252915,0.16766523244656475,0.0588472211781172,1780.4717714656335,7.472713488545402,-0.16366405897887049,0.12948527211343727,0.6748517314876941,0.01022204615611601,0.5400101129319761,1.3411290884862936,0.017347111468490252,-0.09502570485347774
2014-06-30,4.987979001103935e-16,4.987979001103935e-16,27.02400734787511,0.08678297202410033,0.022286818795562092,91.2631350597147,1521.781796953071,34.123185905216964,61.68374430168581,382.5394719160699,2210.5113640854383,0.1444269833689214,0.4408024382368099,1.1541218343964346,0.6250192964413019,-0.03869667375490486,3001.0260071738535,0.12757607837073517,-0.07588581076908081,0.27004310691891964,0.6266896649663256,0.15675088336427048,14.968864038689057,0.5856109020612821,2.585047184425597,5175.84641007928,0.1226902046812502,0.04907751038994827,1578.8188108591148,6.717127477682317,-0.25599276430045986,0.15051519599682692,0.7674337788653735,-0.07588581076908081,2.5492634291252134,1.1902184269147253,-0.19797206625611355,0.04368989592581565
2014-09-30,4.485336960693729e-16,4.485336960693729e-16,11.342027288796624,0.060826183710591834,0.017842494860699123,82.96365616889484,922.7750754231723,25.272851620109275,13.859643725244974,297.1850616086922,1987.022971790522,0.13052896341030507,0.42542450057534875,1.172428614108301,0.6344628811427692,-0.031481480099598246,1907.1009808188421,0.14730908514665123,0.042874661767192124,0.08901970512878175,0.5089283672314459,0.14021899097637647,4.181073321524544,0.2815913013582711,2.558843548364544,4715.295099545226,0.08886561857474336,0.038425106903746994,980.4375176262549,7.555824546115324,-0.23248558548361561,0.13403932735729895,1.201905356369449,0.042874661767192124,0.26006753860251214,0.9540514412632152,0.017130494458624728,-0.006710174175391242
2014-12-31,5.181988537063793e-16,5.181988537063793e-16,-3.798984305467523,0.06209112135699295,0.017947819321330265,70.14748398554478,955.6709377613103,45.76368153086043,33.283610061216784,322.51630435868566,2703.6510033194136,0.15676590516573669,0.46906620342355615,1.2480631256545636,0.6390822328823256,0.14197108300622138,2188.5416844425554,0.16301988317446933,0.07266810517241745,0.10570591065143613,0.5702730502641309,0.16591537658173275,-0.4803215992297293,0.2893246351756639,2.4081754479118986,3950.0763743239995,0.13487846312356,0.06045791714242547,980.1943677393742,9.987481158788109,-0.23829506790522192,0.13349343433491456,1.776440534675308,0.07266810517241745,-0.14180762604840855,1.137814142114689,-0.003503850397835872,0.13743098193361958
2015-03-31,20.312884212912806,2.1487664607126606,13.397073867145243,0.06371387844730894,0.019029613068963183,48.487970090657534,823.9774904375718,35.8585601198614,42.70807253861073,330.31943374957524,3194.398231965472,0.18326204481787436,0.5868024069292205,1.502049729268317,0.7395846482808462,0.014080305973056989,2426.2916786256183,0.19716269097235498,0.10145533247975982,0.0610833230196817,0.6565831660377356,0.17628832852212684,4.316019799746482,1.2103850553041369,2.7876676919999106,3937.5756861280142,0.11553108680130961,0.049232201027953566,836.4766284992442,10.5161617821549,-0.34793425340875356,0.15414061200310902,0.921875580833302,0.10145533247975982,0.26917970904277666,1.3206207273415358,-0.18262578408530739,0.04410680577248141
2015-06-30,23.944579449022147,1.8459835175080477,12.186874846910623,0.05678456133738578,0.017951691583972817,46.35210899227417,765.896150898793,29.34873453726625,23.27101998436423,312.4311760108742,4019.583549900287,0.20938809058357147,0.6587753848808667,1.355623971759541,0.674081651248273,0.009435967431532266,2253.452857977237,0.1992180132528312,0.08051572184187362,0.3320853456003125,0.5260532698180265,0.1523653227462471,4.027043998127961,0.19142664956068073,2.3077828604393464,4092.044424322526,0.12731671276495865,0.06167711563448564,782.2613898344774,7.903560350235198,-0.7081257883692433,0.17890963233098578,1.0199068170140708,0.08051572184187362,3.6865294129589654,1.162992478810689,0.020202142732661413,0.22430552398417322
2015-09-30,28.497090236771374,1.707594959860704,12.190109625019979,0.049139500310592096,0.017536156196792697,46.818364252409424,682.3507025845281,20.44522378796419,27.781305438003425,270.06737418826054,3999.285972063903,0.19498774779188516,0.6078838023553591,1.4804867085079194,0.6758994573904774,-0.06598997707647011,1571.6786163649026,0.20762761282305117,0.02888274381330702,0.12563347628404933,0.5167418351130018,0.15274140079161283,4.281995487917527,0.15383232135022185,2.4916073523746296,2847.5070467655532,0.13323131474249608,0.0632870068936848,708.1005897185817,6.046019548540079,-0.5943587344345742,0.1496770929551053,1.0980288810236825,0.02888274381330702,2.7246749525215335,1.2869536209343355,-0.10678868373129034,0.0273110305380314
2015-12-31,43.08635604061299,1.9597972782702455,17.232181535344477,0.05174488944480869,0.018272446229697387,49.051271414567765,874.8341031591513,18.864266989015228,13.406284303856708,300.18718103904945,4546.882216927728,0.20145926855153265,0.6023500897781918,1.278433710416267,0.6001878775115512,0.11494600624583245,1878.3103173338427,0.259588583813279,0.16141975074786824,0.07650358123480906,0.4957825207677146,0.1653537178913452,6.115138813028562,0.16107189432520763,3.053738308277936,1277.6450293555995,0.11250749326042235,0.06407984054692549,904.9079848474108,9.843032876687454,-0.39517431338471953,0.2001289037651076,2.26587307661332,0.16141975074786824,1.3924452088306163,1.3904731684478273,0.010652567754252041,0.03407290754273363
2016-03-31,31.72547273621354,1.6429687095122518,-7.4167657844923065,0.046802946940963236,0.015668103801965746,48.12832674874059,838.40485144055,19.244299193295035,12.22325877152047,291.8545222726124,4278.868516689196,0.1783155668169029,0.545262856259132,1.1849699298452065,0.5598994887845936,0.1390075940798134,1974.3514637513422,0.2009749716614633,0.07398718195966464,0.030395015476812184,0.4539011902204883,0.15185570109798005,-7.582260029124611,0.34610399787391116,2.513285498647593,1984.3441831337932,0.06251460731000624,0.03488483234890076,866.8032965135533,8.506755749728887,-0.383173811146434,0.1742218418476932,1.2997331169776334,0.07398718195966464,0.4275379977127436,1.1629175146750712,0.09337486803123303,0.04853184492087557
2016-06-30,18.690910787691372,2.256889673782954,3.877980773097159,0.06401459541239567,0.020240265536711356,66.40205308542299,898.8667404615549,29.94651696454573,42.35841900333227,434.0750303497563,5413.8620078049435,0.21419377423236396,0.6341376643422182,1.3565787787475416,0.6524121728471474,0.13484615018819823,2304.7962355206555,0.21653230451500902,0.06417369790670442,0.08887533812112539,0.5014247641183557,0.13915709723563863,-1.2767238473419018,0.42817786402597136,3.1923714724631527,3113.1083208337905,0.08035643690222762,0.046532381798759084,932.8604075318505,5.996673902355085,-10.778659907317863,0.213673580085889,1.3763097274773222,0.06417369790670442,8.115346213588357,1.4063619287600269,0.011138531659867133,0.05659249383645008
