,TSC_capital,TRC_capital,TNC_capital,VFG_capital,TPC_capital,SPC_capital,RDP_capital,PHR_capital,PLC_capital,NFC_capital,HSI_capital,GER_capital,LAS_capital,CPC_capital,HVT_capital,HRC_capital,DTT_capital,DPR_capital,APP_capital,BRC_capital,AAA_capital,DPM_capital,BRR_capital,DRI_capital,HCD_capital,DDV_capital,DGC_capital,ECO_capital,DRG_capital,CSV_capital,DCM_capital,VTZ_capital,HAI_capital,HII_capital,AVG_capital,BFC_capital,DAG_capital,PCH_capital,DHB_capital,ABS_capital,DOC_capital,HPH_capital,LNC_capital,VET_capital,NHH_capital,PMB_capital,PGN_capital,HNP_capital,BT1_capital,PSE_capital,PCN_capital,PSW_capital,QBS_capital,IRC_capital,RBC_capital,PCE_capital,SEP_capital,NSG_capital,SIV_capital,PLP_capital,SJF_capital,SFG_capital,RTB_capital,SBR_capital,VPS_capital,VKP_capital,VAF_capital,PAT_capital,PVO_capital,VNP_capital,VXP_capital,GVR_capital,VNY_capital,VTQ_capital
2016-09-30,0.016157473905290223,0.012668572092943173,0.0032397295026406685,0.029320042914992402,0.003226225710954478,0.0030081207599461763,0.01750189297821836,0.02602244001941091,0.03803750345584776,0.003250210057382189,0.0002565432493048139,0.00011845330276543261,0.030198998669372645,0.0013268842986490508,0.0033065574354842675,0.031120855595634402,0.001624370814004532,0.019591352805244287,0.001044715517146562,0.002135038723058424,0.17854102961545637,0.15007106334383943,2.879273280637642e-20,2.879273280637642e-20,0.00498574961275214,0.030203519128423246,0.1394273689782375,2.879273280637642e-20,2.879273280637642e-20,0.021221251823947643,0.10517582195910016,2.879273280637642e-20,0.01977922538680589,2.879273280637642e-20,2.879273280637642e-20,0.030946083707499697,0.018473187026708658,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,0.0019003203652208436,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,0.0017167666935801937,0.0004379374659849853,0.0026480676362024393,0.012171551939239501,2.879273280637642e-20,0.003990672766963771,0.002012612023165712,2.879273280637642e-20,0.002916934175148382,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,0.011585043971973616,2.879273280637642e-20,2.879273280637642e-20,0.007371659416752521,0.00011517093122550567,0.007902338275106847,2.879273280637642e-20,0.0011838995875325857,0.0020667423608416993,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20,2.879273280637642e-20
2016-12-31,0.014707888957217183,0.0159895165571682,0.004202796582828602,0.027677515883373666,0.0031334864268287724,0.0032004290914019328,0.019472655757301793,0.040786124010542324,0.041225793303017864,0.0037865809614872053,0.0003133486426828772,0.00013021376929266232,0.03205376201790956,0.0019543459889996904,0.004331174572194436,0.03677238110879905,0.0017207588189997274,0.024424482201654673,0.0012525716349022407,0.0020526551692191873,0.15512612583556082,0.13945717443527061,3.165137804877548e-20,3.165137804877548e-20,0.006078014126706355,0.028439237947495498,0.11107582685822633,3.165137804877548e-20,3.165137804877548e-20,0.020775015009874758,0.10020231244334998,3.165137804877548e-20,0.01948772181325301,3.165137804877548e-20,3.165137804877548e-20,0.027374137424776155,0.0195629254874969,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20,0.0021079817780484465,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20,0.002054807462926504,3.165137804877548e-20,0.0022345872902435485,0.0014613441245119637,0.0018911698384143348,0.0005184495724389423,0.004019408498413998,0.010199498319327654,3.165137804877548e-20,0.004386880997560281,0.002301055184145977,3.165137804877548e-20,0.002980610270853186,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20,0.012522994330510212,0.024399509264374186,3.165137804877548e-20,0.009282241383474141,0.00010128440975608152,0.009080685408059539,3.165137804877548e-20,0.000988757398865697,0.0027017616302434746,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20,3.165137804877548e-20
2017-03-31,0.015078380931393963,0.016659857272901202,0.00472359956990852,0.02706674290247055,0.003673488741894202,0.003975362676031099,0.013536082343490081,0.04175478598072332,0.04061523102407584,0.0036020559651912852,0.0002426018831419811,8.288897674017687e-05,0.03126305095515608,0.0017758335319789406,0.00593026825458176,0.03448671537205786,0.0017281095756739903,0.025687159112956843,0.0010624859745786306,0.0021194582699949438,0.16324356022184347,0.14647045810525847,3.0631550901765286e-20,3.0631550901765286e-20,0.005848175698165029,0.025956563603137868,0.09842248125486927,3.0631550901765286e-20,3.0631550901765286e-20,0.020884131931560045,0.09989267317195037,3.0631550901765286e-20,0.021098368998566992,3.0631550901765286e-20,3.0631550901765286e-20,0.03097756490075163,0.017270221556169776,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20,0.0016510405936051489,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20,0.0020841707233561096,3.0631550901765286e-20,0.0027323343404374637,0.0015993345356829691,0.0021020901806336426,0.00034644284069896533,0.0031035887373668586,0.011908719938731997,3.0631550901765286e-20,0.004245532954984668,0.002242229526009219,0.0008568257418241786,0.0028845731484192366,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20,0.013410676774098254,0.02137855579466544,3.0631550901765286e-20,0.010236451680351923,0.00012252620360706114,0.009307764320112204,3.0631550901765286e-20,0.0016875227707291516,0.0029712604374712327,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20,3.0631550901765286e-20
2017-06-30,0.018783770442522444,0.01403815087079812,0.0040010999062170954,0.020609930289561033,0.0030893264602752553,0.00240453500552603,0.0149234989589469,0.046394621059259976,0.034816000504842654,0.002898728637088754,0.0003172521966386797,4.0131047096174866e-05,0.02771911570202402,0.001978894470999217,0.005374306442203959,0.025534487988356076,0.001574625937597947,0.02337064066332578,0.000978995414879966,0.001769808757565707,0.18527375450472852,0.11922145275623014,0.03488664889610656,0.0140203285446,0.004706277341278689,0.024057626014384315,0.06750194954802655,2.4650520329345744e-20,2.4650520329345744e-20,0.02091941757229597,0.1136653733771176,2.4650520329345744e-20,0.018329855761177873,0.016659536503661403,2.4650520329345744e-20,0.03072411273225258,0.014596707010940763,2.4650520329345744e-20,2.4650520329345744e-20,2.4650520329345744e-20,0.0015850284571769311,2.4650520329345744e-20,2.4650520329345744e-20,2.4650520329345744e-20,2.4650520329345744e-20,0.0016328504666158618,2.4650520329345744e-20,0.0019560187881335843,0.001444421889218343,0.0017440243133012112,0.0002884110878533452,0.002828647207792424,0.015289115476471753,2.4650520329345744e-20,0.003562986208403633,0.001656514966132034,0.000687453710944794,0.002094505411343849,0.002507697433104342,2.4650520329345744e-20,2.4650520329345744e-20,0.011772176440043339,0.016229187719751688,2.4650520329345744e-20,0.00824375026114145,9.860208131738296e-05,0.007936432224195496,2.4650520329345744e-20,0.0010135800949020383,0.0022476344436297446,2.4650520329345744e-20,2.4650520329345744e-20,2.4650520329345744e-20,2.4650520329345744e-20
2017-09-30,0.015792361221628262,0.012087941804808133,0.0033359697326122402,0.018573865755172055,0.002957826825817658,0.0024341354639436886,0.015446900773289697,0.0485562899267752,0.03018486669642257,0.002444364816098229,0.00031846096330173803,0.00019720990023722442,0.027068581415531742,0.0019150119259877846,0.004599991692136216,0.024785355702345923,0.0015597939195143844,0.02007082528933465,0.001000868122441442,0.0015981807965723047,0.16233016836033928,0.10036233995165268,0.016743326403894407,0.013154818199643026,0.0041657267421793005,0.02174399988985754,0.06214543741192329,2.1445182713921754e-20,2.1445182713921754e-20,0.01983432781436552,0.09479821573506396,2.1445182713921754e-20,0.03204952533339806,0.02764311930562042,2.1445182713921754e-20,0.025956219788160623,0.012090901240022652,2.1445182713921754e-20,0.0396941753961606,2.1445182713921754e-20,0.0014346827235613654,2.1445182713921754e-20,2.1445182713921754e-20,2.1445182713921754e-20,0.021714984557645606,0.0011220119595923863,2.1445182713921754e-20,0.0017295539858777891,0.0012223754146935399,0.001246501245246702,0.00023418139523602555,0.0020671011617949177,0.013999543946744401,2.1445182713921754e-20,0.00309968670947025,0.0012738438532069521,0.0005638367439144308,0.0018867042848054079,0.002256891028813125,0.020520895338951725,0.019532272415839935,0.010621498765647448,0.0118002975690663,2.1445182713921754e-20,0.007061469764040154,8.578073085568701e-05,0.006023201242945633,2.1445182713921754e-20,0.0008646054314771835,0.0019969754143203933,2.1445182713921754e-20,2.1445182713921754e-20,2.1445182713921754e-20,2.1445182713921754e-20
2017-12-31,0.014569670131275176,0.012699722808802069,0.0034566238350299066,0.01155479588058291,0.003284790357379858,0.0027461580674228965,0.01345254142891147,0.051938351845633314,0.02811660553575336,0.0016606051276016338,0.00028598174800932704,0.0002801154557424691,0.02704409620790424,0.0020198044249264803,0.005306550213061957,0.022682107933022583,0.0016234963848529489,0.02029468252603967,0.0007634401644410605,0.001446574343077482,0.16250960605358697,0.1030357573623301,0.027973214687275958,0.012979971589368786,0.004283504395008389,0.01912164628070848,0.06160806803619111,2.2220804041128753e-20,2.2220804041128753e-20,0.021705725803455384,0.09787393124598803,2.2220804041128753e-20,0.02987969301159268,0.02168279393368494,2.2220804041128753e-20,0.023730129934818385,0.009593787703149255,2.2220804041128753e-20,0.04112981944796767,2.2220804041128753e-20,0.0014865717903515135,0.0015697664806814996,2.2220804041128753e-20,0.006257378417981857,0.022079190856974643,0.0011999234182209525,2.2220804041128753e-20,0.0020120938059242084,0.0011969236096754001,0.0012638082298391977,0.0003119800887374476,0.002058757494410579,0.011056494349960597,2.2220804041128753e-20,0.0032117950161047494,0.0012665858303443388,0.0006495585437302756,0.00225878917238882,0.0022818543669835115,0.01600564515082504,0.02396967020238175,0.009941276636744427,0.010644987279922935,2.2220804041128753e-20,0.007452968779414788,8.888321616451501e-05,0.005461962516525611,2.2220804041128753e-20,0.0008780772924892439,0.003060693548625074,2.2220804041128753e-20,2.2220804041128753e-20,2.2220804041128753e-20,2.2220804041128753e-20
2018-03-31,0.00472567414371134,0.006612318669692321,0.002099412043312536,0.007229773133395788,0.0016818174317385704,0.0020987791975625738,0.008360322214488236,0.029737660600430187,0.012995738225671979,0.000794854261952241,0.00011821080989855768,8.826407139092306e-05,0.013925675204026483,0.0010217115525848366,0.004233260447811682,0.008192892721922824,0.0008351892231479305,0.011185632213978855,0.0004961033060267954,0.0007995349324047902,0.0684270676199027,0.05662842280295596,0.009738958770051626,0.005934755800228316,0.0022752595784010267,0.010275134346585446,0.033558974286474176,1.194048584833916e-20,1.194048584833916e-20,0.012376194176945054,0.047346486128749525,1.194048584833916e-20,0.009882316243146786,0.010753768721816123,1.194048584833916e-20,0.013304757999426998,0.004701673767156179,1.194048584833916e-20,0.004875300371876878,1.194048584833916e-20,0.0008704614183439247,0.0008435236822700716,1.194048584833916e-20,0.0064020108924455225,0.011533613793057002,0.0005975019118508915,1.194048584833916e-20,0.0011283759126680505,0.0006431742702207887,0.0007388175618659854,0.00015367405286812496,0.0010616285967758347,0.004882106448810432,0.00200182245247406,0.0017258778245189418,0.0006626969645828233,0.00035706828880873424,0.001164483941873428,0.0012308252812468004,0.008600731956558695,0.011934563367358382,0.005742370692239874,0.006738231092963057,1.194048584833916e-20,0.003604116248462692,4.776194339335663e-05,0.0030115457572671644,1.194048584833916e-20,0.0006780046674403941,0.0014593661803840117,1.194048584833916e-20,0.5148737497803845,1.194048584833916e-20,1.194048584833916e-20
2018-06-30,0.004579302808332695,0.007377722567133226,0.0026903895697821547,0.011182825769700741,0.002868363025364986,0.0022852153472352277,0.006308747696103684,0.028284098006423092,0.013130958214856037,0.000996232151061951,0.0003695278492136874,6.474633255453497e-05,0.01489525988653887,0.001358495777598788,0.00504705558156814,0.01549530477828652,0.0016151266957240358,0.013111764013830449,0.0005478889214215681,0.0009239057600620073,0.08139244238025033,0.056288049686134614,0.012839800704758805,0.005895390455916828,0.005083376694952392,0.01235390173100253,0.04100260341988406,1.4356171298123053e-20,1.4356171298123053e-20,0.012627401150403075,0.04902101319970992,1.4356171298123053e-20,0.009468569711163163,0.010665142232690423,1.4356171298123053e-20,0.012958109912426637,0.00630212950113525,1.4356171298123053e-20,0.005470849758288733,1.4356171298123053e-20,0.0010508717390226075,0.0006077828680773376,1.4356171298123053e-20,0.009475073056761214,0.014589114533606397,0.0006873734817541318,1.4356171298123053e-20,0.0010049319908686136,0.0008281213851609301,0.0008523976708260562,0.0001735661109943077,0.0011055687516684563,0.006267760827047543,0.0024068121181303297,0.002075040999430706,0.000592909874612482,0.000627077562302015,0.0013642669584606336,0.0015147196336649633,0.006642600459641537,0.02350197120999052,0.006718444112609519,0.006069774868675128,1.4356171298123053e-20,0.003517261968040148,5.7424685192492206e-05,0.003804830435312851,1.4356171298123053e-20,0.0006017963446460203,0.0014482505605546534,1.4356171298123053e-20,0.44791254450143925,1.4356171298123053e-20,1.4356171298123053e-20
2018-09-30,0.004530207255200235,0.007642357339632715,0.0025884734117928034,0.011202974317396546,0.002736718466437667,0.001396452421628632,0.007212015989085616,0.03535743458138076,0.014486741866906214,0.0008281633449224573,0.0002499978114669703,8.580171800965153e-05,0.015062704838274142,0.0012452893229441984,0.0055755684742602694,0.014739741896760047,0.0010387956199710033,0.013056830142227712,0.0006725530348892567,0.0010194074619773248,0.0736382302152686,0.06203214494867497,0.00986418132366518,0.005257866429452133,0.0037944392854922246,0.016581630935217397,0.05493411505488504,1.4029057882546034e-20,1.4029057882546034e-20,0.01455648031364035,0.05429124750647524,1.4029057882546034e-20,0.00850952146546865,0.010546203972625155,1.4029057882546034e-20,0.012847418395214947,0.005498689237063917,1.4029057882546034e-20,0.013747354400264507,1.4029057882546034e-20,0.0009694078996839307,0.0005939341945154689,1.4029057882546034e-20,0.011290585783873045,0.015422592260135096,0.0007878718906837851,1.4029057882546034e-20,0.0009329323491893111,0.000858830865453703,0.0008925988077769912,0.000229795968116104,0.0011877000403363472,0.00525967617791898,0.0023519715540088423,0.002027760026343203,0.0005948320542199519,0.0005326552696845077,0.0013910933215174992,0.001420862982344262,0.007738428328012391,0.02433312031611844,0.007331431329781847,0.008767726275796911,1.4029057882546034e-20,0.003144964050819757,5.611623153018413e-05,0.004051339393437409,1.4029057882546034e-20,0.0006829766248959884,0.0014696841037755224,1.4029057882546034e-20,0.4079650032244386,0.0008863558770192581,1.4029057882546034e-20
2018-12-31,0.002937531439813665,0.0064222778482845855,0.0021123490668697384,0.01106941235648388,0.0021732078905908566,0.001373374786783516,0.0060559030994799595,0.042782839936367806,0.012127213821702499,0.0006582578858187378,0.00021645266340372316,7.63950576719023e-05,0.014084599243809821,0.0010962690775917975,0.005363215993225584,0.011776465334694399,0.0007266276040988442,0.012293945392015388,0.00035542993498664837,0.0008659649870647346,0.05673994688948713,0.0653729099344326,0.009346819556069863,0.0036339354099850733,0.001627446228586282,0.01717414913171808,0.0531450321200705,1.2861120820185571e-20,1.2861120820185571e-20,0.01048811541765313,0.04663943993111275,1.2861120820185571e-20,0.00561584698949649,0.008189550182427925,1.2861120820185571e-20,0.011836706824616149,0.00445151686052427,1.2861120820185571e-20,0.022405101358428877,1.2861120820185571e-20,0.0006224782476969815,0.00040836630828253217,1.2861120820185571e-20,0.01665772368630435,0.011157150922719185,0.0006482004893373528,1.2861120820185571e-20,0.0011793647792110167,0.0007462793967120879,0.0006462713212143248,0.000391235295350045,0.0009904349143624908,0.003930525717219372,0.0017285346382329406,0.0018589464033496221,0.00047200313410081045,0.0004883110353008056,0.0014157521798860275,0.001552594505412802,0.00622092414072376,0.00881089665149273,0.007207757941256598,0.007201237353000765,1.2861120820185571e-20,0.003135219727940737,3.0866689968445366e-05,0.004198924447615825,1.2861120820185571e-20,0.0005265342863783972,0.0013223804427314801,1.2861120820185571e-20,0.46402923919229533,0.0011875958965359356,1.2861120820185571e-20
2019-03-31,0.003336144901962718,0.006895823491184343,0.002497141195374652,0.01006445438538355,0.002058083402781306,0.0013299342057869184,0.004473742505116654,0.061987232726412406,0.010904311183537534,0.0006064296184292045,0.00018768014450233676,0.00018794081136970113,0.010728313654090708,0.0008792767375958592,0.004940940470891379,0.014620709802514993,0.0007568580978863804,0.013179316813941872,0.00025115252670555757,0.0008536128996544412,0.059882359620939206,0.05424489358346232,0.012183213925790894,0.003954932499603787,0.0013940938006404638,0.013692723906203913,0.0459455922844124,1.1848493971107118e-20,1.1848493971107118e-20,0.010618087114677498,0.037510104395658564,1.1848493971107118e-20,0.0038315541318826485,0.007806712010695116,1.1848493971107118e-20,0.010348995968099687,0.0046583064957045894,1.1848493971107118e-20,0.0225761204125475,1.1848493971107118e-20,0.0008021430418439518,0.0007116205479046936,1.1848493971107118e-20,0.013395433343974862,0.00997637268120234,0.0005673058913366088,1.1848493971107118e-20,0.0007180187346490913,0.0006875207111674617,0.0008293945779774982,0.00038353574984473747,0.0011279766260493976,0.0033418795730447335,0.0015758496981572467,0.0017125813185838229,0.0007061702406779843,0.000512565849190094,0.000998591071884908,0.0012216982133608548,0.005349595027954864,0.0037629868972718517,0.006736733762634287,0.006498851549176371,1.1848493971107118e-20,0.0025167978468727185,2.843638553065708e-05,0.0038147174219497052,1.1848493971107118e-20,0.00045449638023769786,0.0011493039151973905,1.1848493971107118e-20,0.4900537106449904,0.00097892257189287,1.1848493971107118e-20
2019-06-30,0.0033616313777813027,0.008435767624064705,0.00253292768241182,0.010538577264427652,0.0021663273692597764,0.0020023937902912646,0.004288311953928566,0.07069131829716506,0.010332031407652868,0.0006582545841444115,0.00019546596769678083,0.00018422348066585487,0.00794609227468671,0.0008533140569588757,0.004131613983865289,0.013251222141381356,0.0009152174204659371,0.01541153338638285,0.00028876235025817356,0.0009994663883609134,0.06393723161538337,0.04226489889397969,0.009315991642232936,0.0044718153579457465,0.0010614162084259535,0.012675288577975792,0.03546484344807773,1.161413949475822e-20,1.161413949475822e-20,0.010369568306499929,0.034739168784166254,1.161413949475822e-20,0.0036708926842477247,0.006239963568767232,1.161413949475822e-20,0.008284179875379123,0.0041179557558194526,1.161413949475822e-20,0.028768455811306003,1.161413949475822e-20,0.0007096239231297272,0.0010009529982162424,1.161413949475822e-20,0.009930553833598067,0.009398045537763404,0.0004390144729018606,1.161413949475822e-20,0.001029012759235578,0.0008870879746096329,0.0005342504167588781,0.00015853300410344968,0.0008845328639207861,0.0022294618315532823,0.001544680552802843,0.0016787077225723528,0.0006201950490200888,0.0006614484725054701,0.0009988159965492068,0.0009250662107574922,0.0049754973595544216,0.0024651707925994006,0.006342017012507672,0.006758244543720818,1.161413949475822e-20,0.002173934630628843,2.7873934787419724e-05,0.0035203385939771743,1.161413949475822e-20,0.00041656434125849305,0.0012842915453303639,1.161413949475822e-20,0.512880400088523,0.000959560205056924,1.161413949475822e-20
2019-09-30,0.004542421456282227,0.00983753582996966,0.002904795292958578,0.010947442893179263,0.0020937405028169254,0.0017212426890857297,0.004046212443671837,0.06782393831218818,0.00973239129299864,0.0006512528398591138,0.00016470425886283321,0.00010785078876647746,0.00758830785206869,0.0006962054567729901,0.0035368714551359515,0.015484928767293545,0.0008885600669721898,0.012905615708718047,0.00036490034455132744,0.0009228318622507189,0.05257803590736957,0.035587876582007974,0.010044464271559148,0.0033043334422525744,0.0009684832245052253,0.009965605868830881,0.03171964455867095,1.1091195883019073e-20,1.1091195883019073e-20,0.008076553386035072,0.03270525258961955,1.1091195883019073e-20,0.0033029692251589624,0.00578734164697582,1.1091195883019073e-20,0.006090397483283432,0.003825530919187406,1.1091195883019073e-20,0.025661699914541224,1.1091195883019073e-20,0.0006044701756245394,0.0005291831379706059,0.0008958358914714504,0.009508260406594589,0.023577264925070156,0.0005017657017477829,0.000587944293758841,0.000596706338506426,0.0007624309873904971,0.0004991038147358582,0.0002033016205357396,0.0007391172936443909,0.0022904872265858004,0.0015197711158706883,0.0016031214529315765,0.0006355255240969929,0.0006167592206629246,0.0009538428459396402,0.0008285123324615246,0.0050542579638917905,0.002266330601952585,0.0033363648159627332,0.0062102156724076875,1.1091195883019073e-20,0.00273636439227905,2.661887011924577e-05,0.003144398397619439,1.1091195883019073e-20,0.00035042633392398756,0.0010328121606267358,0.0005294493266717983,0.5403630634206892,0.0009163546038550356,1.1091195883019073e-20
2019-12-31,0.007052399228123344,0.010565778366995234,0.003406444867747843,0.012805928508401261,0.0021732741982072867,0.0022877080917318117,0.004647334976207511,0.05307010813821911,0.00915222884833975,0.0007592462553641855,0.0001536129553752942,0.0001257350486590371,0.008846632165903747,0.0007480356129138167,0.003954111258734424,0.014635849304501175,0.001165260295665889,0.01763007354789175,0.0004254096154753517,0.0011945088230277507,0.050718110179978376,0.04022428939687738,0.011768265236611078,0.004420173999773742,0.0009424956496048142,0.011448121872794838,0.03506425178652965,1.2930383449098838e-20,0.024174644896435185,0.009187231396336459,0.03313146979009215,1.2930383449098838e-20,0.006661914578344007,0.005489102938743845,1.2930383449098838e-20,0.005591511575660708,0.00463143060456512,1.2930383449098838e-20,0.02534148269888186,1.2930383449098838e-20,0.000799097697154308,0.0006267098250109224,0.001044387071183713,0.011432527830355227,0.030098014763317017,0.0006610012019179325,0.0007480873344476131,0.0011074873424153152,0.0007208171557534636,0.0006529843641794913,0.00016641403498990202,0.0010309394723966503,0.002598619161765393,0.001771785792112768,0.0018689576237327457,0.0006827242461124186,0.0007809434387917734,0.0016124188161026247,0.0013697155187630398,0.0046523519649857605,0.0022325082847876087,0.0033569602902881416,0.008524355288818408,1.2930383449098838e-20,0.002689584409329803,3.103292027783721e-05,0.0036316921474311447,1.2930383449098838e-20,0.0003532968669797275,0.0012040773067800836,0.0008606980439058149,0.4877340637000081,0.0013615693771901075,1.2930383449098838e-20
2020-03-31,0.005093057262265226,0.008798105676303182,0.003040147351294407,0.014642119496667045,0.0023349290721345005,0.0019841088831869286,0.004829159938676319,0.0549236498328787,0.010675218274048616,0.0009094684262526939,0.00015333862563271348,0.00023988976098984508,0.007676704682926,0.0008014189058068544,0.004869353245092168,0.017531654242339982,0.0012611869627039722,0.018641717470670383,0.00040766390168212307,0.001457739201014996,0.04494304004419621,0.04260705773705737,0.013800476306944212,0.002981832207303784,0.0008309714409287957,0.013328518603746795,0.03341332291787172,1.5488750063910454e-20,0.017615974997687914,0.009053871406108534,0.03238898992114506,1.5488750063910454e-20,0.007300870162625214,0.008801125982565643,1.5488750063910454e-20,0.005953627704566155,0.004221551762419177,1.5488750063910454e-20,0.030355471925254257,0.020829271085946774,0.0009572047539496658,0.0006752475477862401,0.001251026342662047,0.012450476851373777,0.029244463883169963,0.0007917849032671022,0.0010035161166407581,0.002463485697664957,0.0009464245839051843,0.0008422007847251307,0.00025974633857177824,0.0012349180425955803,0.0019213329791778998,0.0021223459775073297,0.0022387439342376166,0.0006350387526203285,0.0008678036885807748,0.0016783609569253365,0.0027229222612354573,0.003502006389450153,0.001422982445871581,0.0031086076265768917,0.008441059009829917,1.5488750063910454e-20,0.0028878000056657845,3.717300015338508e-05,0.00234154276841179,1.5488750063910454e-20,0.00034324619016631955,0.0011117824795874923,0.001030993159254135,0.46156475190453145,0.0012044052049696766,1.5488750063910454e-20
2020-06-30,0.005579946176428754,0.009162548620201947,0.003947295034822885,0.011485465085254824,0.001739229844062624,0.0017726939648272195,0.004411174073904576,0.06439648483228175,0.01126381804393833,0.0007913932934404835,0.00011938551191693519,0.00018677200086560528,0.00705245190406928,0.0005092575927527447,0.00367840027272957,0.014862435029108058,0.0010145597867268273,0.016421211863036845,0.00020970849012479827,0.0011618742729467546,0.044903447570194314,0.0419496208816596,0.009442308669793965,0.002789424397225264,0.0009949998574006387,0.010218676271532579,0.05294552095405666,1.2059142617872242e-20,0.01878814419864495,0.008554876364544746,0.040475258046055916,1.2059142617872242e-20,0.006631648122418627,0.006878993196653805,1.2059142617872242e-20,0.00564242459433195,0.0034758549133197874,1.2059142617872242e-20,0.023633990068210733,0.008026565326455765,0.0007452550137845045,0.00048723759833250996,0.0009740169492455409,0.009128288596024572,0.027595309885898204,0.0009203537645960095,0.0007870399429554318,0.0009345835528850987,0.0008640255094279282,0.0006843563435642496,8.93582467984333e-05,0.0010475777192145617,0.0021477453593856635,0.0017009420662508798,0.0017430284739872537,0.0012408857753790534,0.0009491509971674883,0.0009437485012746815,0.0027588906481168115,0.005031074300176299,0.0023017526697585106,0.003032572889829422,0.008405789184359993,1.2059142617872242e-20,0.002422681751930533,2.8941942282893378e-05,0.0030596577241491633,1.2059142617872242e-20,0.00028763466972148876,0.0010761578872189185,0.0008027047692160477,0.4717536592111621,0.0009377189299657454,1.2059142617872242e-20
2020-09-30,0.005119696914090678,0.009049819701124692,0.005295983027037797,0.01209403103114509,0.00152155069211338,0.001588455758007727,0.003613037994708622,0.06437855178157656,0.016043403155878044,0.0006744565060495283,0.00011191953419192642,9.586642928762992e-05,0.0062076287828224455,0.0004858376620619777,0.0027765088482360734,0.012265969856400456,0.0006497499348651948,0.015262998212915333,0.00016906118801259776,0.0009672560955011338,0.040154406203717255,0.047815611776068564,0.01005888375485289,0.00262551511119771,0.0007605184141600143,0.009504558326413044,0.05671508520853451,1.027727586702722e-20,0.014090556304729001,0.00964157496827225,0.04798776642411713,1.027727586702722e-20,0.005050900829436798,0.007657670189453051,1.027727586702722e-20,0.0071072295712909395,0.003612966053777552,1.027727586702722e-20,0.020141816335234625,0.008780904500788056,0.0006351356485822822,0.00042387596585967066,0.0008300955717797885,0.007846905669992623,0.029271767956294534,0.0007917613327957769,0.0006395034908257687,0.0008216682055688263,0.0007884931590700624,0.0005909433623540651,8.417088935095292e-05,0.0009783966625409911,0.0016737057613247178,0.0014496097610441894,0.0014854774538201143,0.0006649397485966611,0.0007510633203623492,0.0009103610963012712,0.0011213535698513398,0.004920759685132633,0.0018721085719376784,0.0030570682021300497,0.005862887841138885,1.027727586702722e-20,0.002804976902387739,2.4665462080865326e-05,0.0027044240353047448,1.027727586702722e-20,0.00027165923299313054,0.0012162128261040011,0.0006859465004688647,0.4735768719526143,0.0011654430833208866,1.027727586702722e-20
2020-12-31,0.003517085476834979,0.005441842920626175,0.0030747885129085626,0.006865224878261683,0.001121162366572068,0.000872824468825556,0.0022365903012408653,0.040691488320872736,0.011532173784571697,0.0005263884769273139,0.00010301166987529908,9.817902363423568e-05,0.00464025951911505,0.00026497468707878554,0.0016373768514129328,0.008851026274571573,0.0005109887525419156,0.009423914519875818,9.780906028563751e-05,0.000611433801686315,0.02811060139860367,0.028410456692642472,0.006691856584702193,0.0028139181067282876,0.00039140966146220544,0.006528425275458959,0.039475112418132535,5.780677321846188e-21,0.01098768022627236,0.006036327776404836,0.03351018178732982,5.780677321846188e-21,0.0030838988603677916,0.005112431023440769,5.780677321846188e-21,0.004238993802819098,0.002136763784569903,5.780677321846188e-21,0.011329202642447033,0.00872188594320153,0.0003572458584900944,0.0001636394136268219,0.00046690530728551663,0.005390365989075134,0.01740428986029485,0.00045019914982538114,0.0005672867689793757,0.0004480024924430796,0.00031664816165876867,0.0003771891952504638,4.734374726592028e-05,0.0007262264919435366,0.001001502346009852,0.0008153645362464049,0.000835539100099648,0.00040291320933267936,0.000491889394670536,0.0005468520746466493,0.000589975927467622,0.003443549480623774,0.0011445741097255453,0.0018358101618399468,0.004298708199553769,0.006230044054137224,0.0016428684948686866,1.3873625572430851e-05,0.0017565281723708266,5.780677321846188e-21,0.0002418057323728261,0.0009195901483592915,0.0005404470841740438,0.64604849748953,0.0007866345699568294,5.780677321846188e-21
