,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,short_on_long_debt,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2014-03-31,9.844712693130479e-16,9.844712693130479e-16,4.619064935684689,0.1223687413645389,0.0534061390159172,81.43074667798052,127.84685044742221,56.530251050049685,-0.46126697918988996,1566.2846046645845,11050.244787406411,0.47443124551217,1.321842301288394,1.797121152582865,1.104888649620804,0.5974933373200301,2310.298637638344,0.13011067333667878,0.017881311762420714,0.02096039226710073,0.6294339014873311,0.2186935316342151,2.0702494991152967,5.587436834841146,2.2797799910075627,85.79775442594176,0.19884408113474714,0.25516560027499263,152.40379471891924,7.636207234661594,-0.07144511146222543,1.1420478448349785,1.1421367998705567,0.017881311762420714,0.4323868656734225,1.285739307313923,0.11304416733090898,0.0001033421890693433
2014-06-30,9.84685222963172e-16,9.84685222963172e-16,4.668239223602511,0.09647039668469225,0.0363134600675136,76.64262136553423,128.75063422000954,64.26619520530562,2.2019621863293417,1534.5689850609908,11278.349426063169,0.4534274576081023,1.169165554351475,1.6741426120158533,0.9481403485026709,-0.151114136450131,2922.258253319359,0.1258178317110895,0.02641383913028379,0.03582122074774294,0.7870997557507216,0.2934282429812837,3.160931246009689,22.029305728326772,2.450474474035936,89.61049408165206,0.22874168167809847,0.27393620846404326,141.13313767271308,7.345461709495625,-0.08297136237314484,1.1735712129563423,1.159775002159331,0.02641383913028379,1.0262529240013425,1.4528939933198757,0.027383817750680498,0.011234197926507943
2014-09-30,9.86606506657031e-16,9.86606506657031e-16,-0.8450841074625571,0.09492852209003598,0.0366356267390165,69.92701056200653,132.1558805137482,70.44562042346148,2.263073471476041,1141.0980172583638,10841.055749763846,0.4733381025767621,1.3528155616521989,1.8282392528488136,1.0513140014531228,-0.08215797375812903,2655.7933520801225,0.1287398661040034,0.021187163926421837,0.02523743761345221,0.7405519374580941,0.2526369194420195,2.2192977196251777,20.269689852515047,2.354529716983704,91.31236999963399,0.2276018350152749,0.25020916246083924,131.70375296601358,7.977879048165645,-0.06325935827419477,1.1772023259309212,1.2020254942836828,0.021187163926421837,0.7870725027275254,1.362670630955876,0.03468365299178978,-0.0028619019399111134
2014-12-31,8.775618879799562e-16,8.775618879799562e-16,4.573281463047427,0.06724926208740564,0.026923018680436443,67.12917741127058,129.52776472399222,68.03393177726647,3.4149951598440387,841.7766544917085,8798.229089869212,0.44962712214401074,1.3993603610312066,1.7240281361050604,0.9353460289132832,2.5869788040590977,1922.8404750924387,0.08843888919828621,-0.00198947618061322,0.004795329922175798,0.6775180856635644,0.22699661908692195,2.462903380224756,92.3719382337279,2.0054478818138417,79.35562787804682,0.1879169445506477,0.20506717085218676,128.72777924133135,8.690632749490174,-0.04881759276235554,1.0000827238032424,1.044084903907104,-0.00198947618061322,0.613991711350244,1.1239387793796216,0.31038945640699606,0.003965696528791576
2015-03-31,-13.463264603267305,1.508803360358397,4.3260916922193,0.06440383974409102,0.027047756110032437,51.25466006263516,103.08134971142026,52.70043773615042,4.2791378488981175,790.4601914104334,8352.053624203543,0.41857241169714404,1.34363907204151,1.5907106543525993,0.914381959037036,0.07171937080904932,2082.756252561502,0.09428157587232501,0.005121042669430727,-0.0034084245214323237,0.4816716496380483,0.16802008273340802,1.7286496729873035,25.287350240497002,1.6736384453572961,73.56309240375546,0.1267213700980678,0.10813974836133189,101.79192420337621,7.37770046823848,-0.0431672525886772,1.0200739154619634,1.0471186668152963,0.005121042669430727,0.583992655039179,0.890475065455225,0.03630394073452937,0.005730286206125866
2015-06-30,11.061689043933328,0.5514924470164044,4.621711795980766,0.07465397495064771,0.0315140907440936,45.521554498557144,72.1698110497158,33.55986114510535,8.946083006850476,874.4981958035232,8470.48005880835,0.32815465369980445,0.8462426247840406,1.2262278950709606,0.7360495086320207,-0.011449651840634003,2451.525474502844,0.10762450889445935,0.0272592075900565,0.021131273457178572,0.538545659071785,0.17681865822590384,2.0639605469110416,4.135397887341453,1.72881145138504,77.64294976593236,0.18490833156992992,0.18653329462133422,84.16386170423773,7.2782838945007775,-0.05387932188069595,0.9822963876842803,0.9034105418556455,0.0272592075900565,1.1154936581015908,1.0094787858429002,0.01034024090208166,-0.0102064513491279
2015-09-30,13.84411913284322,0.8003337343832312,5.29063855833474,0.09339065783996486,0.03906615521291785,53.43314770509558,82.4275896700919,35.87391555847349,7.329703261118321,1127.3291848795977,10455.732901368754,0.37928008039418615,0.829026722176938,1.3324020285956784,0.7933034478077508,0.006431638211745939,3564.5776794407975,0.09350332623136634,0.03449113014980204,0.02067870256854139,0.7533484262645835,0.2559242358077291,2.381264502518926,32.497129499872955,2.274257401953512,91.52996731733657,0.1689485612960619,0.1824573530586612,99.94350542438508,9.593516987356418,-0.058562010863787,1.3396764290180725,1.1508658413007713,0.03449113014980204,0.4565321177296692,1.4040407929615442,0.064685959309153,-0.003998401006248809
2015-12-31,28.8020176953742,2.4784638469076237,9.931986154462878,0.0953737686859931,0.044556752226215725,52.23114280073185,79.56524272518269,37.67876891298314,6.671218827412177,476.9707939812515,4629.2208944136455,0.4854915683899638,1.454025679428362,1.6198181702545371,1.0333180935918564,0.02628755186508739,3204.566176275342,0.35901224086729044,0.14565667539222169,0.038867871655537005,0.27910219221004384,0.12356584039429458,1.7133966642739917,23.914638364146878,1.9111201466955388,1048.233110761727,0.17949952963804935,0.12099274820292398,94.07548083347322,8.31836406336192,-0.16543762527281636,1.3047546387346123,2.910596302888684,0.14565667539222169,0.7585454262787676,0.7109127934167745,0.023782928762809945,0.07411157696419209
2016-03-31,2.2044650656854814,0.1555085671460694,1.0437964510497806,0.01891247881954901,0.00928443243282064,7.793721356833835,12.629133178366692,4.872011893176864,0.8741326897083703,246.98384312155906,2012.4056412424904,0.07999819909754949,0.27261594668257283,0.32218321474674727,0.18334340897945334,0.005324972051364345,639.6390883178826,0.017993804472422246,0.005662996375193704,0.004198690609209894,0.09144029784185771,0.04200015858345571,0.3981540555777751,0.6855103732893442,0.33775818701647936,19.38901336924527,0.03230817297786441,0.02887319408722458,15.535950937345651,1.9768030642904508,-0.026250878347564267,0.27319352432125743,0.18019104356745613,0.005662996375193704,0.12200229955716005,0.17873015413943094,-0.002891649649354898,0.0033489870603082006
2016-06-30,2.4742653697244332,0.33833932482091167,1.6392455319996118,0.025892122594623448,0.009769397068807974,10.546914095231289,18.36906235619883,7.5464531110642765,1.6647017850852983,317.3739401101622,2528.7605759266535,0.08544546922846365,0.19915900699434314,0.3209232937660574,0.19473493547133236,-0.00842200224466564,771.7059041342542,0.028486332097478875,0.004262251130537006,0.0027100965651073354,0.17226991994901006,0.060714540955667494,0.5976753708839592,2.6568620004652685,0.5526929788929964,27.426501512122876,0.0777791483834834,0.042658689218822814,21.270922227221714,2.2937854375311306,-0.05720563129944845,0.30769746020239913,0.2653459231752611,0.004262251130537006,0.17843562192479714,0.3473445415901246,-0.02784723229007673,-1.0375562169143886e-05
