,VDN_capital,TTG_capital,TNG_capital,TET_capital,NET_capital,TCM_capital,KMR_capital,PNJ_capital,GIL_capital,LIX_capital,HDM_capital,BVN_capital,GMC_capital,EVE_capital,FTM_capital,A32_capital,BBT_capital,DCG_capital,G20_capital,BMG_capital,HLT_capital,THM_capital,HSM_capital,ASA_capital,DM7_capital,BDG_capital,AG1_capital,AAT_capital,MGG_capital,ADS_capital,SGI_capital,HCB_capital,STK_capital,VDG_capital,HNI_capital,HTG_capital,LGM_capital,MPT_capital,NJC_capital,M10_capital,MNB_capital,NTT_capital,PTG_capital,HUG_capital,PPH_capital,TNV_capital,MSH_capital,SPB_capital,SSF_capital,SVD_capital,GTD_capital,TDT_capital,CET_capital,TLI_capital,NDT_capital,TVT_capital,VGT_capital,XPH_capital,VTI_capital,VGG_capital,X26_capital,X20_capital
2019-09-30,0.0007526878389805573,0.0007485151995303709,0.030254554301565057,0.00390904639240377,0.014473068722629377,0.032424147622556763,0.003641459888276172,0.46752748303854075,0.02361580813927339,0.024450950405671436,0.0035246003846559205,0.0016383369620363796,0.012840465939960124,0.008945319812718632,0.00407024339005913,0.0028826538847030094,0.004490579216881589,0.0027033583834201536,0.00011058774493745562,0.0024122975825083782,2.559901503181843e-20,2.559901503181843e-20,0.0036472196666583307,0.0004863812856045502,0.0018922791911520184,0.007313536198530398,0.00043776875605912704,2.559901503181843e-20,0.0040065018426299025,0.009954842569513424,2.559901503181843e-20,2.559901503181843e-20,0.030342051734943812,2.559901503181843e-20,0.007244060471734043,0.007612123109861529,2.559901503181843e-20,0.0007879376826793714,2.559901503181843e-20,0.010118625067686998,0.013009419439170127,0.006015768532477331,1.5359409019091057e-05,0.008271425742006013,0.017497054769323058,0.0,0.05229878771000505,0.00294163401533632,0.0002301351451360477,2.559901503181843e-20,0.003713905100816218,0.0036770169201553672,0.0006090005676069604,0.0005452590201777325,0.0019328280309624185,0.007784148490875348,0.09970816354893279,0.001730493416150926,0.00044030305854727696,0.045258265006789006,0.0017932110029788809,0.0032683286451723865
2019-12-31,0.0007553234553900287,0.000850778441421488,0.023730389195074544,0.0037461482220411037,0.01804082063419351,0.02599829760902065,0.003964313524219918,0.4792958478749269,0.01854402615294892,0.025864253393221136,0.0030078992128802955,0.0014719350197603598,0.00998192733650488,0.008077979388444853,0.002379628281945915,0.0030210975635574797,0.006106567751979147,0.0021336188756433,0.00010597932142274592,0.002172649685917279,0.002392262390865525,2.4532250329339333e-20,0.010259387087729707,0.00034345150461075063,0.0019003171750112834,0.007604997602095193,0.00041952601288203196,2.4532250329339333e-20,0.010937949131839235,0.011301811468723997,2.4532250329339333e-20,0.0020372561963496556,0.026873706429772794,2.4532250329339333e-20,0.008168307134157482,0.007365562838880841,0.003630773048742221,0.0007970528132002349,2.4532250329339333e-20,0.009696960716679274,0.01333573127902886,0.005534475674298953,1.2266125164669666e-05,0.007127845333189543,0.01592493857553832,0.0,0.04287010745052048,0.010398509479347392,0.0003041999040838077,2.4532250329339333e-20,0.0035591388777805504,0.0034123869563104418,0.0005087988718304976,0.0005887740079041439,0.0029889112511253865,0.007799783669710147,0.09346787375478285,0.0017540558985477623,0.00042195470566463647,0.04184681822478308,0.0020324969397857635,0.00313213052854807
2020-03-31,0.0011177285575134023,0.0008323316184549478,0.019217214400915433,0.005579435256054693,0.020150171185183592,0.02360511469606432,0.004261954417676794,0.38927349616804097,0.024278068328579823,0.03719579658648308,0.0031285876717218335,0.002137462672502829,0.009778617693024481,0.008670425507434553,0.0022470761428875895,0.00401755291654224,0.007161413398471017,0.0031777675821011288,0.00010522893156937005,0.003855580745137026,0.0036775319314087136,3.653782346158682e-20,0.007849785992487313,0.00040191605807745506,0.0028302928809814383,0.011326725273091915,0.0006248333190165963,3.653782346158682e-20,0.011821812780996416,0.013734129385328949,3.653782346158682e-20,0.0032299435940042753,0.03134243726793687,3.653782346158682e-20,0.011522202628611405,0.008234163895303206,0.004353116287213454,0.0005623171030738213,3.653782346158682e-20,0.014837498578221947,0.018027762095946937,0.009445027364820193,1.826891173079341e-05,0.0171495755090477,0.021835003300644286,0.0,0.03359652867292908,0.026134555138663054,0.0004530690109236766,3.653782346158682e-20,0.0074076783286021125,0.004174154027898602,0.0006017779524123349,0.0008769077630780837,0.0030437468456440287,0.012215325139677706,0.09225800424050673,0.0018049684790023889,0.0006284505635392933,0.04803339001689473,0.003027158673792468,0.0031289165121329877
2020-06-30,0.0007227508139056928,0.0003003465682602154,0.025394820185312004,0.004651503246758588,0.02347211477064823,0.03330578430327913,0.003969113406782386,0.4058454935617088,0.0240779253740518,0.040681668520834574,0.0035695245343242217,0.0017819750753775459,0.01153988782147059,0.009646425074710448,0.0022388917613717883,0.0037015125343517583,0.0060897855909312635,0.002649263867619417,8.772800371089457e-05,0.003453284929407286,0.0030659109630213673,3.046111239961617e-20,0.005207936386962376,0.000365533348795394,0.001871713512506815,0.008037834651111518,0.0014552796448916625,3.046111239961617e-20,0.011549939988562463,0.011077609979694014,3.046111239961617e-20,0.002299935830620619,0.03116153521813294,3.046111239961617e-20,0.009859652861507761,0.010022924423969704,0.0031557712446002354,0.0007292390308468111,3.046111239961617e-20,0.010907149594705762,0.016467277363232502,0.004652934919041369,1.5230556199808083e-05,0.013061877302517408,0.02082032263069965,0.0,0.0395918308414011,0.015022324035444307,0.0003777177937552405,3.046111239961617e-20,0.008215362014176482,0.004630210929191255,0.0002787191784564879,0.0006579600278317092,0.0016109054681413015,0.009121884719189058,0.101740115414718,0.001979972305975051,0.0003143586799640388,0.03804324880922943,0.002593763720827317,0.00285621666526241
2020-09-30,0.001022592309237952,0.000369336146577053,0.027652014341334012,0.004365227367705552,0.027431956318396695,0.04028614060678557,0.0036109754925170425,0.4040502282294423,0.03578192621549971,0.04210500678312134,0.0031314959889151145,0.0010148168114152772,0.011499446724733058,0.009713083272751631,0.0020296336228305544,0.005569200315490825,0.005518888270755871,0.0024862154288002674,8.232880047538025e-05,0.0031846952589445173,0.002877220058280216,2.8586389053951475e-20,0.004998758921919224,0.0004002094467553206,0.0017565192618091022,0.007592773623841942,0.0012144355661790206,2.8586389053951475e-20,0.00964276075567891,0.010526880596339524,2.8586389053951475e-20,0.0019800076514328952,0.030127366942293777,2.8586389053951475e-20,0.008831021652102906,0.008490157549023587,0.002538471347990891,0.0009776545056451405,2.8586389053951475e-20,0.011172189742843423,0.01358996935624853,0.003694790785223228,1.4293194526975737e-05,0.012029438377793317,0.020350393090006566,0.0,0.037283797923616205,0.006258075118912949,0.00023926807638157384,2.8586389053951475e-20,0.007178042291447215,0.004816663623645552,0.0004010670384269391,0.0008575916716185442,0.0015518978889609175,0.008890652859669447,0.10405445615638335,0.0021554137346679408,0.0002950115350367791,0.03711382325430142,0.002003905872681998,0.0031898122225851753
2020-12-31,0.0008866982805590988,0.00028525539166912074,0.026256301616157253,0.0033714670335951817,0.022106851282543128,0.06958657353210602,0.0037060018396764915,0.41822754575313237,0.04542449247833197,0.03137509039526992,0.002653802443331655,0.0007837899693694881,0.010171165157440445,0.009421376217728112,0.0015675799387389762,0.0036017246558643187,0.004175944642437888,0.0015959288491803967,9.537951176552645e-05,0.002459687474016259,0.002246496602347758,2.2078590686464457e-20,0.004154969981285746,0.000242864497551109,0.001356641083320495,0.008738882822428124,0.0010331676511731044,2.2078590686464457e-20,0.00952205459125839,0.009209951633314528,2.2078590686464457e-20,0.0010493512581462828,0.0313946961837995,2.2078590686464457e-20,0.007577284009231856,0.006859376554470777,0.0022546656809017502,0.0007550878014770845,0.001554686041778081,0.00905707947140145,0.010496162012345201,0.002853657846225531,0.00023182520220787678,0.00923492251938092,0.019164525816120756,0.0,0.03457507301500334,0.0026927269987118913,0.0001847978040457075,2.2078590686464457e-20,0.005543934121371225,0.00565143477942362,0.00048484585147475943,0.0007219699154473877,0.0015774711473665122,0.007858874354847022,0.10343819736608596,0.0019804495845758617,0.00022785105588431313,0.03387383489621054,0.001708882919132349,0.0027386504673397372
2021-03-31,0.0006618484551777094,0.0002969674351311552,0.02893260444362821,0.002516527094718801,0.016748304146202635,0.12089278958123535,0.0031788205066528115,0.32882296050692367,0.05794945403311604,0.026622652642992038,0.0021431589365428047,0.0005026363358213227,0.013862380544354819,0.009558659918133887,0.0019940654634222964,0.002434012336244789,0.002987802219160846,0.001191231636016672,0.00011865513501355815,0.0018359574960167301,0.0016768277760596585,1.6479879862994186e-20,0.0031959431018304626,0.00029663783753389536,0.0011953516059824204,0.006923395289002214,0.0006613540587818196,0.01096768964641989,0.004722474373539614,0.011054571573057597,1.6479879862994186e-20,0.0011046133874567745,0.040467531554932365,1.6479879862994186e-20,0.006499104302049566,0.006223461831461124,0.0008536577769030989,0.0009299596206687619,0.0010639410439549045,0.008563143335370135,0.008121284796483535,0.0019363858839018169,0.00017303873856143895,0.00831994974823193,0.023709965716246725,0.0,0.03212340582294142,0.0022860724547146905,0.00013793659445326134,0.005344425039569015,0.003938856086054241,0.003757511488041852,0.0005428472426870284,0.00039551711671186046,0.0016582055118144752,0.0070669020828491675,0.1326630328971032,0.003384967323859006,0.00014881331516283748,0.030887414833216855,0.0017081395477993476,0.002044180778085662
2021-06-30,0.0006370632538599157,0.0002983491822484454,0.027386022568653145,0.0023508160565987803,0.01695583984117109,0.09760572010200588,0.008041295591022573,0.3639226377799385,0.04568738951131436,0.023363234910586003,0.002076297861663059,0.0006465771751514297,0.012385647630865028,0.007707199927805042,0.002540124616666331,0.0024255265097180632,0.0033190961657773395,0.000727553268991823,0.00017734688232724931,0.0017150613517838136,0.0015664101802775707,1.5394694646462612e-20,0.002837165249869827,0.0006157877858585045,0.0011166387814865193,0.006555307295578123,0.0005295467064490209,0.016120277394539684,0.004478008778763044,0.016983673449091897,1.5394694646462612e-20,0.0009606289459392671,0.0418775104802078,1.5394694646462612e-20,0.006884538235287373,0.005475584991853822,0.0010822470336463216,0.0005001736290635702,0.0006184972521162818,0.007646791146012323,0.007066164842726339,0.001808876620959357,0.00016164429378785742,0.007000583443532408,0.02013621441348916,0.0,0.03924492532749481,0.003212518694739878,0.00012885359419089208,0.003603097492615282,0.0029206814683268864,0.0030244109208547518,0.0006103996427322425,0.0003186701791817761,0.0028530679694396227,0.006268565713093111,0.13578120678180022,0.0019812972009997385,0.00013901409265755737,0.02476649211700036,0.001142286342767526,0.002013441323421552
2021-09-30,0.0005909031416621669,0.0002573117445447839,0.03257929378407077,0.002180481427703781,0.016629249845448738,0.06504089814535918,0.006256159524828311,0.33282520213465355,0.05665256383166144,0.021753666071213203,0.0020492695730632694,0.0008853123286224529,0.01074369348476667,0.00913985024684935,0.0029058235302365995,0.002558552629718889,0.003484417974684693,0.0009418580838054353,0.00022618302073192993,0.0015907920206856931,0.0014529117651182998,1.4279231106813757e-20,0.0033926739148234146,0.0007282407864475015,0.001222644884289821,0.006165315056526763,0.0004771833451275022,0.016650668692108954,0.003937640770014962,0.022691411736459877,0.02522711759640786,0.000941515382258872,0.0487470674386095,1.4279231106813757e-20,0.006732343323778337,0.006348546150089396,0.001003829946809007,0.0004883497038530306,0.0016340009740149117,0.00716537528632357,0.005837349676465464,0.0033556193101012327,7.139615553406878e-06,0.005644080283434739,0.024511813793343135,0.0,0.05018435772489695,0.003437439304343276,0.00011951716436403115,0.003444493244510042,0.003173844698111494,0.003184082906815079,0.0005748818443603219,0.000201337158606074,0.0050075549983863024,0.006743938059437069,0.1292270415166645,0.00193055204564122,0.00014122159564638803,0.025912734878001525,0.0010987868336693185,0.00196389405027563
2021-12-31,0.0006596034057875557,0.00035197960323324833,0.036530094289257006,0.0022067608088231134,0.013402194099099107,0.06083277285801926,0.0074763812329306616,0.3033890977237788,0.05075598967553039,0.01787164490407659,0.002547671370235226,0.0007764255953674596,0.009469206927707141,0.008445121475766062,0.0053420735407761115,0.002188591122668275,0.003017574758337532,0.00087543644906731,0.0003822402931039801,0.0012830532505190265,0.0013139510075449317,1.3272232399443755e-20,0.004135627615666673,0.0016457568175310255,0.001136421626969972,0.0060300529794336775,0.0004884048800671307,0.014743485905386891,0.003993216562020643,0.025532483622894724,0.02992131888827798,0.001009698352020083,0.05320705246613006,1.3272232399443755e-20,0.006642938127175192,0.007974488114881786,0.0006875016382911865,0.0006127789698823183,0.0014544243152606441,0.008027523955549962,0.005959232347350246,0.0027446976602049683,1.3272232399443754e-05,0.006286459237158531,0.02283276555829147,0.0,0.04603805613557052,0.006646004012859463,0.00011108858518334424,0.003494631879703138,0.0022217717036668843,0.003965079429333822,0.0007448376822567833,0.0004459470086213101,0.005339737627873808,0.006193089082228444,0.16231940224519711,0.0017598980161662417,0.00030818123631508397,0.022791794176874384,0.001021298283137197,0.002401716630538543
2022-03-31,0.0007062173125259521,0.0003218466356925426,0.03939963596101979,0.0019922977762458437,0.012427162427753156,0.06358989750490732,0.006142993033278485,0.31637675266522197,0.06451052746445791,0.016297853508208605,0.004277420872039505,0.0008747134923885186,0.008948319027134544,0.008847307592328582,0.003391012580081517,0.0019514498543889607,0.002501201293166841,0.0007903575610677628,0.00032783782399657354,0.0007100037435340997,0.0012060262056014302,1.19823766080619e-20,0.004964358540603085,0.0015097794526157992,0.001022288442693409,0.005328131512047236,0.00044622370488422514,0.010129326030378341,0.0032406337536503406,0.023426456929383225,0.024968876375879388,0.0009252791216745398,0.05007334532545559,1.19823766080619e-20,0.007120958664898673,0.011961766920296033,0.0014807821012242895,0.0005737161919940038,0.0007925623183636461,0.007434082130420548,0.004598836142174157,0.0036042988837050195,1.1982376608061898e-05,0.0060540358693402345,0.024561092135153822,0.0,0.04571576235390816,0.006551520181353749,0.0001002924922094781,0.003988405948253052,0.002039280674926055,0.0031616219622967795,0.0007163064736299404,0.0003199294554352527,0.004994638006291657,0.006716002265052614,0.14983961948381405,0.0016979027653623712,0.00018033476795133155,0.0210999227400321,0.0010646341616262997,0.0019941790093733094
2022-06-30,0.0006246716570684882,0.0002626943270294199,0.038134770635415344,0.002214904820530153,0.011876128115277301,0.050075653168729674,0.003282040578627149,0.41118809011060153,0.04456862361107534,0.01615074562094751,0.004273391954043093,0.0008525576536451761,0.008774416801609447,0.007329331578680872,0.0018649698673488227,0.0024385280288386152,0.0014360267978585936,0.0012265107544752914,0.00019182547207016463,0.0008874725538046136,0.0013188001204823818,1.3321213338205878e-20,0.0048090246211590125,0.0016784728806139404,0.0011365126371623727,0.007291179623680252,0.0004262388631825735,0.0079035291584109,0.0038461007150068,0.01374967684401593,0.019300373338992892,0.0010903146693054745,0.04947858306569794,1.3321213338205878e-20,0.011318502124940006,0.011912361815557222,0.0010350582763785966,0.0002961305725083167,0.0009668003792336296,0.007523395014591857,0.005557610204699492,0.002660912364306624,1.3321213338205876e-05,0.006995435366358743,0.022190610390916733,0.0,0.044779258636379056,0.005843137091390596,0.00026842244876484846,0.0019964236005702383,0.0018583092606797198,0.002645712859887731,0.0004956823483146406,0.0003476836681271733,0.003667862880541606,0.006655144971634274,0.1128972830412948,0.0018529807753444373,0.0003093185737131404,0.022341313277411855,0.002135390498114402,0.0017537776996148185
2022-09-30,0.0009343331541630286,0.00033543537413133667,0.028241810631917025,0.002578765143059272,0.015045043865613627,0.054686191907745325,0.003296881854148941,0.4024703640811166,0.03516214620259282,0.019726982540510477,0.003947144154589167,0.0007516759084175613,0.00837179043000059,0.00867527957802418,0.002114088492424391,0.0025727360758771725,0.0015346716463525208,0.001910384321243232,0.00020295249527274155,0.0008308054576932683,0.0015933963266976429,1.5659914758699195e-20,0.0041091616326826685,0.0019731492595960985,0.0018641875727050696,0.008536282174625966,0.00039671262058212667,0.009490660019680129,0.00452133058913163,0.013052914789329987,0.028352119071477302,0.001070824971199851,0.05341512360652598,1.5659914758699195e-20,0.009749988208084188,0.01039004024410174,0.0010429503229293664,0.0003481199050858831,0.0012996476456539634,0.008002623599479014,0.008794608128485466,0.004342494362587286,1.5659914758699192e-05,0.008657192376477883,0.024132883897955735,0.0,0.03522306327100416,0.006342030578551793,0.0003543838709893627,0.0022086117379079,0.001412680910382254,0.003050316496273222,0.0004776274001403254,0.0003852339030640001,0.0035667021854413282,0.007734745097616706,0.11001090117986183,0.0019339994726993504,0.0003636232206969952,0.02463378193142749,0.0017640893975674641,0.0019966547916489058
2022-12-31,0.00046583933323385784,0.0002753844046439597,0.02093414059643337,0.002721991360500287,0.014025628568622784,0.07081108294289001,0.002595886461158824,0.47961637200287444,0.021211012671930752,0.019398037791897766,0.003930475983760786,0.0009339267024239931,0.005400245197910062,0.009032145641389704,0.0013223740919277777,0.00292132272518225,0.0016037091799854127,0.002823533161084191,0.00021422460289230002,0.001858150484948466,0.0016818945481706425,1.6529676149097223e-20,0.0023720085273954516,0.00208273919478625,0.004696576884242994,0.008317600800816529,0.00037905853345109747,0.005231245788961692,0.0049286535373763195,0.009471504433432709,0.022239191587756897,0.0013529209334513094,0.038178692179626744,1.6529676149097223e-20,0.008572323110274118,0.010657673993891925,0.000892933105574232,0.00022612596971965005,0.0009814660510287965,0.00800029713745846,0.006446573698147917,0.0031464238549806563,2.4794514223645835e-05,0.010279061761696854,0.020237827988652653,0.0,0.038344716246868284,0.0051311751295550585,0.0005277925594406744,0.0013321596602080433,0.002751695188540215,0.0029550432645264087,0.0003226592784303778,0.00020827391947862502,0.002037117288614742,0.006862625646820694,0.07661504895106563,0.0018480177934690695,0.000440681166134932,0.024857492289773898,0.001267826160635757,0.0020046034156294672
2023-03-31,0.0006397126072670152,0.0002683053144986891,0.028729872319436488,0.002824977049516793,0.015793644804352504,0.07046598199976703,0.0026257723620513977,0.4331293177920511,0.023163875139146927,0.02136588643058052,0.006523936359420429,0.001123657167497707,0.005072411470011024,0.009964694691797223,0.0012866303444630234,0.003012018791459197,0.0013953934962482979,0.002930360652263944,0.0001482198156821403,0.0016875100496551824,0.001745528500654835,1.715507125950698e-20,0.00253208851790323,0.0021615389786978794,0.004079064223800531,0.010716978876669125,0.00045056079155969135,0.005453459912827192,0.004333885652289248,0.012949196748956173,0.023326693920470914,0.001404108272448127,0.03839685790459623,1.715507125950698e-20,0.009039556008914531,0.014976377209549592,0.0005585691202095473,0.00020534620297629855,0.0010367152663545256,0.008810329946744997,0.006838011404039482,0.003628297571385726,2.573260688926047e-05,0.0113503955727839,0.02373308040353737,0.0,0.039795476554241316,0.004957969989638852,0.0005477614253160579,0.0013636223042756907,0.0022335902779878087,0.0031447475777940026,0.0004813712995417657,0.00045289388125098424,0.002087429070856809,0.006769219568288858,0.08757663877978313,0.0020517465226370345,0.000457354199778456,0.02427732503924523,0.001841596899708074,0.002056704338231032
2023-06-30,0.0007062298260430976,0.0003287152608108158,0.03294755992007271,0.002671344058692881,0.013478439982263142,0.07564170757582164,0.003561759305050712,0.4027084269418044,0.030550527599464233,0.022819197102324183,0.0068443236642542335,0.0009176497809275017,0.004866821159561928,0.01145226926597522,0.0009831961938508945,0.0028191512198351316,0.0017343580859529783,0.0014541471707054732,0.00021237037787179324,0.001489460300667951,0.0016673368787388089,1.6386603230848245e-20,0.002351477563626723,0.0020647120070868786,0.003956905855359388,0.009651709302969616,0.0005789223055426376,0.006612977599841117,0.003921478019174293,0.017101452410190766,0.020586817370979265,0.001341210701238467,0.04060256161936346,1.6386603230848245e-20,0.007289121622352379,0.013933856459254879,0.0012247347254735975,0.0001961476406732535,0.0011153377623044547,0.008608472594880894,0.007098676519603459,0.003003664372214483,2.4579904846272365e-05,0.011110362789563573,0.026146333022315612,0.0,0.04135568990385326,0.00392295281346507,0.0007314979682250656,0.0015739004671165122,0.0015087145594641978,0.0028550542675139204,0.0008596412054902988,0.0003047908200937774,0.001866106375928998,0.006435019088754105,0.10044987780509973,0.0011716421310056493,0.0004368668421344142,0.02367398787325815,0.001759101856831559,0.0027186521822203397
2023-09-30,0.0006972069792574934,0.0004443305959654128,0.03341739468715337,0.002536231574029468,0.01924387098761576,0.06078190516544431,0.0030452203617607155,0.40168573365072263,0.034711554221284566,0.023832548974185186,0.007508206930794965,0.00098791991750013,0.00487736841159513,0.010213069433734416,0.0006223117590552001,0.0031335886315465543,0.001509417171588388,0.0020269938615945977,0.0001344193399559232,0.0014899854869118892,0.0007957811618918371,1.5557793976380003e-20,0.0023920108238684253,0.0019602820410238803,0.004293453288073636,0.009560948941420472,0.0005199103591026669,0.005727757430344062,0.003556511703000468,0.015570862523320161,0.017137610165711508,0.0014642995690568857,0.05019628879715148,1.5557793976380003e-20,0.007583242171143046,0.015430220065773687,0.0010131235437418657,0.00018622679389726862,0.0011739289022817294,0.007896016061244189,0.00662762023393788,0.002668939556647989,2.3336690964570003e-05,0.012311037951449258,0.02624173560260353,0.0,0.047466829421935385,0.004717745445397471,0.0006944999231056032,0.0014942949958433463,0.0017507185561620414,0.002640002059851922,0.0007307495830705687,0.000476068495677228,0.0016746409436175433,0.005090199033192009,0.09536927707520941,0.001092157137141876,0.0004147707874102908,0.024925966292639146,0.0019385011294569482,0.0022931566009425064
2023-12-31,0.0008652027985995237,0.0005848808395141194,0.03314160925078746,0.002503867501512389,0.02094217453013203,0.05798729509184373,0.0030850160394508266,0.43740442600895674,0.026809414044165477,0.02496163293815427,0.008017490640332242,0.0009061966788690401,0.004049777598599998,0.009431203537165176,0.00046077797230629163,0.002922315337429476,0.0012493226755797924,0.0017410649276250667,0.000154821398694914,0.0016899492912305553,0.0006251221157622023,0.0022148675572818827,0.0019836491707785854,0.0019352674836864247,0.0027556058670490592,0.009976027411620137,0.0005501535396679687,0.005328436471749957,0.005363455597645234,0.014186985144932876,0.01774225582365376,0.0015174954554620537,0.03850214658794142,1.5359265743543056e-20,0.00690159390626661,0.016195424170621538,0.001704878497533279,0.00015758606652875172,0.0012437319028491423,0.0092996053482745,0.006598340563426096,0.00245441066581818,3.0718531487086105e-05,0.011255423529525785,0.027272204080284176,0.0,0.041815600986795966,0.003391018690859436,0.000685637622791762,0.001017397762852292,0.0016426734712719298,0.0027164397394030242,0.0005715182783172369,0.0003225445806144041,0.00160535045551512,0.004918804854369663,0.08816218536793713,0.0011980227279963583,0.00048873183595954,0.022765519044345258,0.0016511210674308783,0.002343608922744261
2024-03-31,0.0006129412046287419,0.0004784205913080171,0.032744579394191946,0.0021846533556031645,0.024047857926077023,0.056302692768186294,0.00275271415238063,0.441503809125783,0.03613568351038603,0.028969613109442505,0.007776505592951131,0.0009313790222943191,0.004046473320601002,0.008037465933974688,0.0005360454804571621,0.003322517096969582,0.0011031815987808398,0.001519099287067552,0.00011578582377874702,0.0011783217740039221,0.0006486150313531662,0.0017690036900566805,0.00186811849939321,0.0016885432634400606,0.0041048486734227875,0.009947181562651375,0.0005949300764853814,0.0049812026271481786,0.003618306993085844,0.01326905540504441,0.014569716158825666,0.0013240323367291903,0.04388523941680717,1.3401137011429053e-20,0.006321530746483267,0.014791638987734931,0.0007933473110765999,0.00013749566573726207,0.0011527122011750815,0.0087362012177506,0.006700568505714526,0.0025194137581486618,3.350284252857263e-05,0.009195927222927672,0.025817464667299218,0.0,0.04362070097220157,0.002673526833780096,0.0008350248471821444,0.0012834536938585834,0.0016077344072611436,0.0022740389394693954,0.0006539754861577378,0.00022915944289543682,0.0013588752929589059,0.004637865496915366,0.0821489698800601,0.0014111397273034792,0.0002304995565965797,0.020584186652966057,0.0014406222287286232,0.0022418896117789777
2024-06-30,0.0008241816030654253,0.0007050601375471236,0.037086733504207596,0.0021128474930686048,0.027499004329367343,0.06504406580497346,0.002566367058014357,0.4122775128625197,0.029470062155068935,0.030486592976908932,0.008023688050600612,0.0009590891576927784,0.003695344603261689,0.007566435814338434,0.0006480332146572827,0.002876645361192264,0.0011939363946845778,0.001264701621725153,0.00011198013949277846,0.0013188771984705017,0.0008767889394313036,0.0011495331588162606,0.0019395634114692472,0.0016330437009363524,0.005289247098032742,0.010009158134996182,0.0005715652953277234,0.003808102382612056,0.003149441423234394,0.011605082493396967,0.014677952311987454,0.001684886358108935,0.0366210049934977,1.2960664293145656e-20,0.007248899539156366,0.016330437009363524,0.0012659976881544675,0.00017730188753023256,0.0010899400243963768,0.01009765355078978,0.006454410817986536,0.002375689764933598,3.240166073286414e-05,0.008827962073311765,0.027979870895971634,0.0,0.046658391455324355,0.004378371611510465,0.0008075789921059059,0.00103379442667847,0.001783905833308568,0.002230271111564504,0.0005297023496608628,0.00019440996439718482,0.0014153045408115054,0.004531696270098378,0.09785301541324969,0.0010951761327708078,0.00022292342584210524,0.02280545528357616,0.001684886358108935,0.002148022735960202
2024-09-30,0.0007202098021221643,0.000597992381155979,0.04090655593631389,0.002297738866021836,0.025306195400057227,0.06383960226753886,0.0023740605643037655,0.4225161514109007,0.028199769869217996,0.029532453276324904,0.008696051936960617,0.0007446019344578527,0.00338922259822195,0.006092897898167188,0.0005777083974241961,0.0029681373663216475,0.001245539304846567,0.0010475778939958754,9.243334358787137e-05,0.0012587624081653872,0.0008684882907943749,0.0011433491083244198,0.001579069619626136,0.001617583512787749,0.004942616289073678,0.011302543846494716,0.0005661542294757122,0.0032721403630106465,0.0033507087050603374,0.010151491959537974,0.013375875095028222,0.0020027224444038798,0.03286390503480443,0.0013030533853012423,0.007791360586594324,0.0202660105816408,0.0011400112375837472,0.0001317175146127167,0.0010056747782360405,0.009389687152801267,0.007446019344578527,0.002383368088484489,4.493287535521525e-05,0.00816109396094581,0.02848217940980772,0.0,0.04525382446489536,0.0040978782323956315,0.0007999335609667036,0.0011692817963865729,0.0010506590054488048,0.0021477914419792887,0.0003680644389811489,0.00017716390854342011,0.0012216606910863666,0.0043539956219203575,0.09371714002659182,0.0009679825147952085,0.00022081298745991494,0.02377847763797991,0.001437852011366888,0.0022520613887321633
2024-12-31,0.000847508410878926,0.0011457737566989104,0.03998250357816501,0.00243205155329662,0.02346770764669457,0.06314039574036322,0.0024741755884693743,0.4210423687622287,0.027680654699907693,0.02817690301103962,0.009095122729735316,0.0008628633011193172,0.0035873371889055075,0.005963948076555405,0.0005435359377129556,0.003169358052804244,0.0015979956568760898,1.3588398442823894e-20,0.00011740376254599843,0.0013971591278911523,1.3588398442823894e-20,0.001143871380916915,0.0016435167916595498,1.3588398442823894e-20,0.0041852267203897585,0.011390339110712699,0.000659173208461387,0.003213275756571451,0.0034242764075916206,0.00901117360415555,0.014978491603524775,0.0019784708132751586,0.03222529455911014,0.0012841036528468577,0.007599991249071404,0.0223067148837397,0.0011563727074843132,0.000162653129360602,0.0009587973941256536,0.009765710192888676,0.008370453440779517,0.0024588206982289833,1.3588398442823894e-20,0.008585150136176134,0.02953805288305729,0.0,0.05105840714891077,0.003198844877425172,1.3588398442823894e-20,0.0011476217788871346,0.0011247117391125336,0.00217591024264939,0.00040615722945600615,0.00018344337897812252,0.0011446866848234848,0.004451559329869107,0.09036284964477888,0.0010069003246132506,1.3588398442823894e-20,0.026786402198385455,0.001766491797567106,0.0024213167185267895
