,VNX_capital,TPH_capital,STC_capital,SGD_capital,SED_capital,SAP_capital,QST_capital,PNC_capital,HTP_capital,HEV_capital,DST_capital,LBE_capital,IN4_capital,ALT_capital,DAE_capital,EBS_capital,ADC_capital,DAD_capital,BST_capital,EID_capital,BDB_capital,FOC_capital,FHS_capital,BED_capital,ODE_capital,ADG_capital,IBD_capital,ECI_capital,IHK_capital,NBE_capital,VNB_capital,SMN_capital,STH_capital,VEF_capital,CAB_capital,VNZ_capital,YEG_capital,VPR_capital,EPH_capital
2022-06-30,0.0005499042228034136,0.0007057878082784465,0.003027955731051728,0.0016163248366276451,0.00462675748378023,0.001189303312586997,0.00111351735666988,0.0027939645192376094,0.09159487315470731,0.0012158366888380663,0.005873826167580492,0.0008756014162852907,0.003091470000452725,0.0026167713159609366,0.0009032403498801547,0.0026478098383879685,0.0019502031544536022,0.0026149471463436757,0.0003605775276785954,0.007562012231554782,0.0003034202130044168,0.05772623448329538,0.0073868919482977255,0.002971738140119775,0.011663629977032597,0.020742964385078222,0.0035073806731882383,0.0012432545109641712,0.0010540383715737327,0.0016693915891297841,0.02176952965665866,0.001447174563027078,0.0052279042894685206,0.6557016383751778,0.018226522398066644,2.7638933594863977e-20,0.04903561403732792,0.002761129466126911,0.0006308586593027703
2022-09-30,0.0008944063170108062,0.0008559747955767482,0.0030990779595890055,0.0034112550453849646,0.005437012150516471,0.0014317821361969863,0.0012468449966900645,0.0032522051125236685,0.14661874982427142,0.0011922090155690917,0.007285684790650526,0.0015332679720185247,0.003721768428954341,0.0031711495400445636,0.0010153241948388295,0.002871550043081569,0.002527496422624287,0.0026226269159402805,0.0005702505751834523,0.009458147158122085,0.0002477918096272126,0.06672830128848745,0.008347792292100859,0.0035776252680432253,0.013575810168914022,0.027884447894593146,0.001850702356850485,0.0016255036234602645,0.0009342353483151936,0.001968159734047217,0.024400522335951063,0.0017539414353524411,0.004606791465407221,0.565432493535269,0.020558834250504643,3.327404453165202e-20,0.050280741432224677,0.003146060910467698,0.0008634614555963699
2022-12-31,0.0007771579942773417,0.0012687104256577603,0.0038708019243542165,0.004268817839994827,0.006663991022714941,0.002134871514041626,0.001733432402473842,0.004446453952972505,0.15882333838763585,0.0015950242644454011,0.006405077136169091,0.0020298626660053424,0.005174206903327929,0.003306529709223561,0.0012471998026018696,0.0037100042345858805,0.0028107214126363855,0.0033004234678399537,0.000695602664282642,0.013461486686589667,0.0004767956813700334,0.08437678358916172,0.014311549502234932,0.004998791241762473,0.01896635581272084,0.02326385448345685,0.004542210920124534,0.0022598644247878987,0.001119107511759372,0.0024679392258747726,0.023243500345511498,0.002249132242962164,0.004420086092452381,0.5155860423534454,0.031837665017703944,4.625940442127034e-20,0.03276507355754157,0.00437382668803111,0.0010177068972679474
2023-03-31,0.00032360085048595744,0.000650302875789072,0.0024478381833947147,0.001842727065267258,0.0032560987243272447,0.0010370957812449262,0.0004839630497267764,0.0021867327471588576,0.08581894554887592,0.0007640575636473995,0.00289442982934662,0.0007640575636473995,0.002806967710590276,0.0016844098436232598,0.0005939199220481507,0.002018010859280485,0.0012512566218790355,0.0016666792136903834,0.00039501776040570564,0.006239428898432368,0.0002338465590386718,0.04037729611938534,0.008059818516103582,0.002428354715521706,0.010292304827956147,0.018274459139943095,0.0020225053155372343,0.0010978158852736107,0.0005436494288164086,0.0012078851190014037,0.011444009243748185,0.0011934579144172383,0.0026292569101984044,0.2583278622691858,0.017982476789223375,0.48371585463265515,0.017856474708065402,0.0026697070165091494,0.0005174242765582758
2023-06-30,0.0002718254352156458,0.00040790804372047853,0.0021465714837185534,0.002573280786708114,0.003191570391225702,0.0012196278728668665,0.00040653003977806593,0.0017308484587356251,0.0618640712371408,0.0006606868217046948,0.003099942567438428,0.0005851797563670154,0.002122050564250142,0.0013395897229221047,0.0006914937043624679,0.0018008435083036536,0.001282865040087173,0.001770867203364595,0.0003106360667992131,0.0058753935215881785,0.00027035304744156113,0.028588938120544197,0.0059511648616545395,0.0020403896730874418,0.00879657311183965,0.014421471944170077,0.0015443082538188879,0.0008324653953479154,0.0005847078372086549,0.001109953860463887,0.013970883531767477,0.0010025073064883695,0.0017300556345495794,0.4025432667282364,0.009705017491683605,0.3900694995344518,0.021025131110940176,0.0019395877408616396,0.0005219425891467089
2023-09-30,0.00026696265409376384,0.00043409239900038066,0.001960228904903064,0.0014238008218334071,0.0030534409734170273,0.0013014429387070987,0.0009017405204944912,0.0017159024591876673,0.05207773974734098,0.0005561721960286747,0.0028057033382326547,0.0005969581570707776,0.0020843109218370614,0.0014593402251596394,0.00048679898411069797,0.0023748552770424406,0.0011768603667966756,0.001770555646984085,0.00036585007054766225,0.005481076991862589,0.00020250229657404044,0.026146767279700053,0.005574180217477788,0.0018114528424653935,0.008194270354822474,0.010275466712361772,0.0015166815785701959,0.0008175731281621518,0.0005742477923996066,0.0009964751845513754,0.012210389782345532,0.0009919145725439404,0.005350376525795851,0.381752145976514,0.010293913090196725,0.43097783470262,0.017626580018004778,0.0018594690420558689,0.0005339253081875277
2023-12-31,0.0003092072514425699,0.0006015369404105662,0.002190862212825376,0.000936210844645559,0.0035366223565517782,0.0008904739387030122,0.0010004572402230708,0.002008301098119492,0.04750582909350784,0.0006441817738386873,0.002696544905288746,0.0009490944801223328,0.003283265664901022,0.0015299317128668825,0.0005409838536697296,0.002510161645391418,0.0014747468075747019,0.002014399352245165,0.0003710701744568786,0.006380620469872198,0.00020573018583828215,0.02623451746683849,0.006431510830005455,0.0008599826680746476,0.00929769026907172,0.009879601138106,0.0017566836972581004,0.0009469472075428704,0.000661059336313261,0.0012421971872189355,0.012976182924948574,0.0011488767209155044,0.005652695065434482,0.3910050236300905,0.011441999612374356,0.40057369969869044,0.035448249378053236,0.0022245743923229337,0.0006382767742451661
2024-03-31,0.0002452399187234036,0.0006044142163537218,0.0016599676998590384,0.0008924008153546075,0.0029079323362627583,0.000515855356814715,0.0009122924976510613,0.001535814991005315,0.019386215575085054,0.0005109164973404242,0.0021935348285815545,0.0008889947053723381,0.0008738715770510615,0.0013134130397130283,0.00042615545043164777,0.0018903910401595694,0.0012943217932624078,0.0014263766772749963,0.00027725735255673683,0.005952177194015942,0.00023979014275177243,0.024263628825295678,0.006251982994655303,0.0015736228118085065,0.007629686360283668,0.006961066970764166,0.0013794745428191452,0.0007510472510904235,0.0005604243059327114,0.0010133177197251745,0.016073603311828857,0.0009666540129680826,0.0035866338113297778,0.5958308191984026,0.008467861904720545,0.25220881974712694,0.024381786780580606,0.0015242342170655987,0.000628001527980938
2024-06-30,0.00024078920266434588,0.0004916112887730396,0.0016489043940785524,0.0009631568106573837,0.003234601622457714,0.00036737074878719994,0.0010808759764043972,0.0016957579597636561,0.012740758685977203,0.0005016441722173874,0.001938353081447985,0.0007524662583260809,0.0007404267981928636,0.0012180923789782598,0.00046067656481963397,0.0018728049096115792,0.0013377177925796996,0.001485368393935684,0.0002832617425787514,0.006471209821604296,0.00020784790202207085,0.028570709070358705,0.006513080388512041,0.001545064050429553,0.007156790190301392,0.0059043519069986485,0.0015049325166521619,0.0007374169331595594,0.0005197033624172133,0.0010200098168420208,0.014419427300940655,0.0009343958781169202,0.002706370309112805,0.5794458390338225,0.009552141112639417,0.2764739952844779,0.021075743822093165,0.0015383754614666544,0.000647957055780792
2024-09-30,0.00025609386010702156,0.00042202134030136274,0.0015712425375316223,0.0009745794120739433,0.0034898123728333928,0.0003768492288658186,0.0011666498071542096,0.0023106068528156026,0.004897795074546788,0.0005335288752229616,0.0017752284108252013,0.0007647247211529117,0.000501517142709584,0.0014090497594638418,0.0005068524314618136,0.0018851353591211313,0.001550790597314742,0.001663365189986787,0.0003012659715425657,0.007336022034315723,0.00018193334645102995,0.02814186973842715,0.0070568085896157064,0.001643268935686722,0.007896227353299833,0.004624094761557409,0.001376504498075241,0.0007842874465777537,0.0005153888934653811,0.0010937341942070715,0.013162335194708875,0.001056387172941464,0.002184800744038028,0.6426451337258113,0.01007800476704493,0.21947599497088566,0.022220410595285903,0.0014583122589427618,0.0007113718336306155
2024-12-31,0.00042531125146569933,0.0006822701325595595,0.001984152936525249,0.0010126458368230936,0.004139822761662411,0.0008913393042869939,0.0013839493103248949,0.0038505857945198138,0.005616386972480083,0.00046201966305053644,0.002037949746606476,0.0009324780414079321,0.0014632732342093704,0.0015993475185324736,0.0006213004144675023,0.002278453132851961,0.0016877430613718228,0.001923605154198535,0.00030864601234837215,0.008607489612996296,0.00018333109004151427,0.0302781105210105,0.00842521336236814,2.1096788267147786e-20,0.00924039326101073,0.005011331084978284,0.002183517585649796,2.1096788267147786e-20,2.1096788267147786e-20,0.001276355690162441,0.014897708002729082,0.0012067362888808534,0.0025506017014981673,0.6196460043315926,0.010605355461895193,0.21797201637617092,0.03179285991859171,0.001972549702978318,0.0008491457277526983
