,VMD_capital,TRA_capital,SPM_capital,OPC_capital,NDC_capital,LDP_capital,MKV_capital,PPP_capital,PMC_capital,DCL_capital,MTP_capital,IMP_capital,DBM_capital,DMC_capital,DBT_capital,DDN_capital,DPP_capital,APC_capital,FIT_capital,DHG_capital,BIO_capital,DP3_capital,BCP_capital,AGP_capital,DHD_capital,MKP_capital,DAN_capital,DBD_capital,DHN_capital,DPH_capital,CDP_capital,GPC_capital,AMP_capital,DP1_capital,DTP_capital,TW3_capital,CNC_capital,DP2_capital,MED_capital,NDP_capital,HDP_capital,NTF_capital,PBC_capital,VHE_capital,DTG_capital,UPH_capital,DVM_capital,VDP_capital,DVN_capital
2021-12-31,0.008365825621070185,0.06021430236305628,0.004766342310217045,0.023957574472537574,0.012474612217766225,0.008496416207183749,0.0012068925069101955,0.0021837885881132776,0.008071729198654596,0.051833044930922126,0.0013621026297500876,0.08808156630919874,0.0009680830006648166,0.02875517289025066,0.004207585867993434,0.0047576184308988035,0.000793712455764,0.009088533905695936,0.09217126384480985,0.23177295720509028,0.007680510487878045,0.014540958479597316,0.0012095685435108835,0.006770961327792273,0.0052262994811432635,0.027334250976017452,0.017356684190841014,0.050646454621689145,0.0030604760187426037,0.002800204698959709,0.004883374310887124,1.78402440045853e-20,0.004522501855162373,0.008800413965021882,0.021794391366249593,0.0004904104674420453,0.00528581453514256,0.002319231720596089,0.006196344908648585,0.004709075126962327,0.0021582770391867204,0.00195136588922154,0.03515040083906236,0.006849940088000572,0.0017833107906983468,0.0036540387770191613,1.78402440045853e-20,0.010653158985386076,0.09864245555259309
2022-03-31,0.007735881071699981,0.06565554261031323,0.005000870643441649,0.024797063338392843,0.009462339026887924,0.011040693062578854,0.001227093801089133,0.0023179097528488505,0.009419186846088294,0.04763051708880115,0.00183507985359251,0.08820617162934663,0.0011498906941172862,0.032604049120379494,0.0040958982332184824,0.004356145921546147,0.00082022508607544,0.009664383172384473,0.07629833845938483,0.23698617903120608,0.0068132251647058314,0.015183895576467722,0.0011900214808145365,0.006902347022645962,0.005668061191423556,0.02031555736583815,0.013621186059932667,0.06245944519863961,0.003123806387138159,0.0025657752862048005,0.0043249310278749365,1.8536160137298082e-20,0.003976006349450438,0.008847865318336492,0.020932922715370995,0.0005568077143642971,0.005705430090260349,0.0026321347394963274,0.005771492964989679,0.004468919919821468,0.0021543837481176067,0.002027485195817664,0.032993308483262755,0.005767340865118925,0.0034737505543702093,0.0032049020877388383,1.8536160137298082e-20,0.011339088168469081,0.10367645087993563
2022-06-30,0.006839487289598079,0.0811365367533309,0.005326185887619293,0.030193604356972235,0.013152596972972913,0.004606146213583803,0.0014325062259845632,0.00255132096120894,0.011107580282336483,0.041795878310055976,0.0017210604259639377,0.0881018701710939,0.0013847180007705876,0.03536547647677648,0.004009420690148195,0.004208967895003498,0.001051797166881341,0.008420422146354642,0.04962128572862706,0.23773257440005066,0.0053299724486625,0.015615230287579497,0.0013275774259920632,0.008198953946544386,0.0073378762789537595,0.020135312074560756,0.01581352290895663,0.06716939575450318,0.003844157830160008,0.0018818752172567908,0.004222106805611254,2.2810608694021708e-20,0.004537030069240918,0.010447486887948882,0.02415260242470839,0.00047386758500960694,0.0061421669818218375,0.0026004093911184746,0.006041709061133364,0.006056490335567091,0.0027821643211924396,0.002495024378952094,0.035768676796052,0.003775155738860592,0.003420222667581615,0.0024877249841700074,2.2810608694021708e-20,0.014009340624911677,0.09417451041761637
2022-09-30,0.0067234647010865015,0.08393599987720371,0.0049467788135676765,0.030297802380644192,0.01782935998245741,0.002626425206200229,0.0011523641652750787,0.002363828642276728,0.012191507344948598,0.04000645323932554,0.0016716748359673376,0.09246533296810015,0.001116793682167485,0.03376771679479892,0.004432109769224083,0.0038391305140079574,0.0010712505959147391,0.007362032999251894,0.044050320836336504,0.2332339573387203,0.004628115079888019,0.015730058085358083,0.0011994697792095535,0.009145681326293719,0.007552109896064564,0.018353289301150072,0.013024311620961852,0.06856665590284239,0.001984708874323118,0.0024871764157402697,0.004520806193510459,2.2978348260719418e-20,0.002837826010198848,0.01007554614536025,0.01776745631224303,0.0005910260956139641,0.006771489448951405,0.002987185273893524,0.005131616646976904,0.004710952025367912,0.0026888803567728646,0.0028222007333815586,0.03936411649204539,0.0038029166371490635,0.003142335081349902,0.0033617323505432508,0.013444080086988672,0.012812336358256717,0.09541161678208959
2022-12-31,0.006852523699057429,0.0815899321644885,0.004529400663233668,0.03647215485298788,0.016397274388607098,0.0015482485496891892,0.0012554317055702014,0.0022549475848471384,0.014287516132473246,0.0419297778788479,0.0015191778622025969,0.09159564080352316,0.00139912061170353,0.03108423114478726,0.003911461001321075,0.003099122838893297,0.0009614426563106247,0.006484873278763276,0.028288709437306356,0.2362761621534814,0.00389125218469733,0.016759602997562982,0.0010127852414683978,0.0094177070964127,0.007188454248247258,0.01468011107815912,0.013949780387366906,0.06578715333498221,0.002826936805248665,0.002271733562460364,0.004612439675392951,2.3444102811768468e-20,0.003322029368427592,0.008605861260143968,0.033505467750878266,0.0004495641155184721,0.006930123679364383,0.0030477333655299006,0.005785066809831986,0.005852562381827068,0.002703925597795316,0.002879404707341403,0.03453081903145377,0.002327999409208609,0.0034403751994213985,0.004926543764865026,0.010706359095667176,0.014616014901071745,0.1022350435415599
2023-03-31,0.008215899134635373,0.08257503203348848,0.004522416300413043,0.03123086588708801,0.013613058011341491,0.002416606746784529,0.0014976055225771727,0.0025592962517905493,0.014277290107825719,0.0393570731333281,0.0014764628563760833,0.0717398854424568,0.0014782952207801775,0.032207257704105666,0.004102945802983428,0.0033103072471045826,0.0009634008232296447,0.00603059315609076,0.03185967227175975,0.25852641442557533,0.003917360177440531,0.018399875098524827,0.0016209377420835281,0.01138504384707068,0.008992398788647386,0.015779828919183145,0.012235213946867822,0.06737237440974375,0.0028326944176219706,0.002193199240593017,0.0046218338152608325,0.006646854892149851,0.002443152538792564,0.009639646276616738,0.027046967164405748,0.0004956075876048724,0.007091532146061432,0.002443152538792564,0.006073583244032977,0.005872305061798604,0.002788506245261694,0.0028852691809086797,0.033536497128168155,0.0021772247816855272,0.004035430222247949,0.003561834499343544,0.01591629308358551,0.014448498720351876,0.09158650620541951
2023-06-30,0.006406612703076426,0.07055058691611124,0.003827327069370333,0.02757375886630632,0.017423232254027102,0.0019433104959921327,0.000918099446925417,0.002287444772014677,0.010630214446225942,0.03351062981277773,0.0014316613250493224,0.07573058050395169,0.0011661966953852001,0.03683587124711072,0.004276277698916861,0.0027215910479795337,0.001248041435664239,0.0047959219858766475,0.03588713023114416,0.3010139566800132,0.0031763563073565894,0.023810335343856362,0.001250910496435881,0.010179886667509026,0.009071970159931777,0.01324475127327961,0.010537562910373718,0.07125369807588161,0.0023063805731075135,0.002039328396483083,0.0037665794892987677,0.005494653046202322,0.0032076099426956764,0.010118029717272424,0.025055163431456366,0.0004555494693213054,0.006079195487816649,0.0015301657448756952,0.005621063863800866,0.004989296681885313,0.0028233279429419563,0.0023491869598204107,0.027738844623106603,0.002152560661603884,0.0032262014564959154,0.002187754473736025,0.009823664082101962,0.012922192334259815,0.08340933475317414
2023-09-30,0.005619012684674036,0.06546415886536186,0.0032720811935457975,0.02706854543724072,0.017457370306061083,0.003185468432284135,0.0008818041304920404,0.0025210976047240876,0.01088881133802588,0.0324004231013792,0.0013432816254495418,0.0864881329445531,0.0013001320099974643,0.04321202758886866,0.004012914237043177,0.0026383579584321848,0.0011892598373235983,0.004269989534552623,0.03396885871481437,0.2807789959586133,0.0028783654471047733,0.024920274618888665,0.001046407568183888,0.010184837707183066,0.00909739685346028,0.012592554896373221,0.009820985727294704,0.0814363750592009,0.0023628823480664712,0.002145723384197298,0.0038945173357891123,0.004155688123593511,0.004407061087725775,0.010386476918355578,0.03067831842147028,0.0004134093720220128,0.006268334055073686,0.0019595647344267564,0.006339505446228065,0.004472040254319366,0.002766395918179629,0.0020058104621592274,0.024200036600750114,0.0022701557448333975,0.0030204730816454023,0.002554096674851834,0.009921746545938928,0.012662785696455075,0.0831770564127922
2023-12-31,0.005256065133769468,0.07064539018995797,0.0034632209151078423,0.029058491371982364,0.019543407348420742,0.00405407651818972,0.0010841387212511507,0.0024504747363153783,0.014886609931144344,0.03663987344969166,0.0014741275112567728,0.07856271473475421,0.0011447501064262844,0.03862976991926218,0.003995653487100074,0.0024880983652713906,0.001292534275447205,0.0037555368369859305,0.030639988769928978,0.25571047987111756,0.0032667107335595785,0.027103166881633972,0.0010841387212511507,0.01076874991818768,0.010009672123524998,0.012901652315748415,0.011908300174080554,0.08148097525264647,0.002409498307980682,0.002499542051773486,0.0039206873021898556,0.002845703530140382,0.00657710824225698,0.013660147887764497,0.043718978073173896,0.0004235569370784357,0.00645423918718185,0.001726591296807388,0.006495115232301616,0.0051277954617310675,0.0031483388465133413,0.002055045176060514,0.020017216122893467,0.002060064336807048,0.003885553176964124,0.0036314631833316317,0.00830924069252854,0.01389649012899725,0.08383885651150982
2024-03-31,0.004995432538117119,0.06454518533964121,0.0029667812392656576,0.026963406939402915,0.017959357151737815,0.004373310269783228,0.0008085686973758523,0.002980098841340083,0.013505361238529388,0.03347093904219617,0.0017136900097912918,0.09035726655456419,0.0008697155160432874,0.04010548301848779,0.0038960835120190893,0.002328677848442455,0.0012248388879307617,0.0026502028128107345,0.031880570027614054,0.27121199596324463,0.0028894630466507047,0.028673748523529784,0.0011871690992059575,0.013931543530056833,0.011178681030398095,0.0131260378811581,0.009495298077899032,0.07992022375854504,0.002283302875660304,0.0029679227480148935,0.003981963020253315,0.0033245110561305542,0.0064057665977988116,0.013432133452265864,0.036581131830657566,0.00040751862347742957,0.005964383214760699,0.001826413998778396,0.005220728314924762,0.004540351050088169,0.0030719712705078,0.0019474139261974643,0.015519952954619418,0.001952170212652617,0.005336096799180931,0.0025556478380823117,0.007939193350939839,0.013875038846969627,0.08165725762225821
2024-06-30,0.004890790258828587,0.06016336473190538,0.0027281087622134533,0.02874636611391651,0.015364831555300407,0.004928314567487587,0.0008511611476310089,0.002738359305066644,0.01481360861337008,0.038349843449499495,0.0017435075120828731,0.09530698481325332,0.0009251114925004556,0.03797666877602093,0.0038983180561500204,0.0022404757950545266,0.0011531860709839475,0.0026591006433625084,0.02774884185797459,0.2625184342742422,0.0025974143408352725,0.024714791000675015,0.0012080996934117545,0.016913395707764563,0.012767417214465133,0.014263630380214783,0.012020189249549153,0.06853220078990317,0.002306372141967895,0.002471113009251316,0.0037045461871430987,0.0038125612824585955,0.0034979977486513073,0.013972771226755498,0.03754411417215709,0.00030308658671987623,0.006364488839382834,0.0013911451015044447,0.006098853343158723,0.0034743848910073504,0.0031531401998046793,0.004272279824883386,0.0174207975789975,0.0018176409023604127,0.00484338149813258,0.0022884336919748115,0.008092876800757251,0.014967623019739269,0.0954398757795286
2024-09-30,0.004832757558391497,0.05589631953291816,0.0025530570679835733,0.026543684447264262,0.016069424617255405,0.0035353079960084056,0.0007780547748832507,0.0024953081135811275,0.013957265255039005,0.03338460137962943,0.0015690771293478888,0.13313381703557844,0.0008409907611182513,0.04079773437365597,0.0041325082609965725,0.00203694740064435,0.0010892766848365509,0.002339697158604477,0.025917160162316058,0.24202638660383322,0.0024534660567985173,0.023084885170786048,0.0011618951304923208,0.01593611789915874,0.012783439951331807,0.012904470694091424,0.01080476020827316,0.07282592692907226,0.002614264043607722,0.002567580757114727,0.0033041392773375377,0.003956719752191283,0.002674779414987531,0.01297328531640332,0.04604559279950072,0.00037917202695977084,0.006287719987423176,0.0010028261542939674,0.005574330209385778,0.0049131565517961,0.002995510883300515,0.002085186796687112,0.013908680056874073,0.001888598290233277,0.003659969661050811,0.002092621542313774,0.007104158797867333,0.012609674384941217,0.09547769494183997
2024-12-31,0.005322075808256052,0.058515186743760696,0.002708867468534691,0.027173459269651593,0.014376516469055309,0.002762134305195678,0.0008478458430468516,0.002919538729100463,0.01945529738321966,0.035588329261891594,0.0016588288233525357,0.11864681001872159,0.0008930028499047817,0.04214770705805494,0.004199601637787503,0.0022278071097624557,0.001067179876356798,0.0024207841962124665,0.02593645218464623,0.24017611158948876,0.002345952584847897,0.022944367341671153,0.0012938864822149778,0.016519723308826784,0.013627278783841078,0.01315008902565667,0.011094247170581759,0.08108355288547195,0.0033093635025883083,0.0031794219114256936,0.003555791740013013,0.002891707267730881,0.0027554989899022677,0.014359928180821784,0.041653191754382174,0.0005044682766128767,0.006513667846364291,1.8431431370583733e-20,0.005485193975885719,1.8431431370583733e-20,0.0032662339531811424,0.0018357705645101396,0.013782655750295102,0.0017692330972623321,0.003653846954904519,0.0025249217834562654,0.005995375996223475,0.014012311385172576,0.09784878286015489
