,WSS_capital,VND_capital,VIX_capital,VIG_capital,VDS_capital,SSI_capital,SHS_capital,PHS_capital,PSI_capital,OGC_capital,ORS_capital,IVS_capital,APS_capital,HCM_capital,BVS_capital,HAC_capital,HBS_capital,CTS_capital,BSI_capital,APG_capital,AGR_capital,BMS_capital,DSC_capital,DSE_capital,AAS_capital,BCG_capital,TIN_capital,ABW_capital,EVF_capital,ART_capital,IBC_capital,FTS_capital,EVS_capital,SBS_capital,TVB_capital,CSI_capital,TVS_capital,VUA_capital,TCI_capital,MBS_capital,TVC_capital,VCI_capital,VFS_capital
2021-09-30,0.002206375219927745,0.10549169798354317,0.050183094293254175,0.0016515921972943,0.018218139227721187,0.2177711215798382,0.06253784982623996,0.010400672580851145,0.0030321914398219072,0.007581685874375529,0.027462121802801758,0.0032676100298701925,0.007014266708618125,0.07261033681981557,0.00823420986649774,0.001359568515149961,0.0012881622337513835,0.011603090132582717,0.019392696900839012,0.011688689941624036,0.012846321621754803,0.005158818109339621,0.011150969736457338,4.0242494025347824e-21,0.009366842909339958,0.043249582197396726,4.0242494025347824e-21,4.0242494025347824e-21,0.030853308483324987,0.0037435177642139556,0.007332504351370575,0.03365602917371555,0.01326392603075464,0.008672337947450506,0.00872462904418704,0.0012169330193265182,0.0136291669065287,4.0242494025347824e-21,0.005777824128188118,0.03982087341544425,0.008018236449562502,0.09472808639757625,0.005794919139650086
2021-12-31,0.0026306961033748374,0.12180001021326019,0.06637600551570373,0.0022675136585595486,0.014499414026262055,0.19928315431035512,0.06257381847892912,0.007957709070103468,0.0034385740550488485,0.009882122374638294,0.01941750361332437,0.0036496816166544264,0.009425290928021243,0.06052019786910063,0.007543792618079438,0.0012605427256407037,0.0013111149203193352,0.01424785911114765,0.0220276755309603,0.013341847638980227,0.014520599909668737,0.003903438337982126,0.009160623418948913,2.8895094662685073e-21,0.011052084757530412,0.05101952541812337,0.008277265700997035,2.8895094662685073e-21,0.031977421095637684,0.00456389351668712,0.004904306626908212,0.026039721861251062,0.012647637210690288,0.007751918205915827,0.007696196905368304,0.002718450505865412,0.01914750784879624,2.8895094662685073e-21,0.006884302535536178,0.03553102652253867,0.008258969327056625,0.08459598660484671,0.005894599311187755
2022-03-31,0.002254502528404416,0.12832519160939132,0.06784120322047942,0.002006459109072859,0.016781028760131482,0.18565855712097148,0.05756169095651191,0.008839721643291007,0.00309723925881439,0.019223281996114526,0.023504595743891663,0.0031797101266526438,0.00834967735613617,0.05211202663402653,0.007932004243584324,0.0011740212768929273,0.001081384314154484,0.012836105846870118,0.022325016647644417,0.011766574229904948,0.012987050111580196,0.0035762774700077208,0.009009377897177269,3.3200832463064814e-21,0.013080795982122905,0.06475899397852106,0.0074607848284360435,3.3200832463064814e-21,0.034873775929713205,0.0025737285325367846,0.005593676253377159,0.027523124902723635,0.012650101503079046,0.007008828536282834,0.007235205092348996,0.004584902159819398,0.016472825432376846,0.0050197666634206215,0.005833784673750044,0.03426953405921841,0.007914613647540168,0.07491004890160574,0.0068128108214209
2022-06-30,0.0024197132499089885,0.13529464641991246,0.04876263386917734,0.0016271729757091759,0.01412988665946481,0.16659492413312013,0.053202519048973086,0.018779235783960662,0.0024811681937809316,0.02173773210343189,0.02283093257269992,0.0030881409955846426,0.006338518232428093,0.05589393290396131,0.007046308410842078,0.001474918652926632,0.0010874277935227173,0.010533245089165198,0.024161239685002642,0.008403452452156589,0.011152051876246795,0.0032877733519060355,0.012881533503133783,6.013203901364286e-21,0.013761217128272166,0.0626670133559332,0.0093119032447591,6.013203901364286e-21,0.03690929810113784,0.0026220575611898968,0.009930926507181146,0.03281559306994365,0.01709433605079839,0.007581206950684037,0.004732042704547413,0.00596028770703228,0.021238936839813722,0.009275066357659342,0.005463693276042012,0.030392416214587478,0.005634011263344253,0.07992769266625503,0.011473193043803056
2022-09-30,0.002105660086314704,0.12634854132678996,0.05552004694173565,0.0016614202287407152,0.013685367252040911,0.1628512598944325,0.047659083400945615,0.018159748418356235,0.002603483341711413,0.024279977138420047,0.017103820585012256,0.0027502795253299068,0.0062541872146206125,0.06293370074278477,0.006866980347970696,0.001254967829839624,0.0009633290239815899,0.013653245121366977,0.030110286186639305,0.007638045442639638,0.010772406298279651,0.0030954459129712616,0.025822911078725273,5.5816039398666784e-21,0.010385690450909927,0.05492653266839387,0.007594910807392347,5.5816039398666784e-21,0.03621298867033194,0.0013521435544327028,0.008776960563361554,0.03421654940991254,0.01092779815196554,0.006464278786917195,0.003885583348302729,0.00666711427409195,0.019378938166941313,0.008439050260842025,0.004961844964799641,0.03874431303630875,0.004832441059057772,0.08581448698716297,0.012324181499225624
2022-12-31,0.002003174044835109,0.1287717520865548,0.048618528225653004,0.0014967387246862729,0.011774123386789265,0.19231052711103805,0.05037715013394909,0.015996187700638216,0.002425609098543065,0.018584782390782987,0.016453727343306537,0.0027638226384007277,0.005203001578054523,0.06791410479374697,0.010356517485536763,0.0011628763838804213,0.001087873512089047,0.013872618190513606,0.02374230287637562,0.010306441821872708,0.011072238105164027,0.002291437294560718,0.026643144035426496,7.374913647136107e-21,0.008820396721974783,0.03726063021528082,0.007990394440471497,7.374913647136107e-21,0.041565352561286864,0.0009290178721297354,0.001693516170619158,0.02695903371167427,0.00957723986009848,0.005405811703350766,0.0030588929334226427,0.007136556438060668,0.020198413496776365,0.010650407794375137,0.005209019507590586,0.03598397366365237,0.003935991413476539,0.09246685905554734,0.01592981347781399
2023-03-31,0.001599366510956837,0.1274958448267266,0.049714288912110265,0.001663468357598765,0.010894452239545547,0.20151328052901318,0.047576797573490724,0.012133563828650676,0.002129605793992944,0.015491279605132621,0.01662374556247335,0.0023390814714121023,0.005278227451666699,0.07628119750389444,0.008278333779332955,0.0009470284724122948,0.0009023861149295236,0.015839292854882576,0.027226044732914057,0.009967811715579087,0.011958313958634977,0.0020934403969837534,0.0201609465095527,6.359310182730963e-21,0.00843944054350226,0.03212944808310041,0.00700022690018732,6.359310182730963e-21,0.030907735566655232,0.0008010823037186194,0.0014920467923130692,0.031416804706093024,0.005963201470069016,0.005127511800335974,0.002794484392217832,0.00651702107526269,0.0153247292714469,0.00888192134601668,0.005072440174153524,0.03986409899767097,0.0035448066820578925,0.11005555747748043,0.016559643715831424
2023-06-30,0.0017719128118078207,0.1213002798618028,0.06252247916228698,0.0017006155612109,0.0147571912592508,0.1960634401447351,0.05325830196572672,0.009682434553924237,0.002492278004164603,0.012443528496665123,0.019354747577492334,0.0028923761453013954,0.003582724054003941,0.06690926949546538,0.007948963711331792,0.0011590144564676923,0.0011608502242283648,0.015862273835830634,0.02987572611375025,0.008364869301348318,0.014053596053464484,0.002663376520993748,0.02682562774860018,4.961534488303478e-21,0.011114829560697452,0.03659665546234757,0.004841663815066065,0.005975076753574112,0.02985030817256668,0.0006250044994915891,0.0009164152661276057,0.03123495337142445,0.006745702290297409,0.005527943265488202,0.0031535860515071084,0.004876196095104658,0.0176238170405579,0.006828758377631608,0.005110360676814628,0.03642133467966887,0.0037660031380018716,0.09940429385781528,0.012741220565963331
2023-09-30,0.0014498617770868118,0.11345003188217097,0.076769109585104,0.0016202592815884138,0.014292837406275107,0.20352013506143163,0.058429926731161784,0.008584625441304054,0.0023981809116028372,0.00765723524764493,0.01990329743191452,0.0030730870363216128,0.002427088750071852,0.06111752022211914,0.007404542307039344,0.0011710181039933589,0.0010242648719967597,0.0179522272069213,0.03473509475087124,0.008733592712952182,0.014505084437623904,0.003347364774812951,0.016597443811851076,4.17743330477083e-21,0.008359044042846429,0.03301925161783637,0.004636549934698362,0.005030799380269414,0.03590412021917823,0.0005262312734019814,0.0006151855381937714,0.039371385684704704,0.00695325418712495,0.00514425846882699,0.0024397923247516597,0.0031300672265986876,0.014615377031736463,0.004205965174242414,0.0046794104004053115,0.04346176545683742,0.0029726615396749216,0.09434417722610407,0.01042687352870799
2023-12-31,0.0012427798985033861,0.1146559499980543,0.07951097451840934,0.001383890769426252,0.014854778443080844,0.2002466511224202,0.06124825496841474,0.009767374883703583,0.002097096433619002,0.008428395707479835,0.01744689866619542,0.002876254792354916,0.0022160902377917433,0.06527523484090766,0.007170010325482128,0.0011636366650515895,0.0008981920134793761,0.016769957021358733,0.038389879931625195,0.010826363950041972,0.013287742420735275,0.002989211235063434,0.016077951860789527,3.9850570720944855e-21,0.007790786575944718,0.028131330823557676,0.003925121813730184,0.004113535312098811,0.04488961959780932,0.0005019976393717423,0.000563646472277044,0.03855788595272762,0.005516594206041838,0.004323149314090981,0.0024882576806445804,0.00200846876433562,0.012764376905342961,0.003093639655637669,0.005514250992483445,0.04128590857717184,0.002977554943127557,0.09326180846632152,0.009468495603296496
2024-03-31,0.0010556703668636303,0.10048552712688974,0.08116651568768275,0.0013129362806763537,0.016706476084438787,0.19965434699641907,0.05533018008370242,0.007352389010542568,0.0018825771751027364,0.006702454070384108,0.017720476143420386,0.0030070323231331376,0.0018824417719902034,0.06885248272303675,0.008031070031491786,0.0014134730917321153,0.0008009432614109009,0.019379401227396717,0.04339441602438426,0.011769847855375827,0.015683925318900737,0.0026691304707291913,0.017331598404225573,3.3850778133253074e-21,0.007396395022115796,0.023836363930311483,0.0032415505140403144,0.0037340116343228804,0.03957298814061007,0.000426418252144589,0.00047878540591673145,0.04562392305441908,0.004853389165633292,0.00397001925946792,0.003289980822315559,0.002189468329658809,0.012821185322638401,0.002272131929860213,0.00441011999613397,0.04680939761511248,0.0037738201494075855,0.09971241597526002,0.008002323950701027
2024-06-30,0.0010683856446522153,0.09124085236065471,0.07389884283735898,0.0012540256155122627,0.019331736345563205,0.2008003110224506,0.052759906975181105,0.007067217530141169,0.0018475174133440082,0.006962947107565316,0.016349602259893795,0.003028553733053174,0.0022757985194055684,0.06976386406475092,0.010941164954499339,0.0015110715164992547,0.0009889470301194265,0.022137711345091956,0.03978788630950938,0.010793919670352222,0.014840137280275712,0.0026634141606625456,0.019377306382096355,3.861867502809382e-21,0.007194659157733878,0.025800047739633687,0.0037333445523158857,0.0037909636154578015,0.03889033423571144,0.0004864794493288979,0.0005462225395973589,0.047844483398930285,0.0046459810805797985,0.0036233585658358744,0.003891908970113736,0.0019204294717970495,0.014865679671939294,0.002382695011883332,0.00477682115157498,0.054796733133512826,0.0048549853498318415,0.09747822793992471,0.007785524885663714
2024-09-30,0.000881424203943687,0.08475119699042409,0.06389449311390992,0.0011195956546779736,0.019871472112766228,0.19984859100631894,0.04631244589667537,0.005476045004620323,0.0016373374563814764,0.004599877803881071,0.01619156986966137,0.002533583488804336,0.002242257894558535,0.08135212458863951,0.011196891125127192,0.0013751444215602555,0.0009758312198233415,0.022094344808008405,0.040479180222920304,0.0076650173305872335,0.014634160766167333,0.0023620372522929296,0.018093436806732706,0.030238720515513424,0.006297451755313371,0.021015264584971285,0.0035957901918338892,0.0032881094765076216,0.03137693472320711,0.0004598782594880147,0.000516354536968999,0.051370413118676274,0.0039707897537502885,0.0028900375116384215,0.003752759196542995,0.0018215516103369043,0.014022325908497772,0.0017697482245931958,0.0037813039938037465,0.06370210139941426,0.0043730235128229995,0.09621144572261017,0.005957936965026911
2024-12-31,0.0009934306963210442,0.08763801794099446,0.05871427124147477,0.0010423437427453791,0.017971762624363785,0.1966442506943394,0.04408174850895785,0.0071856795004821535,0.0017087629895181653,0.004815665910849443,0.018778575761260026,0.002770478651852564,0.002197305152515858,0.08168983011074447,0.011195288661751193,0.0013497311435993378,0.0009013615513762701,0.021526425825913704,0.040781252456289024,0.008634934406239046,0.01498012472566305,0.002718834206787694,0.015318692092536645,0.030299615227033082,0.006088917892513824,0.022932150641643993,0.005212012864349721,0.0034020620605791528,0.03276060540215435,4.202151754667926e-21,4.202151754667926e-21,0.05206024798099319,0.0035318245067632982,0.002895366602001294,0.0040511264206051605,0.002054347949822056,0.014035186860590873,0.0017664165115922094,0.0037889961941489753,0.061372006161749586,0.005482127179139776,0.09731647689462197,0.007311744053122191
