,price_to_earning,price_to_book,value_before_ebitda,roe,roa,days_receivable,days_inventory,days_payable,ebit_on_interest,earning_per_share,book_value_per_share,equity_on_total_asset,equity_on_liability,current_payment,quick_payment,eps_change,ebitda_on_stock,gross_profit_margin,operating_profit_margin,post_tax_margin,debt_on_equity,debt_on_asset,debt_on_ebitda,asset_on_equity,capital_balance,cash_on_equity,cash_on_capitalize,cash_circulation,revenue_on_work_capital,capex_on_fixed_asset,revenue_on_asset,post_tax_on_pre_tax,ebit_on_revenue,pre_tax_on_ebit,payable_on_equity,ebitda_on_stock_change,book_value_per_share_change
2019-03-31,6.604930924358622,1.8225524846178283,3.963711092645645,0.21102277402062564,0.0855536577618317,40.16397607292091,65.96896859291904,18.294780513460655,4.794782968359332,1785.689595916239,6433.445480791906,0.3189691776312609,0.7557413012897146,1.2913926045061528,0.43003025476640905,0.07463293611089,3613.110055339368,0.09657708419037814,0.040684285152103296,0.029436525619099416,0.14381138641518593,0.24477147497007629,-1.078117033202876,1.1188708061217736,140.51359232762337,0.09538554704441359,0.043872328902861156,87.88837798893212,16.288073804668922,-0.23711843323903053,1.957943866138095,0.9153352312923704,0.040684285152103296,0.5010315781799679,0.2645755889339121,0.07309948811643063,0.03837537855653446
2019-06-30,5.783660593429122,1.514344210898493,-9.048601623503503,0.21188234332738115,0.0801461339240709,43.38201443563714,61.040355381081554,24.034441802342936,4.581240306188908,1983.0139979238959,7229.12476688331,0.3212857620215393,0.816244096737054,1.3044459852957475,0.5948793214069285,0.031678382710245964,3141.636803188429,0.09435986824912275,0.025897625264064063,0.030156412499018983,0.1112906553481518,0.24060142285122033,-14.669112817554483,1.2279492446817026,145.85129885943738,0.13762717754247877,0.04710855207533522,80.33331499414628,10.489538491661198,-0.4142753855476957,1.8268120802382584,0.9451522651458086,0.025897625264064063,0.7848726788455049,0.3434581288042013,-0.12750273348279767,0.05603176374164722
2019-09-30,20.501406479235055,2.9266633937491076,2.164532838589982,0.23419825203368064,0.09386194491223064,35.09957813614957,61.08564920793493,14.97466305123448,3.3819873840445274,2098.8672607392614,7396.1665180533755,0.36185899129441984,0.9412951619808764,1.4084151277294137,0.6638479235050664,-0.019486540887683756,3385.797471100328,0.08321640530897674,0.01686617610960468,-0.023231155130583707,0.3967150563721992,0.31603984586841727,-4.297320622234908,1.4610353075495932,146.09205879834454,0.11567724960753534,0.03514195404595405,81.88428029113744,11.76341224489796,-0.3415097633794777,2.2685966604823746,1.0122657913515059,0.01686617610960468,1.742649693163979,0.5161411160268304,-0.012695203082631657,-0.04743335407449693
2019-12-31,79.6747083652384,3.0002676309003893,4.4967721311597275,0.23855057280446873,0.08735210962344675,34.93991457541902,62.22686350881266,24.847250235463722,5.870450632106443,2225.8964491441243,8080.718385956926,0.3252005601949359,0.708559385180911,1.2997068641035479,0.5611622386524212,-0.04771124112686334,3670.3995020235293,0.10877531127818345,0.03860009309895423,0.01449282228793539,0.2199791613888671,0.18363539979081328,-2.4069219186848114,1.6690403659452258,158.72306034790873,0.12533210821666893,0.04077166623681788,72.4281814194388,11.589222023278168,-0.3269718564377527,2.255010502225397,1.2877726990176,0.03860009309895423,1.0990280080312145,0.776062703403773,0.0608451446436363,0.06255728187652722
2020-03-31,13.403013866005148,2.6334865772709417,4.819582312564153,0.2666060952004821,0.10852033001956174,-12.340088408381717,67.64329748042283,22.3763527120063,0.09873434906295009,2581.0990552356975,9426.305554012832,0.3783078722130688,0.8598114173932898,1.4430181444936059,0.5253831612681604,0.9181780015756357,4399.384749245608,0.12473607485709232,0.05431758931858906,0.04656283104290218,0.23923641322793443,0.2061536183053483,-1.920634861864475,1.6765407186626433,185.00000411393125,0.23702921919642583,0.07451984251871324,33.70050375087678,7.461297780739809,-0.43214492145476835,2.665655256678453,0.690911708865316,0.05431758931858906,1.3421126682340745,0.6298883273372786,0.10277626179412654,0.0801273590824288
2020-06-30,12.02990730391278,2.8089380538046043,-3.146898922560691,0.23193667689265451,0.0822088784561232,-7.882351665138671,58.34192628383338,26.652790986821145,5.003426067477819,2176.961951104783,7979.575464707783,0.33974723618606806,1.7304368327371662,1.8448545622481796,0.7998313682463096,0.21008096265097792,3665.204869884104,0.10975492223187609,0.045436036959696204,0.03694400786415386,0.26727984536570937,0.17401997778216705,-8.660816237057197,1.7892627127448844,147.8547083880882,0.15161668415398122,0.05035611669728374,24.50117311528041,6.9589386817495225,-0.22742431722407241,2.124907492296257,0.5741847276945401,0.045436036959696204,0.7022127637225946,0.814165409825397,-0.07943851220439493,-0.0642583810666615
2020-09-30,14.246818824180034,2.969458819206476,17.555214025437525,0.22414708930786792,0.08306638681115969,-20.729044009505436,57.93751594833064,23.853158442199533,-11.041015812392889,2104.1943501849773,8137.238329997521,0.35172398415513045,1.7340842851297067,1.952716389270102,0.9599998700935973,0.04168345892498741,3599.4093313624667,0.07262270541217908,0.03763175432101183,0.026544962925640837,0.18572180172756947,0.18583797516746325,7.964510777127936,1.5876893269827659,152.2534733724351,0.12261545941863171,0.03595077196879647,12.56340685107807,6.554330476320381,-0.22733634345025833,2.0231436607067463,0.530899258512813,0.03763175432101183,0.8648791545691327,0.6630288234469921,-0.23017209072291986,0.046237913369131814
2020-12-31,13.463702612078588,2.8537757046647236,15.717301473474604,0.20844233668203951,0.07563536119755172,4.724555205407064,66.47343118485428,34.296610284716785,9.08484367221714,2185.469891249284,9234.263886385217,0.3703820836540591,1.5318343761033513,1.7400393862240322,0.849391289854977,0.25530326778465645,3520.7304328756545,0.0955133880266756,0.03919609164095381,0.03547703734892996,0.29145998767535747,0.17492650170944107,4.298413542194356,1.8538135996508747,135.56763838358583,0.11521651545953152,0.03567990798185075,36.723304758583936,7.223849981469176,-0.60995973262982,1.8337763625637884,0.651565339245653,0.03919609164095381,3.8702684447485396,0.8747769831819068,0.008868407467592987,0.05292529599975438
2021-03-31,36.690432286107125,4.006446721271436,15.541199727641613,0.1146317716335259,0.05664265704888731,42.47763768604112,77.51128915311068,31.09281550692768,5.12791180719473,642.4446412043574,6882.343558099794,0.4995882325206615,1.9079215852515299,2.0648677222607104,1.201013103530592,-0.4325135323293905,2588.7907619026178,0.08398369757515234,0.03304962002777106,0.03547850462843599,0.1067028536889227,0.14300522756494527,3.7409274117330735,1.2457345457217603,337.8151233662001,0.08239804549302517,0.05632969721580238,88.92306257913873,3.7212302766357532,-0.5577129261068594,1.4504982263998187,0.6522842296764448,0.03304962002777106,1.2743060956542016,0.4034280117115804,-0.16255233235538605,-0.19691506045871915
2021-06-30,37.95427017547389,3.5369321740529798,11.081813019868024,0.11089500186071263,0.05181519786187204,41.232013035046336,63.537872131096584,26.742401480523778,0.5166526922728765,585.2512126634524,7006.828140558323,0.4759858786998237,1.2895064036859485,1.6923184113628738,1.1012578783121372,-0.0924038395599392,2320.2694549620683,0.06144791056144168,0.0296102616244252,0.027687041850947346,0.22430941045126168,0.18541512178752767,-0.570758741006175,1.2728706269824361,335.1643068685441,0.08030287281229113,0.03457605651446029,77.99909295974004,3.97242689045203,-0.6485821497768517,1.4433440891971687,0.5860052465695683,0.0296102616244252,0.6761432867591324,0.3712175643957439,-0.26630598527705424,0.01845673683122925
2021-09-30,38.41561181627478,3.3698615327439794,-19.821962997687415,0.09295740569658066,0.046463585776696126,46.07739648097247,67.33239226858014,26.257548821924374,0.1759022359277982,582.0722410430094,7113.883197194359,0.4693883025773077,1.2483578983842059,1.6332638200981626,1.098922651516987,-0.001979940967081161,1868.4958308058217,0.05242261014731717,0.00887300562764669,0.02942455246474093,0.25592694802003846,0.20744580916102767,-0.36071060750331574,1.2615523088618406,337.80374365798394,0.08271780216886779,0.0665078261815612,87.15223992762822,3.520888711931333,-0.6362835225748117,1.3190796916976786,0.519053589950233,0.00887300562764669,4.238303925821668,0.3593330660685054,-0.07228870955429094,0.0038585422425469456
2021-12-31,17.09608556793449,1.3386350159687532,6.065236098071672,-0.03583360156317886,0.054798768699971814,56.55423039509684,63.541538044203875,29.995128205671612,1.7143071129299217,1218.922803210281,7808.566230166215,0.47628148663054004,1.266429251111031,1.6307662670416374,1.1591792463426576,-0.8249799520619507,1309.049036258713,0.05661977539900691,0.021295907040027092,0.12906526059691562,0.6297151479573347,0.20513729737061284,5.377393924880102,1.7842596623143778,328.8551520687324,0.0826810606558315,0.05709948607528944,90.06688014851895,3.3072829807209354,-0.32106855225819575,1.1672408494910556,0.6403450607066942,0.021295907040027092,-1.9261025857300593,0.9091500638962063,0.642315050894441,-0.016971438925611253
2022-03-31,16.121812854697897,1.2449830487209008,-1.2456652526610899,-0.6871325248084202,0.06248848576525505,69.58444935512686,60.84457307251542,25.28376273333964,-1.4488115549672957,1902.4729066694472,8051.841441702532,0.46397191574635555,1.1664202980633043,1.6043316106675105,1.1138654129405807,-0.0005949655982250834,621.2010862602306,0.06372003484797747,0.024180786253073773,0.1037119342836417,0.4525450775022907,0.22713512338605005,-0.3256616830406803,1.5360420331638942,322.35500405116574,0.12006043172968432,0.08938078925720971,104.63696253577353,2.6852658616171263,-0.30646380413740215,1.0905831823165955,0.7203269560238671,0.024180786253073773,0.812994566931708,0.7140556454341993,-2.6357393214010236,0.10631014788301191
2022-06-30,12.781966056374644,0.9289017528874364,-24.21818824971218,0.013157602035132013,0.05099450087272998,63.18093920600142,64.08151019422885,26.36669513870836,2.6881655958703163,1169.1112999962863,7439.643594719056,0.4385511549745609,1.1325293385820923,1.4760737363984107,0.9523287035317711,0.12360014947821889,806.5828267166783,0.061029173320459026,0.023794165707282947,0.03435421324321318,0.04800924722397587,0.22729574404872435,-9.448729992201136,0.6891044304972703,303.3481830504698,0.10519955806439633,0.09719545901882869,100.94776989638652,2.7719183347569354,-0.24739325119768266,1.066453559624169,0.5901955286515393,0.023794165707282947,-0.6533769079362719,-0.13051063987818934,-0.13931429327440858,-0.042143860251791905
2022-09-30,9.949696522608155,0.9840779167050884,79.02513257353912,0.058497171083292415,0.05235752014335238,66.25803578326675,56.74677369912448,18.93638613429566,4.290053109166627,1025.1106973475323,7762.411186569935,0.4398356955406742,1.1339426141872004,1.5350952151905675,1.0004941071504228,0.17315553085490554,1728.1749497195008,0.06753340344773444,0.03023065527889166,0.03102694137555483,0.23023872956692729,0.23587358473167533,31.836641486956978,1.0517417364280037,325.36164925021615,0.10702701514520908,0.1089394570453758,104.29521519056745,3.0403881878833343,-0.4931911984827376,1.1409431051541559,0.6834612921153697,0.03023065527889166,1.9559830429483938,0.2509168122537377,-0.14313596046345292,0.021838350251340188
2022-12-31,9.832498007802059,0.9668116741573309,21.74526818049191,-0.16327864486405239,0.0418126230565343,63.35507268764053,55.19560171733592,21.010558526484587,5.652669496200725,646.609408078148,7785.499822725033,0.37229182352926754,0.786386165196731,1.308123214684154,0.8460370585595858,-0.006106071238546389,2338.3835465291622,0.06576255452492516,0.04242173837353282,0.03669174751925383,0.39197834450190144,0.22955004523821784,11.108409796955184,1.3712175578227788,307.0035891438085,0.12716683266272882,0.13690477269328,96.97699299481907,3.499950912242761,-0.9881843022158145,1.196224607138566,0.632574164931922,0.04242173837353282,1.203199433112414,0.5304436778058117,0.8065675049835598,0.005156777273496289
2023-03-31,7.806682558877606,4.128547693027476,16.684317999519415,-0.0012861752935988957,0.0354550010791108,53.848139989791264,57.75888700363961,20.928034320128376,2.749606259136349,324.3049684610901,7436.03939904539,0.3455391864042804,0.7272662183503649,1.1073269911307368,0.6131463102974577,0.08738789947287515,2805.2123690079366,0.06867730475802228,0.038803341475195895,0.03176334586015412,10.389203459614585,0.20842910339839155,3.8147052706121167,27.73433417394679,229.27966392427334,0.43906473637151555,0.050813138626832705,90.80946475614297,4.577988488505879,-1.5439532042739639,1.1277240451826878,0.5938699654341965,0.038803341475195895,0.761504960728686,25.662158202049675,0.23991545790758212,-0.01578537097676412
2023-06-30,16.139583469535584,2.016398010444642,-16.54454415175851,0.10753434258113949,0.05926093431695332,51.902401169465236,59.40319615478155,24.691254115487308,3.8022504099143033,1022.4569282708808,8594.35843115924,0.42607249664615565,0.9333619249104986,1.2688377523882246,0.7273022539402767,-0.014299041310470533,2185.0396067437764,0.08002058855064238,0.04470552070230677,0.03424480056067387,0.4117664364521687,0.28088596406352556,-22.601333300208942,1.4301794993161556,233.4052176141549,0.08045740290849561,0.06216744116716397,87.33641085050353,4.787243100756543,-1.723099700049948,1.3110713473170552,0.6691820281016848,0.04470552070230677,0.759855595101426,0.5038433878926873,-0.23422271487485516,-0.8671547854716433
2023-09-30,14.606849949081004,1.405365077905675,13.861841530109997,0.0791934462148135,0.052123150728800055,50.38920345859588,52.82624661936044,18.84741131251018,2.5504790749027397,917.7067470981626,8531.936703051479,0.4192926116419448,0.9453845260793309,1.2187752013969024,0.7116585411843908,-0.23130714556755397,2051.081813230524,0.07415759565719789,0.03627950983745659,0.028097921086853706,0.20700812132668334,0.2767655100353667,3.055713407474301,0.977031831580063,226.16252393036993,0.0571607178059094,0.03866617474838536,84.36803876544616,4.60984166412786,-1.4720651373566225,1.3019441940266991,0.6543892798176111,0.03627950983745659,0.7695619719637747,0.15767778209786265,-2.150184396892344,0.006912233103814756
